"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"LFTO","NASD","Liftoff Mobile Inc","Communication Services","Advertising Agencies",3166.50,18.70,-2.40%,346390,1107.94,0.31,-4.88%,-18.02%,,,-25.50%,,5.52%,,82.51%,35.43%,,24.95%,14.02%,3.33%,-14.88%,-19.77%,-20.95%,-2.91%
"AADX","NYSE","Applied Aerospace & Defense Inc","Industrials","Aerospace & Defense",2479.02,14.38,-0.76%,1459788,1677.52,0.87,-19.17%,-23.02%,,,-30.70%,,8.18%,,-3159.49%,47.42%,,28.87%,23.15%,3.86%,-21.76%,-25.08%,-25.14%,-2.04%
"ARXS","NASD","Arxis Inc","Industrials","Aerospace & Defense",22117.79,52.98,-0.15%,233859,1028.05,0.23,-6.33%,21.57%,34.02%,,39.42%,,5.04%,42.13%,,,50.42%,15.48%,14.17%,3.32%,-4.22%,10.12%,21.93%,-1.20%
"BETA","NYSE","BETA Technologies Inc","Industrials","Aerospace & Defense",5172.43,22.11,-7.26%,2606211,1648.48,1.58,-17.38%,23.18%,31.29%,17.67%,-21.62%,,6.27%,82.53%,-62.49%,52.70%,46.22%,3.69%,28.08%,6.67%,-4.16%,12.61%,5.07%,-7.87%
"DPC","NYSE","DPC Holdings PLC","Industrials","Aerospace & Defense",6422.97,44.25,3.32%,1329176,1699.36,0.78,-10.75%,-9.04%,,,0.57%,,6.50%,,,,,124.94%,63.44%,3.42%,-9.74%,-8.34%,-8.34%,1.14%
"HAWK","NYSE","HawkEye 360 Inc","Industrials","Aerospace & Defense",2105.28,21.49,5.65%,681258,1078.13,0.63,-1.83%,8.65%,-33.80%,,-36.42%,,6.02%,-1350.00%,-356.65%,87.07%,,42.84%,34.81%,4.47%,-5.53%,0.17%,-11.64%,4.02%
"HONA","NASD","Honeywell Aerospace Inc","Industrials","Aerospace & Defense",50826.54,160.36,-0.52%,2555172,3658.73,0.70,-0.25%,-23.94%,,,-46.10%,,4.20%,,,,,231.52%,75.06%,2.75%,-9.59%,-22.19%,-22.19%,-0.95%
"VGNT","NYSE","Versigent Plc","Consumer Cyclical","Auto Parts",3344.84,47.22,0.55%,457170,1323.68,0.35,1.14%,13.18%,14.89%,,57.40%,,4.25%,-18.42%,24.35%,20.75%,-0.51%,65.20%,98.20%,4.73%,4.44%,9.16%,15.63%,0.43%
"MAIR","NYSE","Madison Air Solutions Corp","Industrials","Building Products & Equipment",14043.21,27.99,12.09%,7452196,2181.85,3.42,2.00%,-18.99%,-34.66%,,-12.53%,,6.46%,31.59%,,,19.65%,129.89%,24.39%,4.43%,-5.45%,-16.97%,-22.58%,0.65%
"FIGR","NASD","Figure Technology Solutions Inc","Financial","Capital Markets",9197.47,41.14,6.47%,4074722,3956.05,1.03,15.82%,42.70%,16.81%,38.29%,0.73%,,6.28%,123.14%,179.01%,84.85%,49.29%,12.28%,46.62%,10.43%,30.63%,35.03%,11.32%,5.22%
"IOND","NASD","Ionic Digital Inc","Financial","Capital Markets",3144.50,70.00,0.65%,642308,1040.66,0.62,6.87%,,,,40.00%,,5.16%,,,,,2.05%,18.30%,0.20%,6.83%,7.04%,7.04%,1.45%
"PURR","NASD","Hyperliquid Strategies Inc","Financial","Capital Markets",2380.69,11.87,11.56%,29569557,14941.34,1.98,64.86%,87.22%,40.47%,200.51%,233.43%,,15.36%,,,,,140.16%,56.20%,14.03%,55.67%,53.27%,97.37%,12.94%
"KLAR","NYSE","Klarna Group plc","Financial","Credit Services",5387.07,14.27,1.13%,4828889,5461.00,0.88,-5.25%,-22.82%,-15.96%,1.78%,-50.64%,,5.59%,105.07%,107.69%,26.61%,,5.26%,26.63%,22.65%,-21.32%,-23.38%,-30.54%,1.93%
"FPS","NYSE","Forgent Power Solutions Inc","Industrials","Electrical Equipment & Parts",9799.57,32.19,0.00%,3988885,8285.88,0.48,-11.03%,-11.13%,-35.41%,-5.68%,23.81%,,6.05%,,298.01%,115.99%,,13.00%,55.66%,5.90%,-10.29%,-25.55%,-20.17%,-2.78%
"LGN","NASD","Legence Corp","Industrials","Engineering & Construction",6188.41,57.26,1.56%,1032859,1428.51,0.72,-10.05%,-15.33%,-34.15%,4.37%,33.04%,,6.37%,318.32%,-306.44%,110.74%,,20.64%,86.26%,7.96%,-9.02%,-18.99%,-7.39%,-0.69%
"VSNT","NASD","Versant Media Group Inc","Communication Services","Entertainment",5533.65,39.87,1.37%,845027,1896.22,0.45,0.96%,11.12%,-6.63%,33.57%,-11.40%,,2.67%,-28.24%,-28.54%,-3.75%,9.47%,3.59%,88.10%,3.48%,5.03%,7.24%,5.89%,1.37%
"CSQR","NYSE","Csquare Inc","Technology","Information Technology Services",3376.01,20.26,3.37%,863462,1725.34,0.50,-5.81%,-7.70%,,,-3.06%,,5.55%,,,,,2.48%,,2.52%,-4.00%,-4.24%,-4.24%,2.95%
"FDXF","NYSE","FedEx Freight Holding Company Inc","Industrials","Integrated Freight & Logistics",19250.46,128.75,-1.92%,1135554,1704.66,0.67,-7.53%,-14.34%,,,-4.63%,,4.35%,,,,,152.73%,61.83%,3.51%,-8.61%,-13.35%,-15.54%,-2.85%
"MDLN","NASD","Medline Inc","Healthcare","Medical Instruments & Supplies",46856.17,35.64,2.71%,6246158,8983.93,0.70,4.45%,-10.23%,-1.44%,-28.71%,-15.14%,,4.22%,5.44%,-83.26%,11.60%,7.87%,9.88%,74.00%,6.97%,-1.43%,-6.01%,-13.68%,0.82%
"MMED","NASD","MiniMed Group Inc","Healthcare","Medical Instruments & Supplies",5313.55,18.92,-5.12%,1102408,1155.89,0.95,-2.27%,7.07%,69.23%,,-0.68%,,5.12%,150.97%,,,,1.76%,13.28%,23.13%,-2.48%,11.08%,24.61%,-5.16%
"WBI","NYSE","WaterBridge Infrastructure LLC","Energy","Oil & Gas Equipment & Services",3924.67,31.79,0.98%,680763,1164.52,0.58,-0.47%,-4.68%,2.05%,24.96%,58.87%,,3.82%,215.06%,-36.37%,128.00%,,15.45%,107.19%,17.68%,-1.78%,-3.03%,17.86%,1.73%
"MICC","NYSE","Magnum Ice Cream Company NV","Consumer Defensive","Packaged Foods",12422.76,20.29,0.69%,1087992,1139.56,0.95,6.90%,12.47%,29.57%,23.57%,28.01%,,1.60%,1.20%,-20.16%,11.26%,7.13%,9.59%,48.58%,2.30%,5.46%,9.87%,22.94%,0.55%
"JAN","NYSE","Janus Living Inc","Real Estate","REIT - Residential",9652.37,31.35,0.48%,889006,1739.23,0.51,3.09%,-0.79%,16.54%,,33.40%,,2.07%,399.25%,,,95.23%,13.97%,35.66%,7.21%,3.34%,6.28%,14.97%,0.58%
"EQPT","NASD","Equipmentshare.Com Inc","Industrials","Rental & Leasing Services",4687.82,18.47,-1.55%,1294626,2791.46,0.46,-5.48%,-4.00%,-14.41%,-38.19%,-35.19%,,6.25%,4435.39%,29.24%,26.33%,,6.68%,33.02%,18.60%,-6.07%,-5.72%,-19.74%,-2.79%
"SUNB","NYSE","Sunbelt Rentals Holdings Inc","Industrials","Rental & Leasing Services",31028.93,75.69,-0.90%,1700070,3425.71,0.50,-3.95%,0.23%,-3.68%,,3.68%,,3.53%,7.63%,,,11.97%,3.10%,81.53%,2.79%,-3.52%,-1.06%,1.69%,-1.85%
"JMKE","NYSE","Jersey Mike's Subs Inc","Consumer Cyclical","Restaurants",7054.76,22.21,-5.61%,2046495,5220.08,0.39,2.30%,,,,5.76%,,5.73%,,,,,0.04%,,1.47%,-2.35%,-2.35%,-2.35%,-5.29%
"Q","NYSE","Qnity Electronics Inc","Technology","Semiconductor Equipment & Materials",26489.99,126.62,0.30%,915616,1983.98,0.46,-5.21%,-4.78%,-23.06%,8.42%,55.08%,,5.53%,35.90%,-34.29%,22.14%,22.26%,1.90%,79.49%,2.34%,-5.59%,-11.05%,5.16%,-1.88%
"CBRS","NASD","Cerebras Systems Inc","Technology","Semiconductors",41169.10,183.91,-0.82%,7023788,6928.85,1.01,-16.41%,-2.49%,-23.91%,,-47.45%,,7.70%,,-237.28%,74.32%,,142.58%,30.75%,13.90%,-14.67%,-11.08%,-16.15%,-2.15%
"SKHY","NASD","SK Hynix Inc ADR","Technology","Semiconductors",1162758.33,159.53,2.68%,12154630,39562.56,0.31,2.51%,11.54%,,,-6.16%,,4.44%,513.44%,1180.72%,232.92%,108.25%,105.18%,0.00%,,5.06%,2.83%,2.83%,-0.23%
"BSP","NASD","Bending Spoons S.p.A","Technology","Software - Application",26977.76,42.47,3.13%,1226211,2988.98,0.41,9.60%,27.69%,,,37.00%,,7.45%,,,,,13.69%,11.51%,6.28%,2.66%,12.29%,12.29%,3.26%
"NAVN","NASD","Navan Inc","Technology","Software - Application",7449.37,29.29,-0.24%,2013517,4033.89,0.50,0.31%,13.62%,53.11%,209.46%,71.49%,,3.36%,,66.82%,39.86%,,12.75%,35.35%,7.41%,3.02%,13.41%,67.27%,-0.48%
"OCTV","NASD","Octave Intelligence Plc","Technology","Software - Application",4898.99,18.25,-0.38%,1281346,1674.52,0.77,-2.04%,7.42%,2.76%,,-34.82%,,4.10%,-4.93%,,,1.73%,32.64%,9.47%,0.47%,-2.73%,4.16%,1.20%,-0.65%
"PTRN","NASD","Pattern Group Inc","Technology","Software - Application",3796.34,21.40,-0.37%,1039024,2105.76,0.49,3.63%,-8.12%,12.81%,123.15%,85.44%,,5.63%,144.75%,62.53%,46.58%,,20.00%,25.77%,15.34%,-3.12%,-10.12%,30.07%,-1.83%
"QNT","NASD","Quantinuum Inc","Technology","Software - Application",14189.67,53.89,3.50%,925653,3053.56,0.30,-9.43%,2.01%,,,-20.75%,,6.74%,,,,,14.27%,93.06%,8.12%,-6.61%,-14.13%,-13.01%,1.91%
"VIA","NYSE","Via Transportation Inc","Technology","Software - Application",2273.19,27.89,1.68%,734576,1004.88,0.73,11.47%,42.30%,93.14%,75.19%,-3.86%,,4.52%,96.37%,9.93%,26.67%,,0.38%,33.12%,21.28%,16.04%,38.63%,27.29%,2.80%
"MBGL","NYSE","Mobility Global Inc","Technology","Software - Infrastructure",5973.08,20.26,2.84%,3431182,8723.21,0.39,2.22%,-1.75%,,,-19.12%,,4.30%,,,,,15.62%,2.47%,1.72%,0.07%,-1.46%,-1.46%,2.43%
"SOLS","NASD","Solstice Advanced Materials Inc","Basic Materials","Specialty Chemicals",8822.38,55.54,0.33%,3073880,2942.18,1.04,-7.57%,-8.33%,-34.38%,-29.78%,14.33%,,3.33%,93.78%,22.15%,11.13%,36.68%,0.32%,84.80%,8.00%,-7.21%,-16.71%,-17.60%,0.33%
