"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"LFTO","NASD","Liftoff Mobile Inc","Communication Services","Advertising Agencies",3597.65,21.61,7.73%,2380719,1119.01,2.13,-16.01%,-4.63%,,,-13.90%,,11.67%,,82.51%,35.43%,,8.48%,3.14%,3.39%,-6.65%,-11.03%,-11.03%,5.06%
"AADX","NYSE","Applied Aerospace & Defense Inc","Industrials","Aerospace & Defense",3089.29,17.92,-4.68%,1156869,1685.87,0.69,-16.81%,4.37%,,,-13.64%,,7.75%,,-3159.49%,47.42%,,4.80%,8.14%,3.89%,-6.16%,-8.81%,-8.75%,-3.50%
"ARXS","NASD","Arxis Inc","Industrials","Aerospace & Defense",23912.94,57.28,-0.71%,564298,1032.80,0.55,-4.52%,42.45%,58.67%,,50.74%,,4.46%,37.98%,,,47.36%,5.22%,4.29%,3.31%,11.85%,24.10%,34.73%,-1.24%
"AVEX","NYSE","AEVEX Corp","Industrials","Aerospace & Defense",2456.46,21.54,3.11%,2294787,2302.67,1.00,-2.84%,36.16%,-10.81%,,-6.39%,,7.03%,300.91%,,99.53%,,22.24%,30.01%,16.21%,19.93%,16.50%,-5.50%,-3.06%
"BETA","NYSE","BETA Technologies Inc","Industrials","Aerospace & Defense",5736.60,24.86,-5.26%,3429997,1603.35,2.14,5.74%,40.93%,49.67%,39.43%,-11.88%,,9.45%,82.70%,-62.49%,52.70%,46.49%,5.65%,27.26%,6.85%,19.27%,34.38%,18.05%,-1.39%
"DPC","NYSE","DPC Holdings PLC","Industrials","Aerospace & Defense",7270.65,50.09,-0.26%,691428,1886.84,0.37,-4.48%,8.80%,,,13.84%,,10.31%,,,,,42.56%,40.50%,3.49%,1.56%,3.08%,3.08%,-4.63%
"HAWK","NYSE","HawkEye 360 Inc","Industrials","Aerospace & Defense",2231.52,22.78,-6.52%,1708388,1052.85,1.62,-9.57%,25.65%,-28.81%,,-32.60%,,4.86%,-1528.57%,-356.65%,87.07%,,17.90%,13.64%,4.13%,4.03%,3.89%,-7.35%,-5.08%
"HONA","NASD","Honeywell Aerospace Inc","Industrials","Aerospace & Defense",52728.25,166.36,-2.03%,3296969,3571.97,0.92,-1.28%,-20.16%,,,-44.08%,,5.33%,,,,,298.75%,38.57%,2.75%,-13.35%,-21.96%,-21.96%,-1.96%
"MDA","NYSE","MDA Space Ltd","Industrials","Aerospace & Defense",5708.60,35.21,1.15%,669095,1596.35,0.42,1.79%,12.06%,-10.27%,42.55%,81.48%,13.87%,5.75%,-8.96%,-7.82%,33.60%,10.61%,41.70%,59.65%,1.71%,9.12%,-0.43%,21.31%,-0.51%
"SPCX","NASD","Space Exploration Technologies Corp","Industrials","Aerospace & Defense",1845449.16,140.00,-0.91%,95945185,125751.25,0.76,5.18%,6.78%,,,-6.67%,,9.24%,,,,,76.65%,2.43%,13.18%,14.26%,-1.12%,-1.12%,-2.03%
"VGNT","NYSE","Versigent Plc","Consumer Cyclical","Auto Parts",3272.59,46.20,1.45%,906913,1378.21,0.66,4.76%,14.73%,3.06%,,54.00%,,4.01%,-18.42%,24.35%,20.75%,-0.51%,62.62%,52.71%,4.73%,6.92%,6.44%,14.44%,1.69%
"MAIR","NYSE","Madison Air Solutions Corp","Industrials","Building Products & Equipment",15693.88,31.28,-1.14%,1024233,1975.34,0.52,0.61%,-8.48%,-26.42%,,-2.25%,,4.67%,30.62%,,,19.72%,353.78%,5.43%,4.43%,-3.09%,-11.92%,-15.23%,-2.22%
"FIGR","NASD","Figure Technology Solutions Inc","Financial","Capital Markets",6930.81,31.43,-1.41%,4697134,3811.11,1.23,9.82%,1.81%,-27.28%,-7.76%,-23.04%,,8.14%,116.45%,147.35%,121.55%,46.49%,10.45%,42.70%,10.80%,9.90%,7.61%,-15.20%,-2.15%
"MIAX","NYSE","Miami International Holdings Inc","Financial","Capital Markets",4318.53,43.52,-0.87%,652244,1895.92,0.34,-1.61%,1.47%,-23.43%,4.67%,-1.94%,41.57%,4.92%,-6.36%,34.81%,18.26%,3.83%,25.12%,65.39%,7.04%,-1.53%,4.19%,-0.14%,-0.75%
