"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"LFTO","NASD","Liftoff Mobile Inc","Communication Services","Advertising Agencies",3171.58,18.73,0.81%,814081,1049.87,0.78,0.16%,-16.53%,,,-25.38%,,4.33%,,82.51%,35.43%,,25.00%,14.48%,4.98%,-10.45%,-17.14%,-19.45%,0.97%
"AADX","NYSE","Applied Aerospace & Defense Inc","Industrials","Aerospace & Defense",2163.53,12.55,-4.92%,1460903,1672.56,0.87,-12.73%,-34.70%,,,-39.52%,,6.01%,,-3159.49%,47.42%,,30.23%,23.15%,3.67%,-26.66%,-32.40%,-33.10%,-3.61%
"BETA","NYSE","BETA Technologies Inc","Industrials","Aerospace & Defense",4594.61,19.64,-2.29%,1648177,1659.54,0.99,-11.17%,1.29%,5.82%,1.71%,-30.38%,,7.84%,82.48%,-62.49%,52.70%,46.22%,3.80%,28.11%,7.30%,-16.46%,-2.32%,-5.12%,0.15%
"DPC","NYSE","DPC Holdings PLC","Industrials","Aerospace & Defense",6020.90,41.48,-1.14%,1138944,1664.91,0.68,-6.26%,-13.13%,,,-5.73%,,6.11%,,,,,125.20%,63.44%,3.10%,-13.84%,-13.20%,-13.20%,-1.82%
"HONA","NASD","Honeywell Aerospace Inc","Industrials","Aerospace & Defense",48886.79,154.24,-2.45%,2666737,3618.08,0.74,-3.82%,-25.94%,,,-48.15%,,3.41%,,,,,232.54%,75.22%,1.84%,-6.69%,-21.54%,-23.57%,-2.56%
"VGNT","NYSE","Versigent Plc","Consumer Cyclical","Auto Parts",3271.88,46.19,-2.55%,700430,1267.51,0.55,-2.18%,9.87%,2.28%,,53.97%,,2.89%,-18.42%,24.35%,20.75%,-0.51%,65.61%,98.39%,4.96%,-0.44%,6.38%,12.26%,-0.39%
"GENB","NASD","Generate Biomedicines Inc","Healthcare","Biotechnology",2026.68,15.79,3.41%,1037109,1027.41,1.01,-22.52%,10.11%,31.91%,32.36%,5.27%,,16.88%,49.87%,,,26.80%,6.81%,25.08%,13.22%,0.34%,3.68%,13.88%,4.43%
"MAIR","NYSE","Madison Air Solutions Corp","Industrials","Building Products & Equipment",12919.36,25.75,-2.46%,2189660,2383.89,0.92,-8.00%,-11.75%,-40.27%,,-19.53%,,5.79%,31.59%,,,19.65%,129.89%,24.39%,4.82%,-10.51%,-20.94%,-27.81%,-0.43%
"FIGR","NASD","Figure Technology Solutions Inc","Financial","Capital Markets",7534.15,33.70,-8.15%,3766493,4013.34,0.94,-18.08%,25.37%,5.02%,18.37%,-17.48%,,7.16%,123.14%,179.01%,84.85%,49.29%,11.90%,46.64%,9.43%,-1.06%,7.93%,-8.79%,-4.96%
"PURR","NASD","Hyperliquid Strategies Inc","Financial","Capital Markets",2246.45,11.35,-7.31%,24107352,16214.91,1.49,-4.34%,72.57%,3.51%,144.19%,218.96%,,14.61%,-93.61%,43889.58%,,,65.87%,56.98%,13.76%,26.00%,42.24%,83.98%,-3.20%
"KLAR","NYSE","Klarna Group plc","Financial","Credit Services",5379.52,14.25,-3.00%,6260533,5522.23,1.13,-0.14%,-28.03%,-18.66%,6.50%,-50.71%,,4.58%,105.07%,107.69%,26.61%,,5.35%,26.66%,21.97%,-15.47%,-21.92%,-28.72%,-1.04%
"FPS","NYSE","Forgent Power Solutions Inc","Industrials","Electrical Equipment & Parts",8910.64,29.27,-4.16%,4235020,7784.91,0.54,-9.07%,-19.34%,-48.54%,-12.81%,12.58%,,5.03%,,298.01%,115.99%,,13.39%,55.71%,4.59%,-16.39%,-27.15%,-26.81%,-2.98%
