"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average"
"HTFL","NASD","Heartflow Inc","Healthcare","Health Information Services",2206.90,25.59,0.87%,1489373,1500.29,0.99,0.59%,-28.22%,-19.35%,-17.56%,-12.21%,,5.81%,69.67%,19.77%,41.34%,,17.34%,67.61%,9.22%,-2.82%,-11.79%,-12.64%
"FDXF","NYSE","FedEx Freight Holding Company Inc","Industrials","Integrated Freight & Logistics",22573.80,150.99,0.46%,720348,1957.88,0.37,0.41%,-1.88%,,,11.84%,,4.64%,,,,,40.02%,2.64%,2.82%,0.47%,-4.32%,-4.32%
"MDLN","NASD","Medline Inc","Healthcare","Medical Instruments & Supplies",53217.50,40.51,2.04%,8058307,9697.16,0.83,3.63%,4.22%,-10.44%,-9.66%,-3.55%,,4.34%,5.86%,-62.12%,10.66%,9.23%,9.73%,64.69%,5.45%,0.82%,7.17%,-3.46%
"WBI","NYSE","WaterBridge Infrastructure LLC","Energy","Oil & Gas Equipment & Services",3944.42,31.95,-4.20%,502419,1205.59,0.42,-9.95%,2.83%,12.30%,44.57%,59.67%,,4.60%,215.22%,513.11%,130.46%,,12.23%,115.63%,20.15%,-6.31%,0.00%,22.06%
"MICC","NYSE","Magnum Ice Cream Company NV","Consumer Defensive","Packaged Foods",11326.81,18.50,2.55%,893406,1483.82,0.60,3.47%,5.71%,41.44%,1.43%,16.72%,,1.78%,-3.54%,-236.61%,3.31%,5.60%,8.58%,47.79%,2.42%,0.80%,6.14%,14.48%
"JAN","NYSE","Janus Living Inc","Real Estate","REIT - Residential",9119.66,31.65,0.16%,1391487,1296.35,1.07,3.26%,12.04%,27.36%,,34.68%,,2.81%,353.85%,,,63.55%,35.39%,25.23%,6.46%,5.87%,13.89%,19.09%
"EQPT","NASD","Equipmentshare.Com Inc","Industrials","Rental & Leasing Services",4889.27,19.34,0.52%,3171451,2818.14,1.13,10.26%,-5.57%,-12.05%,-35.36%,-32.14%,,9.84%,4665.70%,-206.93%,-36.32%,,71.76%,29.15%,20.54%,7.30%,-3.64%,-17.83%
"SUNB","NYSE","Sunbelt Rentals Holdings Inc","Industrials","Rental & Leasing Services",30955.14,75.51,-0.01%,1736681,3597.04,0.48,4.80%,1.94%,1.19%,,3.44%,,3.56%,7.70%,,,11.97%,6.88%,73.73%,3.05%,2.88%,-1.29%,2.52%
"Q","NYSE","Qnity Electronics Inc","Technology","Semiconductor Equipment & Materials",26772.39,127.89,-3.82%,3073829,1969.46,1.56,-7.85%,-19.16%,-11.09%,32.20%,56.63%,,3.81%,25.09%,-22.08%,17.62%,16.62%,1.43%,76.24%,2.11%,-9.18%,-14.47%,8.46%
"CBRS","NASD","Cerebras Systems Inc","Technology","Semiconductors",53429.80,192.72,2.18%,4701673,7722.53,0.61,-7.60%,6.13%,,,-44.94%,,15.55%,,44.27%,94.35%,,47.31%,4.77%,13.02%,-2.48%,-12.02%,-12.74%
"BSP","NASD","Bending Spoons S.p.A","Technology","Software - Application",20765.32,32.69,-1.71%,2801345,3599.23,0.78,-3.51%,,,,5.45%,,7.03%,,,,,162.36%,10.56%,3.71%,-4.09%,-4.09%,-4.09%
"FIG","NYSE","Figma Inc","Technology","Software - Application",12881.82,24.38,6.28%,18274463,21036.83,0.87,11.17%,30.93%,40.84%,-16.42%,-34.76%,,7.02%,-39.30%,-1719.05%,46.12%,0.78%,18.99%,29.22%,33.16%,10.45%,13.49%,-17.25%
"NAVN","NASD","Navan Inc","Technology","Software - Application",6701.63,26.35,2.21%,2966658,4483.00,0.66,-1.01%,15.47%,65.52%,75.67%,54.27%,,9.23%,,66.82%,39.86%,,0.21%,19.56%,9.62%,3.77%,16.30%,61.02%
"OCTV","NASD","Octave Intelligence Plc","Technology","Software - Application",4665.45,17.38,2.30%,716124,1434.94,0.50,7.75%,6.76%,,,-37.93%,,3.39%,-9.00%,,,0.53%,9.71%,0.57%,0.50%,3.60%,-1.91%,-1.91%
"PTRN","NASD","Pattern Group Inc","Technology","Software - Application",4092.68,23.14,-0.64%,1599290,2005.73,0.80,-11.85%,1.05%,70.27%,44.08%,100.52%,,7.63%,140.97%,83.13%,43.18%,,4.74%,14.59%,11.98%,-13.44%,2.23%,46.53%
"QNT","NASD","Quantinuum Inc","Technology","Software - Application",12991.12,49.78,-5.77%,1675872,3847.11,0.44,-15.02%,-34.13%,,,-26.79%,,9.58%,,,,,3.50%,1.92%,6.68%,-23.48%,-22.51%,-22.51%
"MBGL","NYSE","Mobility Global Inc","Technology","Software - Infrastructure",6403.52,21.72,5.33%,6184010,12911.66,0.48,9.37%,3.45%,,,-13.29%,,4.00%,,,,,2.19%,0.23%,1.89%,4.77%,4.19%,4.19%
"NTSK","NASD","Netskope Inc","Technology","Software - Infrastructure",4839.01,11.98,0.34%,2788952,5728.86,0.49,-10.13%,16.42%,22.37%,-22.31%,-31.70%,,8.86%,62.65%,-40.26%,27.80%,,3.11%,35.74%,6.74%,-3.42%,6.98%,-15.24%
"PAYP","NASD","PayPay Corp ADR","Technology","Software - Infrastructure",9793.46,15.15,-5.40%,1355733,1064.52,1.27,-1.40%,5.61%,-25.09%,,-20.24%,,4.42%,-28.91%,,,8.51%,47.30%,3.96%,0.54%,-1.04%,-4.75%,-16.72%
"SOLS","NASD","Solstice Advanced Materials Inc","Basic Materials","Specialty Chemicals",9103.25,57.31,-5.41%,4379323,2884.01,1.52,-4.61%,-30.69%,-29.57%,-6.80%,17.97%,,4.52%,79.05%,,,34.47%,1.34%,84.78%,7.14%,-10.84%,-24.49%,-14.22%
"EROC","NYSE","ERock Inc","Industrials","Specialty Industrial Machinery",2215.94,10.10,-5.70%,1082531,2523.95,0.43,-24.00%,-26.60%,,,-49.75%,,12.35%,,,,,6.37%,0.06%,17.61%,-19.75%,-27.57%,-27.57%
"INIO","NASD","Innio NV","Industrials","Specialty Industrial Machinery",19665.00,26.22,-2.60%,7271039,6317.32,1.15,-13.66%,-29.69%,,,-15.42%,,9.61%,,,,,0.93%,0.05%,7.36%,-16.36%,-21.02%,-21.02%
"XE","NASD","X-Energy Inc","Industrials","Specialty Industrial Machinery",6416.52,15.79,3.88%,5620403,5237.96,1.07,-5.96%,-16.37%,-56.11%,,-47.56%,,9.88%,-35.46%,,,3.91%,20.75%,0.79%,7.92%,-2.11%,-23.14%,-31.35%
"BOBS","NYSE","Bob's Discount Furniture Inc","Consumer Cyclical","Specialty Retail",2220.67,17.00,6.58%,2220688,1091.63,2.03,9.54%,5.07%,45.05%,,0.00%,,5.55%,-12.31%,,,3.96%,37.59%,23.91%,24.52%,7.35%,19.48%,17.67%
"FRVO","NASD","Fervo Energy Co","Utilities","Utilities - Renewable",6222.91,21.12,-11.93%,3005427,3972.50,0.76,-21.75%,-34.98%,,,-41.33%,,8.09%,,,,,19.74%,4.58%,4.31%,-17.96%,-34.01%,-34.53%
"MWH","NASD","SOLV Energy Inc","Utilities","Utilities - Renewable",5340.96,25.46,-9.27%,1779100,1973.79,0.90,-10.79%,-28.96%,-32.98%,,-15.13%,,5.83%,41.96%,,,34.50%,16.66%,13.47%,12.31%,-12.50%,-22.74%,-23.04%
