"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average"
"LFTO","NASD","Liftoff Mobile Inc","Communication Services","Advertising Agencies",3697.53,22.21,-2.63%,307203,1191.81,0.26,-1.73%,-18.90%,,,-11.51%,,4.66%,,1177.16%,37.12%,,7.38%,0.34%,2.34%,-4.78%,-9.60%,-9.60%
"AADX","NYSE","Applied Aerospace & Defense Inc","Industrials","Aerospace & Defense",3220.22,18.86,0.96%,998845,1880.57,0.53,4.60%,-8.13%,,,-9.11%,,8.95%,,-107.01%,21.01%,,2.34%,0.23%,3.58%,-4.81%,-3.99%,-3.99%
"BETA","NYSE","BETA Technologies Inc","Industrials","Aerospace & Defense",4238.99,18.37,2.34%,974725,1620.25,0.60,-6.04%,10.00%,17.16%,-24.53%,-34.88%,,7.60%,83.39%,-36.77%,128.38%,47.80%,2.05%,26.94%,5.83%,2.15%,7.27%,-12.48%
"DPC","NYSE","DPC Holdings PLC","Industrials","Aerospace & Defense",6594.25,45.43,-6.62%,1333820,2485.22,0.54,-4.66%,-3.65%,,,3.25%,,6.95%,,,,,40.73%,30.92%,2.84%,-4.32%,-4.62%,-4.62%
"FLY","NASD","Firefly Aerospace Inc","Industrials","Aerospace & Defense",3173.03,19.32,-2.82%,3872322,6793.11,0.57,-8.48%,-24.35%,-44.02%,-23.33%,-13.63%,,7.29%,-42.96%,-20.35%,44.80%,21.88%,9.99%,21.08%,13.86%,-15.86%,-39.64%,-30.33%
"HONA","NASD","Honeywell Aerospace Inc","Industrials","Aerospace & Defense",68414.97,215.90,2.40%,2201920,2953.20,0.75,7.87%,-2.31%,,,-27.43%,,5.62%,,,,,29.60%,2.59%,2.59%,-0.27%,-4.42%,-4.42%
"MDA","NYSE","MDA Space Ltd","Industrials","Aerospace & Defense",4846.07,29.89,-0.27%,1043547,1469.02,0.71,-5.32%,-16.13%,-3.67%,12.74%,54.06%,4.26%,5.33%,-8.99%,-9.52%,38.31%,10.26%,61.54%,59.99%,1.81%,-12.72%,-20.83%,4.80%
"SPCX","NASD","Space Exploration Technologies Corp","Industrials","Aerospace & Defense",1544426.24,116.41,2.56%,81154956,122335.54,0.66,-5.77%,-24.03%,,,-22.39%,,6.78%,,,,,80.87%,0.28%,25.55%,-14.83%,-21.57%,-21.57%
"YSS","NYSE","York Space Systems Inc","Industrials","Aerospace & Defense",2340.20,17.81,-5.62%,2067367,1790.28,1.15,-0.95%,-32.18%,-45.33%,,-53.13%,,8.74%,-15.13%,,,,109.78%,40.34%,10.16%,-11.54%,-30.00%,-33.98%
"VGNT","NYSE","Versigent Plc","Consumer Cyclical","Auto Parts",3131.37,44.17,5.87%,1238728,1481.07,0.84,7.55%,6.69%,26.42%,,47.23%,,3.91%,-23.14%,,,-0.94%,61.32%,7.06%,5.75%,7.60%,2.02%,11.00%
"MAIR","NYSE","Madison Air Solutions Corp","Industrials","Building Products & Equipment",16150.86,32.22,-6.74%,5300350,1861.03,2.85,-9.49%,-14.29%,-6.80%,,0.69%,,5.39%,24.33%,,,19.56%,461.84%,1.85%,5.10%,-9.24%,-15.61%,-15.20%
"FIGR","NASD","Figure Technology Solutions Inc","Financial","Capital Markets",6075.21,27.55,-4.44%,2459160,3806.78,0.65,-12.51%,2.57%,-16.29%,-56.81%,-32.54%,,7.10%,80.58%,582.72%,72.52%,41.34%,10.99%,37.13%,9.77%,-10.20%,-11.26%,-27.39%
"MIAX","NYSE","Miami International Holdings Inc","Financial","Capital Markets",4471.63,46.20,6.40%,1882746,1895.82,0.99,10.18%,21.84%,-1.11%,7.22%,4.10%,,3.63%,-10.61%,678.45%,13.03%,3.48%,21.76%,57.33%,8.78%,9.81%,7.61%,6.34%
"KLAR","NYSE","Klarna Group plc","Financial","Credit Services",7063.21,18.71,1.19%,3544226,5415.86,0.65,-1.68%,-7.79%,34.12%,-30.98%,-35.28%,,5.97%,126.33%,95.07%,44.37%,,0.52%,22.88%,23.00%,-2.19%,3.89%,-16.84%
"FPS","NYSE","Forgent Power Solutions Inc","Industrials","Electrical Equipment & Parts",10338.30,32.41,-10.52%,10400709,7736.20,1.34,-19.60%,-41.21%,-12.76%,,24.65%,,6.84%,,298.01%,115.99%,,113.33%,37.29%,5.54%,-23.64%,-35.16%,-21.09%
"VSNT","NASD","Versant Media Group Inc","Communication Services","Entertainment",5255.31,37.24,3.79%,1553321,1953.03,0.80,3.02%,3.04%,-6.67%,12.54%,-17.24%,,2.27%,-25.69%,-20.39%,-1.17%,9.19%,409.28%,82.65%,2.85%,2.98%,-3.70%,-0.99%
