"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"AADX","NYSE","Applied Aerospace & Defense Inc","Industrials","Aerospace & Defense",2189.39,12.70,0.08%,1519692,1352.11,1.12,10.05%,-28.61%,-37.22%,,-38.80%,,7.06%,,-3159.49%,47.42%,,31.05%,23.15%,6.95%,-3.09%,-23.47%,-28.63%,-3.35%
"BETA","NYSE","BETA Technologies Inc","Industrials","Aerospace & Defense",5076.53,21.70,7.11%,3964845,1853.45,2.14,9.10%,-18.91%,37.60%,45.74%,-23.08%,,6.53%,82.48%,-62.49%,52.70%,46.22%,4.11%,28.10%,7.72%,1.20%,3.48%,6.58%,3.09%
"DPC","NYSE","DPC Holdings PLC","Industrials","Aerospace & Defense",6035.48,40.40,2.23%,652873,1583.87,0.41,-4.76%,-18.52%,,,-8.18%,,7.89%,,,,,127.46%,61.64%,3.29%,-4.95%,-12.70%,-13.25%,0.05%
"HONA","NASD","Honeywell Aerospace Inc","Industrials","Aerospace & Defense",52972.31,167.13,1.80%,7622999,3677.08,2.07,8.70%,3.96%,-38.09%,,-43.82%,,4.54%,,,,,233.26%,75.34%,1.50%,4.68%,-7.38%,-14.05%,-1.54%
"VGNT","NYSE","Versigent Plc","Consumer Cyclical","Auto Parts",3366.09,47.52,4.62%,1019005,1153.09,0.88,2.41%,1.78%,5.23%,,58.40%,,2.81%,-18.84%,24.35%,20.75%,-0.48%,66.29%,99.09%,4.87%,0.69%,6.44%,14.03%,3.30%
"GENB","NASD","Generate Biomedicines Inc","Healthcare","Biotechnology",2197.40,17.12,9.18%,2203262,1051.11,2.10,11.24%,6.47%,23.43%,44.96%,14.13%,,5.40%,49.87%,,,26.80%,6.79%,25.09%,13.50%,5.34%,13.12%,21.97%,6.73%
"MAIR","NYSE","Madison Air Solutions Corp","Industrials","Building Products & Equipment",11900.86,23.72,1.02%,2057507,2679.65,0.77,-4.78%,-13.56%,-36.65%,,-25.88%,,5.92%,29.58%,,,20.27%,130.14%,24.39%,5.60%,-7.47%,-20.33%,-31.36%,-1.08%
"PURR","NASD","Hyperliquid Strategies Inc","Financial","Capital Markets",3052.51,12.83,12.15%,27482777,16240.88,1.69,16.53%,78.19%,30.78%,101.10%,260.39%,,10.22%,-85.25%,43889.58%,,,65.98%,56.64%,16.49%,10.15%,46.08%,97.80%,6.03%
"FPS","NYSE","Forgent Power Solutions Inc","Industrials","Electrical Equipment & Parts",11586.56,38.06,9.24%,20166439,8460.76,2.38,30.34%,5.20%,-38.53%,10.96%,46.38%,,8.45%,91.00%,674.78%,147.91%,67.21%,13.23%,56.20%,4.96%,20.15%,6.97%,-3.41%,3.54%
"VSNT","NASD","Versant Media Group Inc","Communication Services","Entertainment",5042.32,36.33,-3.61%,1718298,1837.96,0.93,-2.76%,-8.00%,-4.72%,1.17%,-19.27%,,2.30%,-28.03%,-28.54%,-3.75%,9.84%,3.72%,88.16%,4.28%,-6.60%,-3.53%,-3.76%,-3.94%
"ALH","NYSE","Alliance Laundry Holdings Inc","Consumer Cyclical","Furnishings, Fixtures & Appliances",4271.97,21.49,-0.28%,1100896,1107.33,0.99,1.66%,-10.46%,-17.28%,7.61%,5.60%,,2.69%,32.03%,286.93%,22.38%,17.61%,0.01%,29.25%,4.97%,-4.47%,-12.41%,-8.76%,-2.41%
"CSQR","NYSE","Csquare Inc","Technology","Information Technology Services",2961.09,17.77,1.78%,1003558,1484.59,0.68,4.41%,-17.39%,,,-14.98%,,6.96%,,,,,5.67%,,2.28%,-4.92%,-11.82%,-11.82%,0.45%
