"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"AADX","NYSE","Applied Aerospace & Defense Inc","Industrials","Aerospace & Defense",2187.67,12.69,0.24%,1281160,1478.50,0.87,0.00%,-12.42%,-30.47%,,-38.84%,,4.59%,,-3159.49%,47.42%,,31.05%,23.15%,6.95%,0.02%,-20.82%,-27.64%,0.08%
"AVEX","NYSE","AEVEX Corp","Industrials","Aerospace & Defense",2084.09,16.44,3.40%,1042088,1804.35,0.58,1.67%,-8.67%,7.17%,,-28.55%,,6.03%,340.62%,,99.53%,,39.29%,56.32%,19.16%,-1.45%,-5.72%,-23.26%,2.69%
"BETA","NYSE","BETA Technologies Inc","Industrials","Aerospace & Defense",5694.13,24.34,4.55%,2209349,2372.10,0.93,20.14%,2.10%,55.23%,65.58%,-13.72%,,8.11%,82.48%,-62.49%,52.70%,46.22%,4.12%,28.10%,7.72%,15.01%,13.84%,20.23%,5.96%
"DPC","NYSE","DPC Holdings PLC","Industrials","Aerospace & Defense",6264.05,41.93,3.15%,1354507,1547.93,0.88,6.10%,-2.10%,,,-4.70%,,4.12%,,,,,132.86%,62.62%,3.29%,0.27%,-8.38%,-9.29%,3.58%
"HONA","NASD","Honeywell Aerospace Inc","Industrials","Aerospace & Defense",51767.89,163.33,-2.38%,2973418,4068.10,0.73,-0.52%,1.32%,-33.33%,,-45.10%,,3.46%,,,,,233.52%,75.40%,1.50%,1.95%,-7.42%,-15.28%,-2.02%
"VGNT","NYSE","Versigent Plc","Consumer Cyclical","Auto Parts",3272.59,46.20,-1.89%,370248,1144.04,0.32,1.72%,-1.62%,9.43%,,54.00%,,4.04%,-18.85%,24.35%,20.75%,-0.48%,66.24%,99.09%,4.87%,-1.70%,2.38%,10.45%,-0.75%
"GENB","NASD","Generate Biomedicines Inc","Healthcare","Biotechnology",2120.38,16.52,-5.38%,1424624,1060.55,1.34,5.36%,-6.77%,1.79%,37.32%,10.13%,,5.60%,49.87%,,,26.80%,6.79%,25.09%,13.50%,2.19%,7.73%,16.98%,-5.28%
"MAIR","NYSE","Madison Air Solutions Corp","Industrials","Building Products & Equipment",12673.51,25.26,0.84%,2523134,2718.40,0.93,7.58%,1.16%,-35.89%,,-21.06%,,3.97%,29.58%,,,20.27%,130.44%,24.39%,5.60%,-0.15%,-12.53%,-26.13%,1.77%
"PURR","NASD","Hyperliquid Strategies Inc","Financial","Capital Markets",3316.59,13.94,-0.07%,23084565,17372.52,1.33,21.85%,31.02%,76.46%,163.52%,291.57%,,8.52%,-85.25%,43889.58%,,,66.03%,47.10%,13.71%,13.65%,49.87%,109.25%,1.75%
"FPS","NYSE","Forgent Power Solutions Inc","Industrials","Electrical Equipment & Parts",12140.62,39.88,3.53%,7925583,9052.36,0.88,14.47%,23.89%,-33.67%,11.46%,53.38%,,6.52%,97.79%,674.78%,147.91%,61.73%,13.27%,56.21%,4.96%,21.18%,13.36%,1.24%,4.95%
"VSNT","NASD","Versant Media Group Inc","Communication Services","Entertainment",4585.70,33.04,-1.40%,1403180,1818.59,0.77,-12.34%,-15.99%,-13.42%,-8.55%,-26.58%,,4.22%,-28.09%,-28.54%,-3.75%,9.80%,3.76%,88.16%,4.28%,-12.80%,-12.02%,-12.30%,-1.37%
"ALH","NYSE","Alliance Laundry Holdings Inc","Consumer Cyclical","Furnishings, Fixtures & Appliances",4188.49,21.07,-2.41%,820528,1111.27,0.74,-2.23%,-11.62%,-19.33%,8.55%,3.54%,,2.75%,32.03%,286.93%,22.38%,17.61%,0.01%,29.25%,4.97%,-4.55%,-12.85%,-10.45%,-1.63%
"CSQR","NYSE","Csquare Inc","Technology","Information Technology Services",3087.72,18.53,-1.80%,893377,1707.20,0.52,6.13%,-5.46%,,,-11.34%,,5.01%,,,,,7.75%,,2.28%,1.01%,-7.39%,-7.39%,-1.91%
"FDXF","NYSE","FedEx Freight Holding Company Inc","Industrials","Integrated Freight & Logistics",17825.55,119.22,0.18%,1426648,1476.12,0.97,-2.06%,-9.18%,-25.70%,,-11.69%,,3.65%,,,,,157.98%,62.21%,3.33%,-5.57%,-13.02%,-18.41%,0.65%
"MDLN","NASD","Medline Inc","Healthcare","Medical Instruments & Supplies",45094.47,34.30,-0.38%,8592385,7511.57,1.14,3.97%,-1.15%,-4.85%,-18.39%,-18.33%,,4.81%,4.23%,-83.26%,11.60%,7.73%,10.54%,74.08%,7.74%,0.89%,-4.47%,-15.37%,0.44%
"MMED","NASD","MiniMed Group Inc","Healthcare","Medical Instruments & Supplies",5778.93,20.54,-3.11%,2845327,1632.03,1.74,-8.30%,3.01%,45.36%,25.94%,7.82%,,4.22%,152.14%,100.00%,16.44%,,1.74%,13.26%,29.67%,-5.94%,3.59%,27.26%,-2.98%
"JAN","NYSE","Janus Living Inc","Real Estate","REIT - Residential",9101.25,29.56,-0.71%,1229890,1706.59,0.72,-3.24%,-5.26%,3.43%,24.46%,25.79%,,2.80%,235.18%,,,50.58%,14.50%,35.66%,8.17%,-3.61%,-3.15%,6.35%,-0.24%
"EQPT","NASD","Equipmentshare.Com Inc","Industrials","Rental & Leasing Services",4588.83,18.08,-2.69%,2773300,3090.25,0.90,2.84%,-3.62%,-18.92%,-13.08%,-36.56%,,4.88%,4435.39%,29.24%,26.33%,,6.60%,33.01%,13.15%,-0.17%,-3.34%,-19.39%,-1.47%
"SUNB","NYSE","Sunbelt Rentals Holdings Inc","Industrials","Rental & Leasing Services",30232.45,73.78,-2.50%,2953174,4694.40,0.63,1.98%,-3.40%,0.76%,5.99%,1.07%,,3.85%,12.69%,34.25%,23.17%,13.59%,3.53%,81.46%,5.03%,2.61%,-1.57%,-0.40%,-1.68%
"JMKE","NYSE","Jersey Mike's Subs Inc","Consumer Cyclical","Restaurants",5781.03,18.20,-1.19%,3696383,4155.81,0.89,-9.32%,-22.65%,,,-13.33%,,5.79%,,,,,1.20%,0.06%,3.95%,-12.29%,-16.21%,-16.21%,-1.09%
"Q","NYSE","Qnity Electronics Inc","Technology","Semiconductor Equipment & Materials",26046.46,124.50,-0.29%,907155,1875.85,0.48,8.39%,-1.38%,-21.56%,5.21%,52.48%,,3.22%,35.90%,-34.29%,22.14%,22.26%,1.75%,79.54%,2.18%,2.98%,-3.62%,0.26%,-0.01%
"CBRS","NASD","Cerebras Systems Inc","Technology","Semiconductors",45942.68,205.24,-3.38%,3667604,7140.90,0.51,7.75%,10.68%,12.61%,,-41.36%,,4.92%,,-237.28%,74.32%,,72.61%,30.75%,13.71%,6.80%,1.74%,-3.81%,-3.39%
"BSP","NASD","Bending Spoons S.p.A","Technology","Software - Application",22004.00,34.64,-4.23%,3678750,2551.78,1.44,-11.61%,-15.88%,,,11.74%,,6.18%,,,,,18.32%,11.51%,6.28%,-13.10%,-11.50%,-10.06%,-4.52%
"NAVN","NASD","Navan Inc","Technology","Software - Application",5124.09,19.66,-6.22%,4542800,3945.93,1.15,-12.74%,-33.04%,-9.73%,131.02%,15.11%,,4.56%,,26.99%,35.38%,,12.40%,34.50%,7.91%,-20.23%,-25.20%,7.04%,-5.93%
"OCTV","NASD","Octave Intelligence Plc","Technology","Software - Application",5320.44,19.82,2.32%,1951034,2007.21,0.97,8.48%,8.19%,23.72%,,-29.21%,,4.37%,0.58%,,,3.37%,31.11%,9.45%,1.62%,4.68%,7.91%,8.64%,1.90%
"QNT","NASD","Quantinuum Inc","Technology","Software - Application",13194.38,50.11,-2.49%,2565127,1972.77,1.30,-3.65%,-3.76%,-29.52%,,-26.31%,,6.06%,,,,,14.64%,93.16%,8.53%,-0.46%,-7.76%,-14.97%,-9.83%
"MBGL","NYSE","Mobility Global Inc","Technology","Software - Infrastructure",5566.23,18.88,-1.10%,2849640,7118.70,0.40,-5.32%,-4.16%,,,-24.63%,,3.28%,,,,,39.18%,2.82%,2.03%,-5.72%,-6.64%,-7.39%,-0.63%
"SOLS","NASD","Solstice Advanced Materials Inc","Basic Materials","Specialty Chemicals",9212.41,57.98,-1.55%,1564802,3411.89,0.46,-0.85%,4.73%,-33.09%,-19.60%,19.35%,,3.06%,93.89%,22.15%,11.13%,36.54%,2.90%,84.71%,6.33%,-3.56%,-3.16%,-15.80%,-1.39%
"STDN","NYSE","Standard Nuclear Inc","Basic Materials","Specialty Chemicals",2011.67,12.85,-1.31%,237045,1042.20,0.23,7.89%,7.62%,,,-4.81%,,7.32%,,,,,55.13%,,4.49%,-5.02%,11.18%,11.18%,-1.61%
"EROC","NYSE","ERock Inc","Industrials","Specialty Industrial Machinery",2746.89,12.52,-2.42%,1477005,2339.30,0.63,2.54%,-4.57%,-17.85%,,-37.71%,,7.61%,,,,,32.61%,15.64%,27.94%,1.29%,2.16%,-4.68%,-2.30%
"INIO","NASD","Innio NV","Industrials","Specialty Industrial Machinery",14992.50,19.99,2.46%,6603164,4745.52,1.39,6.84%,-9.67%,-45.20%,,-35.52%,,7.71%,,,,,19.07%,14.67%,3.49%,-1.51%,-16.30%,-28.21%,3.68%
"XE","NASD","X-Energy Inc","Industrials","Specialty Industrial Machinery",6656.28,16.38,0.12%,6486515,5885.28,1.10,12.42%,-9.55%,-14.24%,,-45.60%,,6.46%,-2.43%,,,25.92%,43.93%,28.80%,13.69%,-3.11%,-6.63%,-22.49%,1.30%
"FRVO","NASD","Fervo Energy Co","Utilities","Utilities - Renewable",4819.38,16.35,-0.55%,2904557,4663.95,0.62,6.17%,5.69%,-49.68%,,-54.58%,,6.20%,,,,,83.94%,42.98%,7.39%,-1.14%,-16.99%,-37.69%,0.00%
"MWH","NASD","SOLV Energy Inc","Utilities","Utilities - Renewable",5150.87,25.45,-3.85%,719282,1974.49,0.36,-2.08%,-9.24%,-26.15%,-12.21%,-15.17%,,4.92%,32.48%,5320.00%,133.24%,31.89%,11.95%,23.17%,13.69%,-1.44%,-7.87%,-19.54%,-2.45%
