"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average"
"LFTO","NASD","Liftoff Mobile Inc","Communication Services","Advertising Agencies",3655.91,21.96,-1.21%,460634,1157.64,0.40,-1.35%,-8.58%,,,-12.51%,,4.83%,,1177.16%,37.12%,,7.38%,0.34%,2.34%,-4.87%,-10.15%,-10.15%
"AADX","NYSE","Applied Aerospace & Defense Inc","Industrials","Aerospace & Defense",2964.11,17.36,0.29%,1124602,1849.51,0.61,-9.11%,-23.79%,,,-16.34%,,9.77%,,-107.01%,21.01%,,2.34%,0.23%,3.58%,-9.65%,-11.10%,-11.10%
"BETA","NYSE","BETA Technologies Inc","Industrials","Aerospace & Defense",4054.38,17.57,3.60%,1327937,1630.46,0.81,-4.35%,4.90%,20.76%,-24.23%,-37.72%,,8.80%,83.39%,-36.77%,128.38%,47.80%,2.05%,26.94%,5.83%,-2.41%,2.09%,-16.13%
"DPC","NYSE","DPC Holdings PLC","Industrials","Aerospace & Defense",6806.16,46.89,6.01%,814618,2375.99,0.34,-4.13%,-4.42%,,,6.57%,,8.29%,,,,,40.73%,30.92%,2.84%,-0.68%,-1.21%,-1.21%
"FLY","NASD","Firefly Aerospace Inc","Industrials","Aerospace & Defense",3332.34,20.29,13.73%,4358705,6810.17,0.64,-1.98%,-30.99%,-39.41%,-29.70%,-9.30%,,7.93%,-42.96%,-20.35%,44.80%,21.88%,9.99%,21.13%,13.86%,-7.69%,-34.72%,-26.56%
"HAWK","NYSE","HawkEye 360 Inc","Industrials","Aerospace & Defense",2021.89,20.64,8.63%,545159,1376.53,0.40,0.68%,2.08%,,,-38.93%,,8.64%,-1371.43%,-469.59%,116.49%,,13.80%,11.49%,3.49%,5.71%,-11.73%,-16.47%
"HONA","NASD","Honeywell Aerospace Inc","Industrials","Aerospace & Defense",64745.47,204.32,-0.42%,2141281,2900.31,0.74,4.31%,-7.58%,,,-31.32%,,5.97%,,,,,29.60%,3.29%,2.59%,-4.77%,-9.00%,-9.00%
"MDA","NYSE","MDA Space Ltd","Industrials","Aerospace & Defense",4909.30,30.28,5.29%,830225,1493.47,0.56,-1.94%,-26.65%,4.05%,-0.47%,56.07%,5.78%,5.60%,-8.75%,-9.52%,38.31%,10.26%,61.54%,59.96%,1.81%,-8.69%,-18.99%,6.05%
"SPCX","NASD","Space Exploration Technologies Corp","Industrials","Aerospace & Defense",1488571.54,112.20,-0.31%,55396310,118930.40,0.47,-5.11%,-34.33%,,,-25.20%,,6.92%,,,,,80.87%,0.29%,25.55%,-14.67%,-23.28%,-23.28%
"YSS","NYSE","York Space Systems Inc","Industrials","Aerospace & Defense",2005.14,15.26,1.60%,2104056,1843.23,1.14,-13.39%,-38.02%,-47.81%,,-59.84%,,11.02%,-6.06%,,,,109.78%,40.35%,10.16%,-20.47%,-39.08%,-43.04%
"VGNT","NYSE","Versigent Plc","Consumer Cyclical","Auto Parts",2969.74,41.89,-2.63%,784993,1474.11,0.53,1.97%,-0.29%,21.99%,,39.63%,,4.66%,-23.14%,,,-0.94%,61.32%,7.52%,5.75%,1.91%,-3.14%,5.10%
"MAIR","NYSE","Madison Air Solutions Corp","Industrials","Building Products & Equipment",14606.95,29.14,-7.90%,9568268,1963.26,4.87,-19.66%,-25.28%,-19.06%,,-8.94%,,6.61%,25.01%,,,19.56%,461.84%,1.98%,5.10%,-16.03%,-22.93%,-22.89%
"FIGR","NASD","Figure Technology Solutions Inc","Financial","Capital Markets",5691.51,25.81,3.36%,2931844,3798.83,0.77,-11.73%,-15.96%,-22.42%,-62.00%,-36.80%,,7.46%,80.58%,582.72%,72.52%,41.34%,10.99%,36.76%,9.77%,-14.11%,-15.17%,-31.62%
"MIAX","NYSE","Miami International Holdings Inc","Financial","Capital Markets",4452.27,46.00,-0.86%,730200,1916.60,0.38,10.39%,23.79%,-3.44%,11.57%,3.65%,,4.06%,-10.61%,678.45%,13.03%,3.48%,21.76%,57.42%,8.78%,7.27%,8.07%,5.80%
"KLAR","NYSE","Klarna Group plc","Financial","Credit Services",7172.69,19.00,2.04%,2664081,5407.47,0.49,8.08%,-6.13%,41.16%,-25.49%,-34.28%,,3.97%,126.39%,95.07%,44.37%,,0.52%,22.91%,23.00%,0.13%,4.70%,-14.75%
"FPS","NYSE","Forgent Power Solutions Inc","Industrials","Electrical Equipment & Parts",10131.40,33.28,13.78%,12034353,7964.59,1.51,-14.58%,-40.42%,-8.32%,,28.00%,,8.76%,,298.01%,115.99%,,113.33%,39.17%,5.54%,-17.39%,-32.73%,-18.65%
"VSNT","NASD","Versant Media Group Inc","Communication Services","Entertainment",5064.80,35.89,-2.87%,1255499,1944.72,0.65,0.93%,-0.33%,-9.44%,6.85%,-20.24%,,2.95%,-25.69%,-20.39%,-1.17%,9.19%,409.28%,82.61%,2.85%,-0.82%,-6.59%,-4.54%
"HTFL","NASD","Heartflow Inc","Healthcare","Health Information Services",2227.60,25.83,3.15%,914876,1499.09,0.61,4.96%,-11.96%,-12.53%,-16.95%,-11.39%,,5.51%,69.67%,19.77%,41.34%,,17.34%,67.72%,9.22%,-0.17%,-10.77%,-11.59%
"FDXF","NYSE","FedEx Freight Holding Company Inc","Industrials","Integrated Freight & Logistics",20564.45,137.55,-4.72%,1554997,1906.63,0.82,-11.14%,-8.91%,,,1.89%,,5.66%,,,,,40.02%,2.90%,2.82%,-7.71%,-12.42%,-12.42%
"MDLN","NASD","Medline Inc","Healthcare","Medical Instruments & Supplies",51391.48,39.12,-2.40%,3380546,9690.18,0.35,3.96%,-0.81%,-9.86%,-11.73%,-6.86%,,3.48%,5.84%,-62.12%,10.66%,9.23%,9.73%,64.71%,5.45%,-2.40%,3.12%,-6.70%
"MMED","NASD","MiniMed Group Inc","Healthcare","Medical Instruments & Supplies",5095.90,18.15,-1.39%,821411,1027.16,0.80,11.11%,21.37%,50.96%,,-4.75%,,4.56%,151.51%,,,,32.65%,11.59%,24.44%,11.34%,23.61%,25.93%
"WBI","NYSE","WaterBridge Infrastructure LLC","Energy","Oil & Gas Equipment & Services",4064.17,32.92,1.45%,723390,1190.87,0.61,-7.37%,-3.94%,10.43%,49.23%,64.52%,,5.51%,215.22%,513.11%,130.46%,,12.23%,116.79%,20.15%,-3.40%,2.81%,25.39%
"MICC","NYSE","Magnum Ice Cream Company NV","Consumer Defensive","Packaged Foods",11473.75,18.74,2.74%,1049419,1458.97,0.72,5.64%,7.64%,43.49%,5.22%,18.23%,,1.71%,-3.31%,-236.61%,3.31%,5.69%,8.58%,47.79%,2.42%,1.70%,6.96%,15.76%
