"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"LFTO","NASD","Liftoff Mobile Inc","Communication Services","Advertising Agencies",3329.05,19.66,0.67%,688562,1149.32,0.60,-18.63%,-15.11%,,,-21.67%,,12.04%,,82.51%,35.43%,,11.06%,14.26%,3.39%,-13.86%,-17.97%,-18.46%,0.77%
"AADX","NYSE","Applied Aerospace & Defense Inc","Industrials","Aerospace & Defense",3066.88,17.79,-1.82%,1343542,1661.93,0.81,-13.60%,5.58%,,,-14.27%,,7.69%,,-3159.49%,47.42%,,12.07%,22.38%,3.86%,-7.09%,-9.45%,-9.12%,-0.61%
"ARXS","NASD","Arxis Inc","Industrials","Aerospace & Defense",23612.35,56.56,-1.81%,387806,1026.72,0.38,-2.67%,35.41%,66.11%,,48.84%,,4.47%,37.98%,,,49.05%,9.23%,13.05%,3.31%,7.49%,20.82%,31.98%,-0.77%
"AVEX","NYSE","AEVEX Corp","Industrials","Aerospace & Defense",2270.57,19.91,-1.53%,1045863,2309.90,0.45,-10.11%,49.47%,-30.34%,,-13.47%,,9.04%,295.03%,,99.53%,,29.76%,56.15%,14.14%,7.25%,8.55%,-12.41%,2.10%
"BETA","NYSE","BETA Technologies Inc","Industrials","Aerospace & Defense",6260.26,26.76,4.53%,3018757,1605.71,1.88,8.82%,36.25%,80.20%,43.87%,-5.14%,,10.34%,82.53%,-62.49%,52.70%,46.22%,0.88%,28.07%,6.75%,24.45%,42.02%,26.76%,7.08%
"DPC","NYSE","DPC Holdings PLC","Industrials","Aerospace & Defense",7196.63,49.58,-3.65%,758072,1825.91,0.42,-7.79%,10.03%,,,12.68%,,9.17%,,,,,60.29%,58.19%,3.49%,-0.32%,1.82%,1.82%,-1.14%
"HAWK","NYSE","HawkEye 360 Inc","Industrials","Aerospace & Defense",2144.46,21.89,-5.48%,776878,1060.82,0.73,-12.75%,25.52%,-29.36%,,-35.24%,,7.13%,-1350.00%,-356.65%,87.07%,,18.36%,34.04%,4.14%,-2.10%,0.47%,-10.76%,-4.29%
"HONA","NASD","Honeywell Aerospace Inc","Industrials","Aerospace & Defense",50953.32,160.76,-0.50%,4690725,3568.24,1.31,-3.12%,-20.60%,,,-45.96%,,4.02%,,,,,181.79%,73.47%,2.75%,-14.48%,-23.74%,-23.74%,-0.07%
"MDA","NYSE","MDA Space Ltd","Industrials","Aerospace & Defense",5514.04,34.01,-3.55%,719624,1594.96,0.45,-0.56%,13.37%,-14.72%,25.96%,75.29%,1.84%,5.03%,-9.62%,-7.82%,33.60%,10.83%,31.68%,58.25%,1.68%,4.16%,-3.27%,16.78%,-2.38%
"VGNT","NYSE","Versigent Plc","Consumer Cyclical","Auto Parts",3307.29,46.69,-0.19%,617595,1368.51,0.45,1.37%,16.67%,5.04%,,55.63%,,4.50%,-18.42%,24.35%,20.75%,-0.51%,115.07%,97.90%,4.73%,6.53%,7.77%,15.28%,0.84%
"MAIR","NYSE","Madison Air Solutions Corp","Industrials","Building Products & Equipment",13767.27,27.44,-7.20%,5083413,2018.96,2.52,-13.93%,-20.65%,-28.47%,,-14.25%,,6.42%,31.59%,,,19.65%,56.88%,24.38%,4.43%,-13.22%,-21.56%,-25.24%,-6.35%
"FIGR","NASD","Figure Technology Solutions Inc","Financial","Capital Markets",7832.72,35.52,-0.66%,4455052,3850.08,1.16,27.59%,16.77%,-7.93%,-3.77%,-13.03%,,10.35%,123.60%,150.25%,84.85%,48.73%,4.75%,47.25%,10.80%,22.20%,20.66%,-3.98%,3.47%
"IOND","NASD","Ionic Digital Inc","Financial","Capital Markets",2942.35,65.50,-1.74%,477067,1175.94,0.41,10.83%,,,,31.00%,,8.46%,,,,,2.05%,18.30%,0.31%,1.84%,1.84%,1.84%,-0.76%
"KLAR","NYSE","Klarna Group plc","Financial","Credit Services",5685.30,15.06,-22.81%,34416862,4644.53,7.41,-20.86%,-19.72%,-3.15%,-21.64%,-47.91%,,5.56%,122.86%,95.07%,44.37%,,3.19%,26.63%,22.88%,-21.01%,-19.99%,-28.67%,-3.83%
"FPS","NYSE","Forgent Power Solutions Inc","Industrials","Electrical Equipment & Parts",11014.23,36.18,-6.82%,4584918,8218.53,0.56,-4.08%,-6.03%,-16.29%,7.20%,39.15%,,4.29%,,298.01%,115.99%,,78.11%,54.36%,5.91%,-1.49%,-20.77%,-10.87%,-3.37%
"LGN","NASD","Legence Corp","Industrials","Engineering & Construction",6877.70,63.66,-9.11%,923680,1449.21,0.64,-2.02%,-6.57%,-23.59%,33.74%,47.91%,,6.34%,320.90%,-306.44%,110.74%,,1.87%,62.36%,7.94%,-2.70%,-13.05%,3.76%,-6.42%
"VSNT","NASD","Versant Media Group Inc","Communication Services","Entertainment",5480.91,39.49,0.66%,1371070,1921.32,0.71,7.43%,9.82%,-6.62%,32.52%,-12.24%,,2.76%,-28.24%,-28.54%,-3.75%,9.47%,114.15%,86.14%,3.48%,6.21%,5.86%,5.01%,0.89%
