"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float"
"LFTO","NASD","Liftoff Mobile Inc","Communication Services","Advertising Agencies",3764.12,22.61,-0.22%,443241,1380.35,0.32,-8.94%,-9.23%,,,-9.92%,,6.64%,,1177.16%,37.12%,,5.67%,0.02%,4.39%
"AADX","NYSE","Applied Aerospace & Defense Inc","Industrials","Aerospace & Defense",2902.64,17.00,-0.99%,756910,2103.36,0.36,-17.44%,-23.18%,,,-18.07%,,9.32%,,-107.01%,21.01%,,0.04%,0.05%,8.21%
"ARXS","NASD","Arxis Inc","Industrials","Aerospace & Defense",17162.25,41.83,4.02%,695362,1205.99,0.58,0.08%,1.62%,7.94%,,10.07%,,7.19%,13.74%,,,42.24%,3.44%,0.00%,7.37%
"BETA","NYSE","BETA Technologies Inc","Industrials","Aerospace & Defense",4098.23,17.76,0.68%,861555,1583.60,0.54,0.28%,12.83%,2.30%,-35.06%,-37.04%,,5.64%,83.39%,-36.77%,128.38%,47.80%,1.96%,26.31%,5.55%
"DPC","NYSE","DPC Holdings PLC","Industrials","Aerospace & Defense",6716.17,46.27,0.50%,1455800,3135.87,0.46,-5.34%,,,,5.16%,,9.09%,,,,,37.84%,30.92%,3.58%
"FLY","NASD","Firefly Aerospace Inc","Industrials","Aerospace & Defense",3164.81,19.27,1.26%,5102477,7051.05,0.72,-20.01%,-37.74%,-56.37%,-35.79%,-13.86%,,8.88%,-40.29%,-20.35%,44.80%,28.25%,8.98%,20.37%,13.94%
"HONA","NASD","Honeywell Aerospace Inc","Industrials","Aerospace & Defense",67059.73,211.62,1.56%,2548689,3013.88,0.85,-4.13%,-21.61%,,,-28.87%,,5.71%,,,,,19.23%,1.10%,3.34%
"MDA","NYSE","MDA Space Ltd","Industrials","Aerospace & Defense",4195.80,30.24,-3.76%,2882460,1377.98,2.09,-11.06%,-19.51%,-14.84%,38.59%,55.86%,-0.03%,6.81%,-8.24%,-9.52%,38.31%,9.09%,64.05%,70.34%,1.09%
"SPCX","NASD","Space Exploration Technologies Corp","Industrials","Aerospace & Defense",1644990.97,123.99,-5.43%,83706220,137394.17,0.61,-14.67%,-38.56%,,,-17.34%,,5.85%,,,,,66.05%,0.06%,17.23%
"YSS","NYSE","York Space Systems Inc","Industrials","Aerospace & Defense",2355.97,17.93,-3.24%,831835,2013.34,0.41,-9.85%,-44.81%,-53.20%,,-52.82%,,10.71%,-15.13%,,,,109.09%,40.27%,9.74%
