"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"LFTO","NASD","Liftoff Mobile Inc","Communication Services","Advertising Agencies",3173.28,18.74,0.11%,666138,1034.88,0.64,-0.90%,-19.67%,-30.28%,,-25.34%,,4.55%,,82.51%,35.43%,,25.00%,14.48%,4.98%,-6.24%,-15.45%,-18.68%,1.41%
"AADX","NYSE","Applied Aerospace & Defense Inc","Industrials","Aerospace & Defense",2229.05,12.93,3.19%,1728779,1428.10,1.21,-2.78%,-39.18%,-26.28%,,-37.69%,,7.14%,,-3159.49%,47.42%,,30.23%,23.15%,3.67%,-18.13%,-29.00%,-30.02%,3.77%
"BETA","NYSE","BETA Technologies Inc","Industrials","Aerospace & Defense",5193.49,22.20,6.68%,2820193,1668.72,1.69,10.12%,-2.29%,29.60%,15.20%,-21.30%,,6.58%,82.48%,-62.49%,52.70%,46.22%,3.80%,28.10%,7.30%,-4.55%,8.70%,7.98%,4.96%
"DPC","NYSE","DPC Holdings PLC","Industrials","Aerospace & Defense",6514.41,44.88,7.99%,918472,1630.00,0.56,1.81%,-21.04%,,,2.00%,,7.95%,,,,,125.20%,63.44%,3.10%,-3.29%,-5.43%,-5.41%,7.27%
"HONA","NASD","Honeywell Aerospace Inc","Industrials","Aerospace & Defense",51032.56,161.01,3.90%,3024585,3591.04,0.84,-0.84%,2.90%,,,-45.88%,,3.04%,,,,,232.54%,75.25%,1.84%,-0.79%,-16.02%,-19.26%,3.88%
"VGNT","NYSE","Versigent Plc","Consumer Cyclical","Auto Parts",3557.34,50.22,3.72%,479096,1218.25,0.39,4.17%,17.28%,5.95%,,67.40%,,3.37%,-18.42%,24.35%,20.75%,-0.51%,65.61%,99.09%,4.96%,6.69%,14.70%,21.48%,3.67%
"GENB","NASD","Generate Biomedicines Inc","Healthcare","Biotechnology",2103.70,16.39,0.31%,724345,1031.16,0.70,6.91%,18.00%,27.35%,46.21%,9.27%,,6.89%,49.87%,,,26.80%,6.81%,25.09%,13.22%,2.12%,7.49%,17.73%,0.00%
"MAIR","NYSE","Madison Air Solutions Corp","Industrials","Building Products & Equipment",12994.62,25.90,0.86%,1511351,2467.34,0.61,-1.63%,-17.15%,-35.48%,,-19.06%,,4.79%,30.99%,,,19.65%,129.89%,24.39%,5.24%,-7.28%,-18.46%,-26.77%,1.69%
"FIGR","NASD","Figure Technology Solutions Inc","Financial","Capital Markets",8039.41,35.96,-0.69%,2689965,4099.61,0.66,-0.25%,25.73%,26.22%,17.98%,-11.95%,,8.27%,123.14%,179.01%,84.85%,49.29%,11.90%,46.53%,9.43%,2.65%,13.49%,-2.52%,1.32%
"PURR","NASD","Hyperliquid Strategies Inc","Financial","Capital Markets",2409.67,12.18,-4.62%,27235373,16034.94,1.70,4.91%,82.61%,42.79%,181.29%,242.13%,,11.91%,-93.61%,43889.58%,,,65.87%,57.00%,13.76%,24.16%,48.04%,94.40%,-1.66%
