"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"AESI","NYSE","Atlas Energy Solutions Inc","Energy","Oil & Gas Equipment & Services",1440.04,11.52,-4.00%,3630761,3221.53,1.13,-15.11%,-3.19%,-26.86%,-14.48%,22.29%,-0.69%,5.91%,-128.48%,-347.44%,1.56%,,23.63%,85.00%,30.58%,-12.75%,-8.58%,-13.46%,-3.11%
"CRK","NYSE","Comstock Resources Inc","Energy","Oil & Gas E&P",3949.20,13.45,0.98%,2102227,2565.75,0.82,2.67%,-5.81%,-0.07%,-36.91%,-41.98%,-28.53%,5.56%,-33.87%,-92.98%,-25.21%,25.93%,1.97%,30.72%,32.18%,-6.24%,-2.77%,-22.60%,0.75%
"CSIQ","NASD","Canadian Solar Inc","Technology","Solar",769.94,11.34,-3.65%,1593986,2130.70,0.75,0.00%,-20.81%,-24.30%,-14.48%,-52.29%,-8.33%,5.95%,15.48%,-1156.77%,-28.70%,,16.71%,61.84%,37.20%,-10.63%,-19.44%,-33.78%,-2.74%
"GRPN","NASD","Groupon Inc","Communication Services","Internet Content & Information",814.93,20.04,-5.83%,1507014,1489.01,1.01,3.67%,2.09%,9.39%,89.06%,13.80%,-10.26%,6.88%,93.91%,-109.93%,-0.82%,,-2.74%,92.37%,35.91%,4.11%,-10.63%,14.61%,-5.87%
"METC","NASD","Ramaco Resources Inc","Basic Materials","Coking Coal",540.92,9.28,-4.33%,1930004,2027.93,0.95,-6.26%,-25.34%,-26.17%,-35.06%,-48.44%,-70.85%,6.94%,3.84%,8.51%,-5.33%,,-6.96%,60.55%,32.69%,-20.40%,-17.37%,-37.15%,-2.32%
"NNE","NASD","Nano Nuclear Energy Inc","Industrials","Specialty Industrial Machinery",913.40,17.01,-1.79%,1593184,2096.65,0.76,8.76%,-6.90%,-26.52%,-21.29%,-29.15%,-63.30%,7.15%,24.46%,0.92%,,-11.76%,0.62%,43.76%,33.36%,-2.00%,-3.34%,-29.40%,-1.10%
"NUAI","NASD","New Era Energy & Digital Inc","Technology","Software - Infrastructure",744.85,6.99,0.22%,8975153,7595.04,1.18,29.21%,45.17%,19.49%,47.16%,138.57%,727.32%,11.34%,49.04%,2.39%,-82.55%,21.14%,130.63%,58.28%,31.34%,21.72%,31.61%,42.65%,2.34%
"SAIL","NASD","Sailpoint Inc","Technology","Software - Infrastructure",12223.22,21.41,0.19%,6750325,4133.39,1.63,5.16%,18.09%,70.33%,73.78%,5.83%,-4.25%,5.74%,33.97%,-366.32%,16.82%,28.06%,2.46%,17.61%,30.02%,10.25%,18.33%,33.32%,-0.46%
"SERV","NASD","Serve Robotics Inc","Industrials","Integrated Freight & Logistics",373.71,4.31,-5.27%,2075039,3879.50,0.53,0.47%,-7.71%,-29.58%,-53.25%,-58.48%,-67.27%,4.89%,-66.43%,-120.28%,404.36%,-9.04%,9.48%,37.98%,38.35%,-6.72%,-11.51%,-48.61%,-5.17%
"UPST","NASD","Upstart Holdings Inc","Financial","Credit Services",2379.30,24.45,-5.85%,6732587,4226.04,1.59,-1.61%,-18.20%,-25.11%,-8.08%,-44.09%,-60.80%,3.41%,-59.08%,185.50%,41.75%,28.54%,0.67%,60.82%,31.17%,-8.83%,-13.69%,-26.14%,-5.16%
"VELO","NASD","Velo3D Inc","Technology","Computer Hardware",352.68,10.97,-4.77%,751103,1826.70,0.41,9.81%,-12.03%,-39.22%,-18.86%,-20.16%,249.36%,6.07%,75.64%,60.11%,52.25%,55.56%,20.75%,37.84%,35.78%,-2.00%,-7.03%,-22.51%,-4.19%
"WOLF","NYSE","Wolfspeed Inc","Technology","Semiconductors",1436.54,27.14,-3.04%,2263978,3880.08,0.58,14.66%,9.61%,-40.83%,62.81%,55.89%,-88.72%,6.94%,36.88%,34.73%,-24.06%,,47.67%,106.31%,70.68%,3.13%,-0.53%,-7.07%,-2.79%
"WYFI","NASD","Whitefiber Inc","Technology","Information Technology Services",740.06,19.05,-5.83%,964926,2575.27,0.37,10.37%,-8.33%,-50.79%,34.72%,20.57%,-32.13%,6.11%,-26.65%,-72.22%,59.49%,,5.18%,26.12%,55.65%,1.77%,-15.63%,-11.54%,-4.42%
"XNDU","NASD","Xanadu Quantum Technologies Ltd","Technology","Software - Infrastructure",1622.41,5.33,-7.79%,17664119,2016.71,8.76,-28.93%,-49.00%,-54.83%,-40.04%,-50.51%,-46.86%,8.08%,47.98%,-444.47%,,23.82%,10.56%,6.66%,30.77%,-38.96%,-46.17%,-56.35%,-11.02%
