"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"AESI","NYSE","Atlas Energy Solutions Inc","Energy","Oil & Gas Equipment & Services",1500.05,12.00,-9.57%,3944869,3185.74,1.24,-11.96%,-4.61%,-26.87%,-5.29%,27.39%,6.19%,5.07%,-128.48%,-347.44%,1.56%,,23.63%,85.00%,30.58%,-9.28%,-5.25%,-9.81%,-7.26%
"CRK","NYSE","Comstock Resources Inc","Energy","Oil & Gas E&P",3911.03,13.32,2.30%,3014915,2561.73,1.18,-6.92%,-6.33%,-1.04%,-37.17%,-42.54%,-24.62%,4.91%,-34.11%,-92.98%,-25.21%,26.90%,1.97%,30.71%,32.18%,-7.38%,-3.64%,-23.64%,3.42%
"CSIQ","NASD","Canadian Solar Inc","Technology","Solar",799.14,11.77,0.00%,1246074,2136.75,0.58,-3.84%,-19.11%,-20.10%,-10.19%,-50.48%,-7.54%,6.87%,15.48%,-1156.77%,-28.70%,,16.71%,61.84%,37.20%,-8.30%,-16.84%,-31.54%,0.00%
"GRPN","NASD","Groupon Inc","Communication Services","Internet Content & Information",865.36,21.28,-3.49%,1517833,1488.64,1.02,13.49%,8.63%,26.97%,85.85%,20.84%,-6.63%,6.19%,93.91%,-109.93%,-0.82%,,-2.74%,92.37%,35.91%,10.68%,-5.57%,21.75%,-3.01%
"METC","NASD","Ramaco Resources Inc","Basic Materials","Coking Coal",564.71,9.70,3.52%,2709250,2009.21,1.35,-3.39%,-18.49%,-24.40%,-27.99%,-46.11%,-67.97%,5.81%,3.84%,8.51%,-5.33%,,-6.96%,60.55%,32.69%,-18.08%,-14.19%,-34.50%,2.00%
"NNE","NASD","Nano Nuclear Energy Inc","Industrials","Specialty Industrial Machinery",930.05,17.32,1.29%,1679006,2119.92,0.79,9.76%,-8.12%,-27.53%,-21.34%,-27.86%,-61.82%,6.94%,24.46%,0.92%,,-11.76%,0.62%,43.76%,33.36%,-0.86%,-1.70%,-28.40%,1.41%
"NUAI","NASD","New Era Energy & Digital Inc","Technology","Software - Infrastructure",743.25,6.97,-8.82%,16884710,7541.13,2.24,27.75%,43.67%,13.14%,40.62%,138.05%,1048.72%,9.90%,49.04%,2.39%,-82.55%,21.14%,130.63%,58.16%,31.34%,23.53%,32.74%,42.72%,-3.53%
"SAIL","NASD","Sailpoint Inc","Technology","Software - Infrastructure",12200.38,21.37,5.17%,8779678,4055.09,2.17,6.96%,14.65%,65.92%,70.41%,5.64%,-7.53%,5.34%,33.97%,-366.32%,16.82%,28.06%,2.46%,17.61%,30.02%,11.05%,18.92%,33.14%,1.04%
"SERV","NASD","Serve Robotics Inc","Industrials","Integrated Freight & Logistics",394.52,4.55,2.48%,3306645,3898.45,0.85,5.08%,-8.63%,-29.02%,-51.75%,-56.17%,-66.91%,4.77%,-66.43%,-120.28%,404.36%,-9.04%,9.48%,37.97%,38.35%,-2.13%,-7.16%,-46.03%,3.41%
"UPST","NASD","Upstart Holdings Inc","Financial","Credit Services",2527.22,25.97,1.52%,4044988,4216.82,0.96,2.73%,-14.29%,-17.45%,-6.95%,-40.61%,-59.98%,3.35%,-59.08%,185.50%,41.75%,28.54%,0.67%,60.82%,31.17%,-4.26%,-8.79%,-21.82%,-2.00%
"VELO","NASD","Velo3D Inc","Technology","Computer Hardware",370.36,11.52,2.40%,811889,1870.19,0.43,17.31%,-13.35%,-44.24%,-12.79%,-16.16%,270.42%,6.15%,75.64%,60.11%,52.25%,55.56%,20.75%,37.84%,35.78%,2.05%,-2.67%,-18.49%,2.13%
"WOLF","NYSE","Wolfspeed Inc","Technology","Semiconductors",1481.53,27.99,1.01%,2707014,3948.68,0.69,16.53%,8.66%,-42.77%,68.61%,60.77%,-89.56%,6.57%,36.88%,34.73%,-24.06%,,47.67%,106.31%,70.68%,6.73%,2.05%,-4.09%,2.34%
"WYFI","NASD","Whitefiber Inc","Technology","Information Technology Services",785.89,20.23,1.86%,1129782,2647.58,0.43,20.27%,-2.36%,-54.80%,40.39%,28.04%,-27.80%,6.07%,-26.65%,-72.22%,59.49%,,5.18%,26.12%,55.65%,7.69%,-11.35%,-6.10%,3.43%
"XNDU","NASD","Xanadu Quantum Technologies Ltd","Technology","Software - Infrastructure",1759.39,5.78,-21.57%,34874399,1523.26,22.89,-25.90%,-47.21%,-52.74%,-27.84%,-46.33%,-42.46%,5.84%,47.98%,-444.47%,,23.82%,10.56%,6.66%,30.77%,-35.75%,-42.29%,-52.78%,-1.87%
