"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float"
"ASAN","NYSE","Asana Inc","Technology","Software - Application",1772.62,7.69,0.65%,5729410,6412.27,0.89,4.91%,4.34%,31.45%,-32.66%,-43.91%,-46.63%,6.63%,38.07%,64.50%,9.52%,28.76%,24.63%,44.88%,39.31%
"CRML","NASD","Critical Metals Corp","Basic Materials","Other Industrial Metals & Mining",940.09,6.40,-4.62%,5732455,11350.01,0.51,-19.50%,-33.05%,-30.96%,-64.30%,-7.78%,46.79%,7.49%,-140.74%,-493.10%,,,3.26%,15.64%,31.52%
"CSIQ","NASD","Canadian Solar Inc","Technology","Solar",1015.06,14.95,1.42%,2581996,2991.99,0.86,-0.47%,-10.43%,15.18%,-28.30%,-37.11%,20.86%,7.64%,65.79%,6.72%,-9.92%,,17.95%,50.94%,34.06%
"GEMI","NASD","Gemini Space Station Inc","Financial","Capital Markets",499.82,4.19,-7.91%,1192557,1976.36,0.60,-2.78%,-11.04%,-13.43%,-61.20%,-57.76%,,5.91%,58.56%,26.67%,630.01%,33.12%,-1.95%,8.91%,31.73%
"GRPN","NASD","Groupon Inc","Communication Services","Internet Content & Information",1057.09,27.83,-2.62%,1780232,2059.18,0.86,6.83%,61.24%,79.32%,72.54%,58.04%,-16.90%,10.11%,93.59%,-284.42%,0.01%,,-3.53%,68.10%,59.61%
"METC","NASD","Ramaco Resources Inc","Basic Materials","Coking Coal",719.41,11.66,-3.64%,1339419,1508.07,0.89,-5.43%,-15.75%,-15.75%,-47.64%,-35.22%,-48.54%,6.65%,24.24%,-55.83%,-9.69%,,-5.09%,62.84%,30.58%
"MRLN","NASD","Merlin Inc","Industrials","Aerospace & Defense",346.52,3.59,-1.37%,1391259,2560.23,0.54,-16.51%,-43.55%,-77.69%,-66.70%,-66.51%,-65.25%,8.89%,-173.33%,-1849.10%,,-22.46%,29.29%,5.82%,64.59%
"NTST","NYSE","Netstreit Corp","Real Estate","REIT - Retail",2174.10,22.26,0.54%,1501687,1902.22,0.79,3.53%,11.19%,9.06%,23.05%,26.19%,26.41%,2.33%,292.04%,176.81%,24.22%,69.88%,30.25%,140.58%,34.59%
"PLAY","NASD","Dave & Buster's Entertainment Inc","Communication Services","Entertainment",354.50,10.19,-3.32%,878757,1853.72,0.47,-2.49%,-11.77%,-28.44%,-44.53%,-37.14%,-65.48%,7.35%,39.91%,-73.55%,-1.50%,15.32%,-9.02%,109.96%,34.18%
"RUM","NASD","RUM Group Inc","Communication Services","Internet Content & Information",2510.66,5.76,0.70%,2030216,3566.87,0.57,-6.04%,-22.06%,-9.86%,-8.28%,-8.86%,-39.87%,6.36%,12.50%,-935.71%,7.39%,,2.40%,15.33%,38.09%
"SEI","NYSE","Solaris Energy Infrastructure Inc","Energy","Oil & Gas Equipment & Services",4433.11,60.28,-1.81%,3212199,2587.81,1.24,-15.77%,-20.84%,-10.22%,15.88%,31.13%,107.79%,7.91%,92.71%,106.00%,55.34%,96.18%,-4.16%,109.28%,30.41%
"SERV","NASD","Serve Robotics Inc","Industrials","Specialty Industrial Machinery",393.83,5.09,-3.42%,2863411,4679.35,0.61,-14.02%,-22.41%,-46.14%,-66.04%,-50.96%,-57.86%,5.55%,-63.91%,-177.29%,577.47%,-6.20%,6.11%,41.57%,31.03%
"UPST","NASD","Upstart Holdings Inc","Financial","Credit Services",2824.45,29.51,-4.44%,4171869,4568.53,0.91,-9.87%,-8.47%,-10.82%,-36.47%,-32.52%,-61.96%,5.27%,-45.74%,-163.85%,44.45%,24.47%,-9.03%,60.36%,31.54%
"VELO","NASD","Velo3D Inc","Technology","Computer Hardware",315.59,10.59,2.37%,1945420,3861.74,0.50,-20.02%,-57.71%,-7.91%,-41.33%,-22.93%,38.46%,13.40%,78.68%,85.25%,48.24%,58.48%,6.69%,25.25%,36.15%
"WOLF","NYSE","Wolfspeed Inc","Technology","Semiconductors",1553.45,29.89,-4.14%,4725513,7631.63,0.62,-15.30%,-33.58%,12.62%,53.36%,71.68%,-82.04%,10.30%,-272.59%,-64.54%,-18.99%,,14.09%,86.98%,71.75%
"WYFI","NASD","Whitefiber Inc","Technology","Information Technology Services",971.15,25.15,-2.52%,2453952,2251.69,1.09,-34.68%,-29.45%,57.09%,20.57%,59.18%,,16.08%,-4.08%,-933.33%,46.00%,,-2.43%,21.24%,42.45%
