"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float"
"ASAN","NYSE","Asana Inc","Technology","Software - Application",1585.91,6.88,-6.90%,5778419,6234.75,0.93,-8.75%,1.93%,8.18%,-36.00%,-49.82%,-54.22%,6.86%,38.07%,64.50%,9.52%,28.76%,24.63%,44.94%,39.31%
"CRML","NASD","Critical Metals Corp","Basic Materials","Other Industrial Metals & Mining",957.71,6.52,2.68%,7621114,9654.09,0.79,-12.72%,-37.61%,-36.94%,-62.03%,-6.05%,61.39%,8.01%,-140.74%,-493.10%,,,3.26%,15.64%,31.52%
"CSIQ","NASD","Canadian Solar Inc","Technology","Solar",1045.61,15.40,0.20%,1892430,2985.69,0.63,-2.78%,-3.87%,24.39%,-24.91%,-35.21%,14.41%,7.56%,65.79%,6.72%,-9.92%,,17.95%,50.94%,34.06%
"GEMI","NASD","Gemini Space Station Inc","Financial","Capital Markets",543.96,4.56,-4.40%,667369,1945.28,0.34,-2.36%,-0.22%,1.33%,-56.32%,-54.03%,,7.37%,58.56%,26.67%,630.01%,33.12%,-1.95%,8.91%,31.73%
"GRPN","NASD","Groupon Inc","Communication Services","Internet Content & Information",1060.51,27.92,7.18%,1421768,1906.33,0.75,7.47%,65.21%,67.59%,72.03%,58.55%,-18.36%,7.53%,93.59%,-284.42%,0.01%,,-3.53%,68.10%,59.61%
"METC","NASD","Ramaco Resources Inc","Basic Materials","Coking Coal",760.98,12.44,4.80%,853067,1488.68,0.57,-2.81%,-7.23%,-16.68%,-44.24%,-30.89%,-41.68%,6.70%,23.57%,-55.83%,-9.69%,,-5.09%,62.84%,30.58%
"MRLN","NASD","Merlin Inc","Industrials","Aerospace & Defense",321.91,3.34,-12.92%,2597597,2555.42,1.02,-14.05%,-47.06%,-72.53%,-69.09%,-68.89%,-68.15%,9.53%,-212.73%,-1849.10%,,-26.37%,29.29%,5.82%,64.59%
"NTST","NYSE","Netstreit Corp","Real Estate","REIT - Retail",2108.66,21.59,-1.51%,1938936,1876.90,1.03,1.60%,11.17%,3.25%,15.95%,22.39%,20.28%,2.76%,292.04%,176.81%,24.22%,69.88%,30.25%,140.62%,34.59%
"PLAY","NASD","Dave & Buster's Entertainment Inc","Communication Services","Entertainment",355.19,10.21,-4.22%,1670848,1825.91,0.92,-0.78%,-6.33%,-20.23%,-50.56%,-37.01%,-67.33%,7.38%,39.91%,-73.55%,-1.50%,15.32%,-9.02%,109.95%,34.18%
"RUM","NASD","RUM Group Inc","Communication Services","Internet Content & Information",2680.65,6.15,-0.32%,1840134,3449.44,0.53,0.99%,-9.56%,-4.50%,6.96%,-2.69%,-35.80%,6.46%,12.50%,-935.71%,7.39%,,2.40%,15.33%,38.09%
"SERV","NASD","Serve Robotics Inc","Industrials","Specialty Industrial Machinery",410.85,5.31,-1.30%,1989098,4595.59,0.43,-7.65%,-21.91%,-45.48%,-60.25%,-48.84%,-51.60%,5.65%,-63.91%,-177.29%,577.47%,-6.20%,6.11%,41.68%,31.03%
"UPST","NASD","Upstart Holdings Inc","Financial","Credit Services",2741.18,28.64,-2.15%,2527372,4469.99,0.57,-9.34%,-8.56%,-13.73%,-35.80%,-34.51%,-64.20%,4.84%,-45.74%,-163.85%,44.45%,24.47%,-9.03%,60.37%,31.54%
"VELO","NASD","Velo3D Inc","Technology","Computer Hardware",313.21,10.51,-7.24%,1468478,3687.08,0.40,-6.24%,-56.77%,-31.31%,-45.23%,-23.51%,46.28%,14.39%,78.68%,85.25%,48.24%,58.48%,6.69%,25.26%,36.15%
"WOLF","NYSE","Wolfspeed Inc","Technology","Semiconductors",1521.22,29.27,-7.75%,2245402,7541.39,0.30,-16.61%,-44.74%,18.50%,42.78%,68.12%,-82.79%,9.62%,-272.59%,-64.54%,-18.99%,,14.09%,87.10%,71.72%
"WYFI","NASD","Whitefiber Inc","Technology","Information Technology Services",1075.79,27.86,1.13%,1821176,2337.95,0.78,-4.52%,-37.77%,74.45%,45.33%,76.33%,,11.97%,-5.74%,-933.33%,46.00%,,-2.43%,21.24%,42.45%
