"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float"
"ASAN","NYSE","Asana Inc","Technology","Software - Application",1751.87,7.60,-1.17%,3565252,6412.50,0.56,-1.17%,7.04%,30.14%,-33.97%,-44.57%,-49.37%,6.63%,38.07%,64.50%,9.52%,28.76%,24.63%,44.90%,39.31%
"CRML","NASD","Critical Metals Corp","Basic Materials","Other Industrial Metals & Mining",912.18,6.21,-2.97%,5878986,10254.55,0.57,-16.64%,-38.33%,-50.56%,-64.00%,-10.52%,38.62%,7.49%,-140.74%,-493.10%,,,3.26%,15.64%,31.52%
"CSIQ","NASD","Canadian Solar Inc","Technology","Solar",1032.03,15.20,1.67%,1830335,2981.68,0.61,3.19%,-5.00%,15.15%,-29.66%,-36.05%,24.08%,7.64%,65.79%,6.72%,-9.92%,,17.95%,50.94%,34.06%
"GEMI","NASD","Gemini Space Station Inc","Financial","Capital Markets",536.80,4.50,7.40%,1029331,1959.65,0.53,5.88%,-5.86%,-6.44%,-56.98%,-54.64%,,5.91%,58.56%,26.67%,630.01%,33.12%,-1.95%,8.91%,31.73%
"GRPN","NASD","Groupon Inc","Communication Services","Internet Content & Information",1061.65,27.95,0.43%,1345645,2022.61,0.67,18.73%,68.78%,96.69%,67.47%,58.72%,-13.81%,10.11%,93.59%,-284.42%,0.01%,,-3.53%,68.10%,59.61%
"METC","NASD","Ramaco Resources Inc","Basic Materials","Coking Coal",705.84,11.44,-1.89%,1399160,1508.16,0.93,-9.42%,-21.27%,-16.07%,-46.86%,-36.44%,-48.97%,6.65%,24.24%,-55.83%,-9.69%,,-5.09%,62.84%,30.58%
"MRLN","NASD","Merlin Inc","Industrials","Aerospace & Defense",345.55,3.58,-0.28%,1097123,2550.12,0.43,-16.55%,-45.26%,-73.64%,-66.64%,-66.60%,-65.34%,8.89%,-173.33%,-1849.10%,,-22.46%,29.29%,5.82%,64.59%
"NTST","NYSE","Netstreit Corp","Real Estate","REIT - Retail",2127.22,21.78,-2.16%,1439188,1885.01,0.76,0.51%,11.98%,4.51%,19.60%,23.47%,23.89%,2.33%,292.04%,176.81%,24.22%,69.88%,30.25%,140.58%,34.59%
"PLAY","NASD","Dave & Buster's Entertainment Inc","Communication Services","Entertainment",351.72,10.11,-0.79%,1715445,1821.00,0.94,0.60%,-9.65%,-29.20%,-47.67%,-37.63%,-66.24%,7.35%,39.91%,-73.55%,-1.50%,15.32%,-9.02%,109.95%,34.18%
"RUM","NASD","RUM Group Inc","Communication Services","Internet Content & Information",2541.17,5.83,1.22%,1727742,3532.00,0.49,-1.69%,-20.03%,-7.75%,-3.48%,-7.75%,-40.08%,6.36%,12.50%,-935.71%,7.39%,,2.40%,15.33%,38.09%
"SERV","NASD","Serve Robotics Inc","Industrials","Specialty Industrial Machinery",401.57,5.19,1.96%,2326539,4661.86,0.50,-10.36%,-22.42%,-45.77%,-64.40%,-50.00%,-55.64%,5.55%,-63.91%,-177.29%,577.47%,-6.20%,6.11%,41.57%,31.03%
"UPST","NASD","Upstart Holdings Inc","Financial","Credit Services",2758.41,28.82,-2.34%,2747371,4529.93,0.61,-8.39%,-5.38%,-16.63%,-39.85%,-34.10%,-63.22%,5.27%,-45.74%,-163.85%,44.45%,24.47%,-9.03%,60.37%,31.54%
"WOLF","NYSE","Wolfspeed Inc","Technology","Semiconductors",1526.94,29.38,-1.71%,2423409,7675.44,0.32,-12.69%,-39.66%,14.95%,47.49%,68.75%,-83.96%,10.30%,-272.59%,-64.54%,-18.99%,,14.09%,86.98%,71.72%
"WYFI","NASD","Whitefiber Inc","Technology","Information Technology Services",1047.61,27.13,7.87%,2193194,2278.12,0.96,-25.24%,-19.06%,65.33%,47.13%,71.71%,,16.08%,-4.08%,-933.33%,46.00%,,-2.43%,21.24%,42.45%
