"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"CRK","NYSE","Comstock Resources Inc","Energy","Oil & Gas E&P",4389.62,14.95,-3.80%,2605947,2569.91,1.01,2.26%,15.35%,8.10%,-29.01%,-35.50%,-5.44%,4.49%,-29.87%,-92.98%,-25.21%,28.57%,1.98%,30.71%,31.27%,4.80%,8.21%,-17.47%,-3.24%
"CSIQ","NASD","Canadian Solar Inc","Technology","Solar",918.64,13.53,1.27%,1574089,2268.69,0.69,-3.22%,-12.14%,-30.51%,-18.69%,-43.08%,36.67%,7.29%,12.06%,-1156.77%,-28.70%,,17.41%,61.83%,33.25%,-6.57%,-8.48%,-24.73%,1.65%
"GRPN","NASD","Groupon Inc","Communication Services","Internet Content & Information",766.95,18.86,0.16%,995955,1507.09,0.66,-3.13%,-30.89%,1.78%,52.22%,7.10%,-22.96%,4.28%,93.91%,-109.93%,-0.82%,,-2.71%,92.37%,38.53%,-7.59%,-21.07%,8.86%,-1.10%
"METC","NASD","Ramaco Resources Inc","Basic Materials","Coking Coal",713.83,12.35,-14.30%,3333361,1878.77,1.77,-11.21%,33.66%,-27.61%,-16.55%,-31.39%,-48.90%,7.71%,3.84%,8.51%,-5.33%,,-7.35%,61.13%,33.16%,1.42%,5.12%,-18.63%,-13.33%
"MRLN","NASD","Merlin Inc","Industrials","Aerospace & Defense",339.60,3.36,17.89%,2097181,2391.75,0.88,-4.55%,-19.04%,-53.20%,-67.91%,-68.66%,-67.53%,8.62%,-338.64%,-2114.86%,,-25.22%,30.28%,17.32%,86.81%,-5.86%,-14.88%,-59.55%,15.86%
"NNE","NASD","Nano Nuclear Energy Inc","Industrials","Specialty Industrial Machinery",947.77,17.65,0.34%,1276643,2403.24,0.53,-8.26%,-1.29%,-32.53%,-30.97%,-26.49%,-44.84%,5.18%,23.92%,0.92%,,-12.59%,0.66%,43.76%,33.23%,-5.69%,-3.61%,-29.56%,-0.34%
"NUAI","NASD","New Era Energy & Digital Inc","Technology","Software - Infrastructure",561.56,5.27,2.53%,4337808,7569.64,0.57,2.73%,1.74%,-12.46%,11.89%,79.86%,1286.48%,8.58%,49.04%,2.39%,-82.55%,21.14%,111.61%,58.17%,31.69%,2.81%,5.22%,10.23%,3.74%
"POET","NASD","POET Technologies Inc","Technology","Semiconductors",1268.51,7.33,0.55%,6126615,16670.45,0.37,-10.50%,-9.39%,-52.63%,10.39%,15.80%,43.16%,4.82%,-86.62%,67.23%,112.29%,,11.36%,48.32%,30.19%,-11.17%,-10.85%,-9.66%,0.83%
"SERV","NASD","Serve Robotics Inc","Industrials","Integrated Freight & Logistics",418.80,4.83,-0.82%,2171333,4581.41,0.47,-1.02%,-14.66%,-42.60%,-50.10%,-53.47%,-50.36%,4.91%,-66.43%,-120.28%,404.36%,-9.04%,8.39%,37.98%,34.34%,-0.53%,-8.77%,-44.72%,-1.63%
"VELO","NASD","Velo3D Inc","Technology","Computer Hardware",372.28,11.58,-0.34%,782791,2897.36,0.27,-10.30%,-9.03%,-38.50%,-3.50%,-15.72%,201.56%,4.79%,75.64%,60.11%,52.25%,55.56%,20.65%,37.83%,37.11%,-13.24%,-10.43%,-15.98%,-1.78%
"WOLF","NYSE","Wolfspeed Inc","Technology","Semiconductors",1422.40,26.84,0.71%,1730643,4943.59,0.35,-0.41%,6.55%,-59.98%,41.71%,54.16%,-82.76%,5.99%,36.88%,34.73%,-24.06%,,47.19%,96.44%,68.44%,-6.14%,-13.28%,-6.75%,0.52%
"WYFI","NASD","Whitefiber Inc","Technology","Information Technology Services",729.57,18.78,8.49%,2478556,2721.71,0.91,-3.10%,-27.94%,-31.61%,17.82%,18.86%,12.39%,7.60%,-26.78%,-72.22%,59.49%,,5.25%,26.12%,63.77%,-16.59%,-30.50%,-12.78%,6.58%
"XNDU","NASD","Xanadu Quantum Technologies Ltd","Technology","Software - Infrastructure",3050.02,10.02,0.80%,1099120,1953.13,0.56,-3.47%,-12.49%,-30.71%,-2.72%,-6.96%,-0.10%,6.04%,47.98%,-444.47%,,23.82%,1.69%,6.66%,31.27%,-4.95%,-7.31%,-19.42%,0.00%
