"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"ASAN","NYSE","Asana Inc","Technology","Software - Application",2189.84,9.50,-0.73%,3576934,5838.23,0.61,-3.75%,38.08%,43.07%,27.52%,-30.71%,-30.56%,7.34%,38.07%,64.50%,9.52%,28.76%,16.73%,46.54%,31.65%,8.43%,21.33%,5.61%,0.42%
"CRK","NYSE","Comstock Resources Inc","Energy","Oil & Gas E&P",4057.83,13.82,2.07%,1791837,2481.69,0.72,1.77%,-1.43%,-3.63%,-30.38%,-40.38%,-10.32%,3.98%,-27.52%,-92.98%,-25.21%,32.24%,-1.64%,30.74%,31.71%,2.89%,2.09%,-25.41%,1.62%
"CSIQ","NASD","Canadian Solar Inc","Technology","Solar",1000.12,14.73,-6.65%,2434667,2402.71,1.01,-3.79%,-4.35%,-11.56%,-25.76%,-38.03%,15.53%,5.30%,66.62%,6.72%,-9.92%,,30.30%,61.83%,32.74%,-2.04%,-3.41%,-21.17%,-6.12%
"GEMI","NASD","Gemini Space Station Inc","Financial","Capital Markets",536.76,4.14,5.34%,5699854,1643.09,3.47,-3.72%,-9.21%,-17.53%,-31.00%,-58.27%,,10.24%,58.29%,21.93%,-47.66%,36.12%,1.19%,13.26%,36.97%,1.89%,-3.47%,-41.83%,0.24%
"GRPN","NASD","Groupon Inc","Communication Services","Internet Content & Information",797.04,19.60,-3.69%,1847504,1663.75,1.11,-10.83%,-29.80%,13.16%,51.23%,11.30%,-28.73%,5.62%,93.91%,-109.93%,-0.82%,,-5.77%,67.24%,63.98%,-19.62%,-16.38%,13.16%,-2.00%
"METC","NASD","Ramaco Resources Inc","Basic Materials","Coking Coal",649.79,11.15,-7.55%,1661608,1759.71,0.94,5.89%,-10.37%,-15.53%,-33.31%,-38.06%,-46.42%,8.75%,5.27%,8.51%,-5.33%,,-18.93%,61.11%,32.79%,7.43%,-6.38%,-29.15%,-6.69%
"MRLN","NASD","Merlin Inc","Industrials","Aerospace & Defense",340.60,3.37,1.66%,855907,2532.37,0.34,-23.76%,1.05%,-49.25%,-68.00%,-68.56%,-67.53%,10.40%,-338.64%,-2114.86%,,-25.22%,22.51%,17.30%,83.56%,-12.76%,-26.91%,-61.18%,2.12%
"NNE","NASD","Nano Nuclear Energy Inc","Industrials","Specialty Industrial Machinery",978.92,18.23,-4.80%,1533603,2610.61,0.59,-11.16%,5.25%,-25.01%,-28.96%,-24.07%,-37.24%,6.76%,21.70%,0.92%,,-17.59%,-8.55%,43.82%,34.67%,1.74%,-6.67%,-30.07%,-2.57%
"SERV","NASD","Serve Robotics Inc","Industrials","Integrated Freight & Logistics",410.99,4.74,-0.84%,3811188,4850.56,0.79,-4.05%,-10.73%,-43.44%,-51.78%,-54.34%,-48.81%,7.36%,-66.43%,-120.28%,404.36%,-9.04%,9.43%,41.05%,32.03%,-4.79%,-16.67%,-47.53%,0.00%
"UPST","NASD","Upstart Holdings Inc","Financial","Credit Services",2808.46,28.86,-5.69%,7800651,4424.28,1.76,-6.81%,0.77%,0.07%,-5.84%,-34.00%,-54.82%,5.48%,-58.29%,185.50%,41.75%,21.18%,-6.48%,60.82%,30.28%,-0.99%,-6.34%,-16.71%,-5.13%
"VELO","NASD","Velo3D Inc","Technology","Computer Hardware",423.40,13.17,-5.18%,1485438,3248.37,0.46,-14.37%,25.31%,-28.85%,28.36%,-4.15%,316.77%,8.91%,75.64%,60.11%,52.25%,55.56%,15.94%,37.82%,33.01%,3.95%,-14.43%,-1.85%,-3.16%
"WOLF","NYSE","Wolfspeed Inc","Technology","Semiconductors",1369.47,26.35,-9.42%,9728935,5889.10,1.65,-16.38%,-9.98%,-55.05%,38.25%,51.35%,-84.39%,9.13%,36.88%,34.73%,-24.06%,,19.61%,105.52%,69.55%,-4.11%,-25.35%,-7.33%,-0.57%
"WYFI","NASD","Whitefiber Inc","Technology","Information Technology Services",822.02,21.16,-1.03%,3384676,2529.04,1.34,-25.02%,-24.05%,-12.53%,18.61%,33.92%,26.56%,12.12%,-21.49%,-72.22%,59.49%,,-2.61%,26.14%,68.21%,-15.85%,-29.35%,-3.40%,-1.12%
"XNDU","NASD","Xanadu Quantum Technologies Ltd","Technology","Software - Infrastructure",3077.42,10.11,-2.51%,798715,2642.26,0.30,-6.22%,-8.51%,-28.45%,-3.35%,-6.13%,0.65%,5.69%,47.98%,-444.47%,,23.84%,80.80%,7.07%,100.27%,-5.42%,-10.30%,-19.38%,-2.69%
