"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"ASAN","NYSE","Asana Inc","Technology","Software - Application",2000.83,8.68,-2.25%,3725795,6100.59,0.61,9.18%,22.60%,27.09%,-4.62%,-36.69%,-40.79%,6.16%,38.07%,64.50%,9.52%,28.76%,24.29%,45.23%,39.51%,11.13%,15.28%,-6.14%,0.93%
"ASST","NASD","Strive Inc","Financial","Asset Management",1036.25,12.31,-1.12%,2059214,4146.57,0.50,3.10%,-0.65%,-24.39%,3.90%,-16.60%,-82.41%,7.06%,59.66%,-79.68%,1516.41%,,62.43%,43.48%,30.06%,1.92%,-8.23%,-19.85%,1.48%
"CRK","NYSE","Comstock Resources Inc","Energy","Oil & Gas E&P",3878.73,13.21,1.93%,1420797,2795.94,0.51,4.02%,-5.10%,-11.87%,-38.67%,-43.01%,-18.76%,4.80%,-22.65%,-92.98%,-25.21%,33.52%,-1.42%,29.32%,30.63%,0.49%,-1.60%,-29.48%,-0.53%
"CSIQ","NASD","Canadian Solar Inc","Technology","Solar",1050.36,15.47,0.45%,1211611,2818.79,0.43,4.81%,4.88%,-8.35%,-25.19%,-34.92%,32.00%,6.16%,66.62%,6.72%,-9.92%,,25.48%,58.10%,34.53%,3.73%,-2.75%,-17.34%,1.51%
"GEMI","NASD","Gemini Space Station Inc","Financial","Capital Markets",474.78,3.98,-1.24%,901418,1898.77,0.47,-3.16%,-5.69%,-20.72%,-45.78%,-59.88%,,7.07%,58.91%,26.67%,630.01%,33.01%,-0.03%,11.13%,36.18%,-7.38%,-10.60%,-49.57%,-0.75%
"GRND","NYSE","Grindr Inc","Technology","Software - Application",3048.00,17.15,-3.54%,1972889,1824.93,1.08,1.18%,7.05%,27.13%,66.50%,26.66%,-7.99%,3.91%,40.76%,69.80%,38.33%,27.35%,-3.43%,19.93%,36.60%,6.24%,19.26%,30.10%,-1.21%
"GRPN","NASD","Groupon Inc","Communication Services","Internet Content & Information",955.29,25.15,-7.84%,2282814,1806.35,1.26,-9.82%,-1.49%,58.68%,84.65%,42.82%,-18.00%,5.65%,93.59%,-284.42%,0.01%,,-4.63%,68.15%,66.68%,-6.27%,10.14%,45.56%,-5.49%
"METC","NASD","Ramaco Resources Inc","Basic Materials","Coking Coal",591.71,9.59,3.79%,3386259,1702.59,1.99,-1.94%,-21.59%,-38.72%,-51.44%,-46.72%,-53.27%,10.38%,14.59%,8.51%,-5.33%,,-11.24%,61.54%,30.13%,-11.89%,-25.73%,-43.38%,5.04%
"MRLN","NASD","Merlin Inc","Industrials","Aerospace & Defense",410.22,4.25,2.41%,1299401,2543.26,0.51,14.25%,-0.93%,-54.40%,-59.72%,-60.35%,-58.92%,10.49%,-212.73%,-1849.10%,,-26.37%,30.00%,5.96%,71.35%,11.49%,-21.01%,-53.07%,2.41%
"NNE","NASD","Nano Nuclear Energy Inc","Industrials","Specialty Industrial Machinery",945.62,17.61,-1.51%,1715463,2766.96,0.62,5.58%,-7.12%,-39.42%,-36.68%,-26.66%,-54.01%,8.62%,15.67%,69.08%,,-20.67%,-8.73%,44.18%,31.45%,3.53%,-16.65%,-35.57%,-1.98%
"PLAY","NASD","Dave & Buster's Entertainment Inc","Communication Services","Entertainment",351.02,10.09,-3.44%,1911666,1733.58,1.10,-6.92%,-0.49%,-6.23%,-48.99%,-37.75%,-59.90%,6.37%,38.93%,-73.55%,-1.50%,15.32%,-8.81%,110.90%,33.54%,-2.57%,-9.73%,-28.46%,-3.72%
"POET","NASD","POET Technologies Inc","Technology","Semiconductors",1472.19,8.53,5.44%,18739096,31625.53,0.59,17.17%,0.24%,-12.24%,52.05%,34.76%,57.38%,8.84%,-90.36%,-203.33%,201.86%,,21.59%,70.43%,30.11%,11.16%,-14.23%,7.73%,7.63%
"RUM","NASD","RUM Group Inc","Communication Services","Internet Content & Information",2702.45,6.20,0.16%,1233321,3276.72,0.38,5.08%,-1.27%,-22.98%,8.39%,-1.90%,-24.48%,6.20%,12.50%,-935.71%,7.39%,,1.38%,15.40%,36.56%,3.38%,-8.94%,-3.56%,1.81%
"SAIL","NASD","Sailpoint Inc","Technology","Software - Infrastructure",10027.79,17.68,-0.90%,2203926,4523.00,0.49,9.34%,17.01%,52.15%,18.42%,-12.61%,-12.65%,5.00%,33.44%,65.12%,21.55%,24.67%,0.63%,15.48%,33.95%,12.72%,13.95%,9.03%,0.80%
"SERV","NASD","Serve Robotics Inc","Industrials","Integrated Freight & Logistics",439.48,5.68,0.35%,4600817,4683.22,0.98,18.09%,-3.57%,-40.71%,-44.09%,-45.28%,-45.59%,8.44%,-63.91%,-177.29%,577.47%,-6.20%,5.96%,41.70%,33.89%,7.69%,-11.50%,-40.07%,3.09%
"UPST","NASD","Upstart Holdings Inc","Financial","Credit Services",2891.17,29.71,-1.62%,4972324,4616.19,1.08,9.87%,-6.60%,3.52%,-21.65%,-32.06%,-55.75%,7.31%,-57.25%,185.50%,41.75%,21.22%,-8.05%,61.80%,31.95%,1.54%,-4.67%,-16.69%,1.51%
"VELO","NASD","Velo3D Inc","Technology","Computer Hardware",393.97,13.22,3.85%,1553989,3530.47,0.44,36.22%,-3.85%,-2.65%,6.87%,-3.78%,111.52%,11.60%,78.98%,85.25%,48.24%,53.34%,7.64%,25.80%,40.18%,19.74%,-20.74%,1.82%,6.79%
"WOLF","NYSE","Wolfspeed Inc","Technology","Semiconductors",1433.91,27.59,9.53%,4683189,7235.98,0.65,15.97%,-23.06%,-35.96%,60.41%,58.47%,-83.77%,9.87%,-272.59%,-64.54%,-18.99%,,15.74%,84.86%,70.70%,-0.79%,-32.55%,-2.72%,8.62%
"WYFI","NASD","Whitefiber Inc","Technology","Information Technology Services",954.16,24.71,-5.18%,993035,2484.32,0.40,-5.87%,-32.74%,15.31%,53.19%,56.39%,,14.65%,-5.74%,-933.33%,46.00%,,-3.15%,21.35%,61.77%,-8.45%,-18.68%,11.17%,-1.00%
