"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"AESI","NYSE","Atlas Energy Solutions Inc","Energy","Oil & Gas Equipment & Services",1658.80,13.27,-2.07%,2405836,3198.12,0.75,0.99%,2.16%,-19.48%,-1.56%,40.87%,22.19%,5.10%,-128.48%,-347.44%,1.56%,,23.63%,85.00%,30.58%,0.36%,4.32%,-0.17%,-1.99%
"CRK","NYSE","Comstock Resources Inc","Energy","Oil & Gas E&P",3822.94,13.02,1.40%,2845258,2557.19,1.11,-8.95%,-5.79%,-3.20%,-39.97%,-43.83%,-22.96%,5.12%,-34.11%,-92.98%,-25.21%,26.90%,1.97%,30.71%,32.18%,-9.77%,-5.80%,-25.65%,2.28%
"CSIQ","NASD","Canadian Solar Inc","Technology","Solar",799.14,11.77,3.25%,1453538,2147.59,0.68,-9.11%,-20.10%,-26.53%,-17.46%,-50.48%,0.60%,6.85%,15.48%,-1156.77%,-28.70%,,16.71%,61.84%,37.20%,-9.20%,-17.19%,-31.77%,0.99%
"GRPN","NASD","Groupon Inc","Communication Services","Internet Content & Information",896.67,22.05,15.57%,2513060,1472.30,1.71,15.38%,12.50%,30.47%,92.91%,25.21%,-2.09%,4.16%,93.91%,-109.93%,-0.82%,,-2.74%,92.37%,35.91%,15.18%,-2.35%,26.28%,12.21%
"METC","NASD","Ramaco Resources Inc","Basic Materials","Coking Coal",547.70,9.37,1.63%,1895533,2010.86,0.94,-8.94%,-15.96%,-30.13%,-30.33%,-47.94%,-69.20%,6.69%,3.84%,8.51%,-5.33%,,-6.96%,60.55%,32.69%,-21.77%,-17.54%,-36.89%,0.43%
"NNE","NASD","Nano Nuclear Energy Inc","Industrials","Specialty Industrial Machinery",918.24,17.10,8.71%,3185531,2102.94,1.51,7.61%,-6.20%,-33.31%,-18.96%,-28.78%,-63.07%,6.51%,24.46%,0.92%,,-11.76%,0.62%,43.76%,33.36%,-2.38%,-3.03%,-29.55%,3.32%
"NUAI","NASD","New Era Energy & Digital Inc","Technology","Software - Infrastructure",815.18,7.65,30.55%,25452350,7255.81,3.51,36.61%,37.34%,14.52%,54.39%,161.09%,1305.22%,7.77%,49.04%,2.39%,-82.55%,21.14%,130.63%,58.16%,31.34%,38.12%,47.19%,56.97%,11.43%
"SAIL","NASD","Sailpoint Inc","Technology","Software - Infrastructure",11600.93,20.32,2.47%,4977458,4028.09,1.24,2.21%,9.78%,60.89%,65.88%,0.44%,-10.64%,7.04%,33.97%,-366.32%,16.82%,28.06%,2.46%,17.61%,30.02%,6.49%,14.01%,26.67%,1.75%
"SERV","NASD","Serve Robotics Inc","Industrials","Integrated Freight & Logistics",384.98,4.44,0.68%,3276557,3908.07,0.84,0.23%,-6.33%,-34.71%,-49.89%,-57.23%,-68.24%,3.97%,-66.43%,-120.28%,404.36%,-9.04%,9.48%,37.97%,38.35%,-4.62%,-9.86%,-47.56%,-3.48%
"UPST","NASD","Upstart Holdings Inc","Financial","Credit Services",2489.27,25.58,2.32%,4477483,4209.85,1.06,-1.99%,-11.37%,-18.33%,-1.54%,-41.50%,-62.32%,3.92%,-58.79%,185.50%,41.75%,21.70%,0.67%,60.82%,31.17%,-6.37%,-10.51%,-23.21%,0.20%
"VELO","NASD","Velo3D Inc","Technology","Computer Hardware",361.68,11.25,6.33%,1274046,1879.62,0.68,12.61%,-14.58%,-53.72%,-3.97%,-18.12%,251.56%,5.65%,75.64%,60.11%,52.25%,55.56%,20.75%,37.84%,35.78%,-0.76%,-5.03%,-20.24%,3.50%
"WOLF","NYSE","Wolfspeed Inc","Technology","Semiconductors",1466.70,27.71,8.28%,2666544,3968.73,0.67,15.65%,5.16%,-47.69%,69.79%,59.16%,-89.62%,6.31%,36.88%,34.73%,-24.06%,,47.67%,106.31%,70.68%,6.32%,0.61%,-4.95%,2.63%
"WYFI","NASD","Whitefiber Inc","Technology","Information Technology Services",771.52,19.86,4.69%,1302736,2668.85,0.49,12.91%,-6.14%,-55.64%,43.39%,25.70%,-24.49%,5.67%,-26.65%,-72.22%,59.49%,,5.18%,26.12%,55.65%,5.56%,-14.18%,-7.80%,1.33%
"XNDU","NASD","Xanadu Quantum Technologies Ltd","Technology","Software - Infrastructure",2243.38,7.37,-0.67%,2189178,1512.09,1.45,-8.10%,-27.10%,-41.23%,-11.52%,-31.57%,-26.63%,6.21%,47.98%,-444.47%,,23.82%,10.56%,6.66%,30.77%,-20.15%,-27.11%,-39.93%,-2.64%
