"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average"
"ASAN","NYSE","Asana Inc","Technology","Software - Application",1917.84,8.32,4.65%,5703306,6423.23,0.89,21.28%,13.82%,31.65%,-20.08%,-39.31%,-43.32%,8.38%,38.07%,64.50%,9.52%,28.76%,25.13%,45.82%,39.51%,10.55%,13.10%,-11.06%
"ASST","NASD","Strive Inc","Financial","Asset Management",930.37,11.11,-6.95%,3341774,4186.44,0.80,-3.31%,-7.57%,-27.67%,-29.25%,-24.73%,-83.32%,7.99%,59.66%,-79.68%,1516.41%,,66.24%,43.54%,30.24%,-8.71%,-19.90%,-28.25%
"CRK","NYSE","Comstock Resources Inc","Energy","Oil & Gas E&P",3894.41,13.26,4.41%,3088986,2775.96,1.11,-1.92%,-9.67%,-23.88%,-43.21%,-42.80%,-25.80%,5.38%,-22.49%,-92.98%,-25.21%,33.51%,-1.83%,29.23%,30.62%,-0.29%,-1.62%,-29.59%
"CSIQ","NASD","Canadian Solar Inc","Technology","Solar",1023.89,15.08,2.17%,1756959,2869.43,0.61,12.96%,-3.64%,-1.37%,-23.72%,-36.56%,31.24%,7.15%,66.90%,6.72%,-9.92%,,18.98%,58.36%,34.53%,2.33%,-6.36%,-19.40%
"GEMI","NASD","Gemini Space Station Inc","Financial","Capital Markets",465.23,3.90,-5.11%,1911482,1908.20,1.00,-9.09%,-14.85%,-12.16%,-52.81%,-60.69%,,5.39%,58.91%,26.67%,630.01%,33.01%,-1.95%,8.94%,36.18%,-10.14%,-13.96%,-52.65%
"GRND","NYSE","Grindr Inc","Technology","Software - Application",3081.77,17.34,2.30%,1615125,1784.09,0.91,16.77%,10.52%,29.69%,49.74%,28.06%,-0.80%,3.97%,40.76%,69.80%,38.33%,27.35%,-3.11%,20.32%,36.60%,9.88%,23.87%,32.52%
"GRPN","NASD","Groupon Inc","Communication Services","Internet Content & Information",1047.60,27.58,-1.11%,767998,1828.29,0.42,6.86%,7.40%,94.09%,86.86%,56.62%,-10.57%,6.58%,93.59%,-284.42%,0.01%,,-4.75%,68.09%,66.68%,3.18%,24.31%,60.77%
"LVWR","NYSE","LiveWire Group Inc","Consumer Cyclical","Auto Manufacturers",370.62,1.81,-12.14%,3108758,4038.12,0.77,23.97%,63.06%,-0.55%,-18.83%,-59.05%,-51.73%,65.15%,,4.00%,55.20%,,-1.46%,1.95%,31.89%,55.19%,49.23%,-30.20%
"METC","NASD","Ramaco Resources Inc","Basic Materials","Coking Coal",564.59,9.17,-6.24%,3364114,1559.02,2.16,-11.40%,-28.58%,-38.25%,-54.08%,-49.06%,-54.94%,8.75%,23.57%,-55.83%,-9.69%,,-6.94%,62.69%,30.13%,-20.13%,-30.96%,-48.30%
"MRLN","NASD","Merlin Inc","Industrials","Aerospace & Defense",363.90,3.77,1.34%,935911,2591.43,0.36,8.65%,-33.27%,-58.11%,-64.47%,-64.83%,-63.54%,10.19%,-212.73%,-1849.10%,,-26.37%,30.74%,5.93%,71.35%,-2.95%,-32.88%,-59.01%
"NNE","NASD","Nano Nuclear Energy Inc","Industrials","Specialty Industrial Machinery",854.34,15.91,-4.62%,2101001,2768.42,0.76,2.05%,-23.33%,-31.95%,-50.45%,-33.74%,-55.09%,8.78%,15.67%,69.08%,,-20.67%,-10.15%,44.80%,31.35%,-8.10%,-27.04%,-43.16%
"PLAY","NASD","Dave & Buster's Entertainment Inc","Communication Services","Entertainment",377.11,10.84,0.00%,1089754,1729.72,0.63,9.83%,-5.90%,-3.82%,-42.43%,-33.13%,-62.93%,4.80%,39.91%,-73.55%,-1.50%,15.32%,-9.01%,109.95%,33.54%,5.15%,-3.73%,-24.00%
"POET","NASD","POET Technologies Inc","Technology","Semiconductors",1206.41,6.99,-3.98%,11770539,33545.20,0.35,1.45%,-27.94%,-1.83%,17.48%,10.43%,27.09%,8.74%,-90.36%,-203.33%,201.86%,,20.62%,69.52%,30.10%,-10.01%,-33.08%,-11.69%
"RUM","NASD","RUM Group Inc","Communication Services","Internet Content & Information",2545.53,5.84,-1.02%,3406825,3301.21,1.03,2.28%,-7.01%,-22.44%,-2.67%,-7.59%,-30.81%,5.39%,12.50%,-935.71%,7.39%,,2.42%,15.33%,36.56%,-2.91%,-16.09%,-9.56%
"SAIL","NASD","Sailpoint Inc","Technology","Software - Infrastructure",9511.66,16.77,3.71%,2974437,4530.93,0.66,12.17%,9.54%,46.85%,4.49%,-17.10%,-24.93%,5.46%,33.45%,65.12%,21.55%,24.67%,0.69%,15.26%,33.95%,9.76%,9.28%,2.81%
"SERV","NASD","Serve Robotics Inc","Industrials","Specialty Industrial Machinery",369.85,4.78,-0.62%,2218437,4649.04,0.48,-0.62%,-26.80%,-49.31%,-57.70%,-53.95%,-53.09%,8.35%,-63.91%,-177.29%,577.47%,-6.20%,5.71%,41.49%,33.89%,-10.85%,-28.25%,-50.64%
"UPST","NASD","Upstart Holdings Inc","Financial","Credit Services",2626.32,27.44,1.48%,3314127,4482.51,0.74,1.89%,-23.22%,-13.11%,-33.93%,-37.25%,-66.43%,5.23%,-45.74%,-163.85%,44.45%,24.47%,-8.32%,60.56%,31.95%,-8.22%,-11.80%,-23.87%
"VELO","NASD","Velo3D Inc","Technology","Computer Hardware",301.89,10.13,4.38%,1585832,3516.56,0.45,4.76%,-37.00%,-27.67%,-28.26%,-26.27%,53.31%,10.45%,78.68%,85.25%,48.24%,58.48%,7.35%,25.70%,40.21%,-10.66%,-41.77%,-21.17%
"WOLF","NYSE","Wolfspeed Inc","Technology","Semiconductors",1227.58,23.62,-0.71%,3435946,7430.34,0.46,2.30%,-46.99%,-20.01%,36.30%,35.67%,-86.85%,11.43%,-272.59%,-64.54%,-18.99%,,15.04%,88.32%,71.97%,-21.34%,-46.62%,-17.07%
