"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float"
"ASAN","NYSE","Asana Inc","Technology","Software - Application",1581.30,6.86,4.41%,4713708,6211.69,0.76,-10.79%,3.16%,12.46%,-38.53%,-49.96%,-54.08%,8.34%,38.07%,64.50%,9.52%,28.76%,24.63%,44.93%,39.31%
"CRML","NASD","Critical Metals Corp","Basic Materials","Other Industrial Metals & Mining",853.42,5.81,-4.91%,4700347,9376.54,0.50,-9.22%,-37.86%,-45.39%,-68.53%,-16.28%,37.35%,8.08%,-140.74%,-493.10%,,,3.26%,15.65%,31.52%
"CSIQ","NASD","Canadian Solar Inc","Technology","Solar",906.42,13.35,-9.12%,2789557,2937.48,0.95,-10.70%,-10.88%,-9.00%,-37.76%,-43.84%,3.89%,6.99%,66.90%,6.72%,-9.92%,,17.95%,50.94%,34.06%
"GEMI","NASD","Gemini Space Station Inc","Financial","Capital Markets",511.76,4.29,-2.50%,516165,1925.75,0.27,2.39%,2.63%,-1.83%,-57.40%,-56.75%,,7.11%,58.56%,26.67%,630.01%,33.12%,-1.95%,8.91%,31.73%
"GRPN","NASD","Groupon Inc","Communication Services","Internet Content & Information",980.36,25.81,1.53%,972604,1837.91,0.53,-7.26%,40.88%,76.54%,59.52%,46.56%,-22.28%,8.59%,93.59%,-284.42%,0.01%,,-3.53%,68.13%,59.61%
"METC","NASD","Ramaco Resources Inc","Basic Materials","Coking Coal",637.90,10.35,-7.59%,2215799,1475.13,1.50,-11.23%,-17.66%,-25.97%,-59.41%,-42.50%,-54.66%,6.93%,23.57%,-55.83%,-9.69%,,-5.09%,62.79%,30.58%
"MRLN","NASD","Merlin Inc","Industrials","Aerospace & Defense",334.94,3.47,-1.56%,949938,2601.97,0.37,-3.34%,-38.37%,-72.74%,-67.42%,-67.63%,-66.44%,12.91%,-212.73%,-1849.10%,,-26.37%,29.29%,5.82%,64.59%
"NTST","NYSE","Netstreit Corp","Real Estate","REIT - Retail",2263.81,22.20,1.69%,1884326,1882.31,1.00,-0.27%,8.93%,6.99%,21.98%,25.85%,23.40%,2.41%,292.04%,52.63%,26.80%,69.88%,30.25%,140.57%,34.59%
"PLAY","NASD","Dave & Buster's Entertainment Inc","Communication Services","Entertainment",343.36,9.87,1.23%,865400,1802.82,0.48,-3.14%,-18.36%,-22.28%,-52.30%,-39.11%,-69.11%,7.03%,39.91%,-73.55%,-1.50%,15.32%,-9.02%,109.95%,34.18%
"RUM","NASD","RUM Group Inc","Communication Services","Internet Content & Information",2488.86,5.71,-4.67%,1397043,3410.61,0.41,-0.87%,-7.90%,-12.42%,-9.51%,-9.65%,-41.26%,5.09%,12.50%,-935.71%,7.39%,,2.40%,15.33%,38.09%
"SERV","NASD","Serve Robotics Inc","Industrials","Specialty Industrial Machinery",372.16,4.81,-4.56%,3253901,4572.71,0.71,-5.50%,-21.41%,-48.39%,-63.70%,-53.66%,-57.81%,4.95%,-63.91%,-177.29%,577.47%,-6.20%,6.11%,41.79%,31.03%
"UPST","NASD","Upstart Holdings Inc","Financial","Credit Services",2577.51,26.93,-2.39%,3878169,4459.97,0.87,-8.74%,-17.52%,-17.95%,-41.81%,-38.42%,-67.44%,4.08%,-45.74%,-163.85%,44.45%,24.47%,-9.03%,60.39%,31.54%
"WOLF","NYSE","Wolfspeed Inc","Technology","Semiconductors",1200.04,23.09,-11.06%,6199502,7452.10,0.83,-22.75%,-49.66%,-16.19%,20.39%,32.62%,-89.17%,8.60%,-272.59%,-64.54%,-18.99%,,14.09%,87.15%,71.72%
"WYFI","NASD","Whitefiber Inc","Technology","Information Technology Services",912.45,23.63,-12.84%,2201207,2377.58,0.93,-6.04%,-38.96%,41.33%,20.01%,49.56%,,10.80%,-5.74%,-933.33%,46.00%,,-2.43%,21.24%,42.45%
