"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"ASAN","NYSE","Asana Inc","Technology","Software - Application",2134.53,9.26,6.68%,6052887,6036.71,1.00,11.30%,25.64%,31.35%,9.46%,-32.46%,-34.47%,5.52%,38.07%,64.50%,9.52%,28.76%,24.29%,45.26%,39.51%,17.10%,22.06%,0.43%,2.89%
"ASST","NASD","Strive Inc","Financial","Asset Management",1051.93,12.48,1.38%,2829870,4132.35,0.68,12.33%,-0.95%,-19.28%,26.55%,-15.45%,-81.86%,6.95%,59.66%,-79.68%,1516.41%,,62.43%,43.66%,30.06%,3.27%,-6.22%,-18.62%,-1.73%
"CRK","NYSE","Comstock Resources Inc","Energy","Oil & Gas E&P",3937.45,13.41,1.51%,1628342,2719.33,0.60,1.13%,-2.05%,-9.39%,-35.53%,-42.15%,-16.60%,4.11%,-22.65%,-92.98%,-25.21%,33.52%,-1.42%,29.36%,30.63%,1.82%,-0.13%,-28.32%,0.98%
"CSIQ","NASD","Canadian Solar Inc","Technology","Solar",1080.23,15.91,2.84%,1584971,2826.70,0.56,5.50%,6.14%,-10.01%,-16.17%,-33.07%,32.58%,6.66%,66.62%,6.72%,-9.92%,,25.48%,58.13%,34.53%,6.37%,0.41%,-15.02%,1.34%
"GEMI","NASD","Gemini Space Station Inc","Financial","Capital Markets",487.89,4.09,2.76%,829180,1890.03,0.44,4.87%,-3.76%,-13.89%,-38.96%,-58.77%,,7.47%,58.91%,26.67%,630.01%,33.01%,-0.03%,11.05%,36.18%,-4.58%,-7.81%,-47.62%,0.62%
"GRND","NYSE","Grindr Inc","Technology","Software - Application",2946.70,16.58,-3.32%,3008724,1825.85,1.65,-4.38%,3.62%,20.06%,67.14%,22.45%,-7.32%,3.73%,27.72%,22.57%,32.54%,28.78%,-3.43%,20.08%,36.60%,2.43%,14.68%,25.60%,4.97%
"GRPN","NASD","Groupon Inc","Communication Services","Internet Content & Information",950.74,25.03,-0.48%,2576182,1817.46,1.42,-9.25%,-5.94%,61.90%,98.65%,42.14%,-32.15%,6.24%,93.59%,-284.42%,0.01%,,-4.63%,68.21%,66.68%,-6.54%,9.27%,44.71%,-9.01%
"METC","NASD","Ramaco Resources Inc","Basic Materials","Coking Coal",605.59,10.24,6.78%,2544778,1741.68,1.46,11.67%,-17.95%,-30.67%,-40.81%,-43.11%,-52.75%,11.44%,14.59%,8.51%,-5.33%,,-11.24%,61.54%,30.13%,-5.00%,-20.04%,-38.86%,4.17%
"MRLN","NASD","Merlin Inc","Industrials","Aerospace & Defense",428.57,4.44,4.47%,1165518,2549.41,0.46,17.77%,-1.33%,-46.57%,-57.75%,-58.58%,-57.08%,10.10%,-212.73%,-1849.10%,,-26.37%,30.00%,6.04%,71.35%,16.26%,-16.37%,-50.79%,1.60%
"NNE","NASD","Nano Nuclear Energy Inc","Industrials","Specialty Industrial Machinery",1012.21,18.85,7.04%,1837876,2681.66,0.69,18.48%,-2.28%,-29.40%,-27.85%,-21.49%,-48.92%,7.35%,15.67%,69.08%,,-20.67%,-8.73%,44.18%,31.45%,10.83%,-10.06%,-30.68%,3.01%
