"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"AESI","NYSE","Atlas Energy Solutions Inc","Energy","Oil & Gas Equipment & Services",1693.80,13.55,0.97%,2275680,3211.35,0.71,-4.31%,3.99%,-16.36%,-0.95%,43.84%,22.62%,5.49%,-128.48%,-347.44%,1.56%,,23.63%,85.00%,30.58%,2.74%,6.33%,2.10%,0.22%
"CRK","NYSE","Comstock Resources Inc","Energy","Oil & Gas E&P",3770.09,12.84,-0.62%,3609796,2548.29,1.42,-13.13%,-5.17%,-1.98%,-40.00%,-44.61%,-24.69%,5.11%,-34.11%,-92.98%,-25.21%,26.90%,1.97%,30.71%,32.18%,-11.38%,-7.09%,-26.93%,-1.83%
"CSIQ","NASD","Canadian Solar Inc","Technology","Solar",774.03,11.40,-2.98%,2311975,2155.30,1.07,-10.66%,-27.76%,-29.93%,-15.74%,-52.04%,-3.14%,6.35%,15.48%,-1156.77%,-28.70%,,16.71%,61.84%,37.20%,-12.99%,-20.16%,-34.18%,-3.88%
"GRPN","NASD","Groupon Inc","Communication Services","Internet Content & Information",775.89,19.08,1.44%,3238090,1443.26,2.24,1.87%,-6.24%,17.85%,73.77%,8.35%,-14.90%,4.24%,93.91%,-109.93%,-0.82%,,-2.74%,92.37%,35.91%,0.31%,-15.80%,9.41%,2.42%
"METC","NASD","Ramaco Resources Inc","Basic Materials","Coking Coal",535.96,9.22,-6.01%,2783478,1989.67,1.40,-17.61%,-23.55%,-34.10%,-36.15%,-48.78%,-70.18%,6.76%,3.84%,8.51%,-5.33%,,-7.02%,60.55%,32.69%,-23.83%,-19.28%,-38.03%,-4.46%
"NNE","NASD","Nano Nuclear Energy Inc","Industrials","Specialty Industrial Machinery",844.67,15.73,-7.31%,4822386,2111.81,2.28,-4.14%,-17.86%,-44.24%,-25.13%,-34.49%,-58.83%,5.61%,23.92%,0.92%,,-12.59%,0.62%,43.76%,33.36%,-10.65%,-10.98%,-35.41%,-7.03%
"NUAI","NASD","New Era Energy & Digital Inc","Technology","Software - Infrastructure",624.44,5.86,0.86%,8414418,7392.64,1.14,-1.35%,8.52%,-6.24%,19.35%,100.00%,1122.11%,7.06%,49.04%,2.39%,-82.55%,21.14%,130.63%,58.16%,31.34%,8.54%,14.16%,20.65%,-5.86%
"SAIL","NASD","Sailpoint Inc","Technology","Software - Infrastructure",11321.18,19.83,-1.78%,5401186,4050.70,1.33,15.02%,3.34%,48.76%,60.70%,-1.98%,-11.59%,7.25%,33.97%,-366.32%,16.82%,28.06%,2.45%,17.61%,30.02%,4.38%,12.10%,23.66%,-2.70%
"SERV","NASD","Serve Robotics Inc","Industrials","Integrated Freight & Logistics",382.38,4.41,2.56%,4824408,3950.29,1.22,-1.56%,-7.74%,-36.91%,-51.70%,-57.51%,-65.65%,3.73%,-66.43%,-120.28%,404.36%,-9.04%,9.48%,37.97%,38.35%,-5.81%,-11.00%,-48.08%,1.38%
"UPST","NASD","Upstart Holdings Inc","Financial","Credit Services",2432.82,25.00,0.93%,6370493,4191.45,1.52,-2.31%,-18.30%,-22.91%,-6.61%,-42.83%,-63.26%,4.31%,-58.79%,185.50%,41.75%,21.70%,0.69%,60.82%,31.17%,-9.28%,-12.97%,-25.15%,0.28%
"VELO","NASD","Velo3D Inc","Technology","Computer Hardware",340.14,10.58,-1.40%,949202,1978.45,0.48,0.47%,-23.83%,-64.57%,-16.16%,-23.00%,231.66%,5.16%,75.64%,60.11%,52.25%,55.56%,20.75%,37.84%,35.75%,-7.50%,-10.99%,-24.83%,-0.84%
"WOLF","NYSE","Wolfspeed Inc","Technology","Semiconductors",1354.49,25.59,7.79%,3707442,4061.48,0.91,-1.27%,-12.03%,-55.43%,50.00%,46.98%,-91.31%,6.18%,36.88%,34.73%,-24.06%,,48.19%,106.31%,70.62%,-1.45%,-7.60%,-12.13%,5.31%
"WYFI","NASD","Whitefiber Inc","Technology","Information Technology Services",736.95,18.97,6.21%,1547209,2708.48,0.57,-0.89%,-11.27%,-50.71%,25.38%,20.06%,-18.97%,5.49%,-26.65%,-72.22%,59.49%,,5.17%,26.12%,55.65%,0.60%,-19.33%,-11.92%,3.27%
"XNDU","NASD","Xanadu Quantum Technologies Ltd","Technology","Software - Infrastructure",2258.60,7.42,-3.13%,2449119,1619.70,1.51,-13.92%,-28.45%,-44.50%,-1.07%,-31.10%,-26.02%,5.49%,47.98%,-444.47%,,23.82%,10.52%,6.66%,30.79%,-21.14%,-27.16%,-39.62%,-3.64%
