"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average"
"ASAN","NYSE","Asana Inc","Technology","Software - Application",1961.64,8.51,3.91%,5784738,6325.51,0.91,23.69%,21.57%,34.44%,-23.68%,-37.93%,-44.05%,9.13%,38.07%,64.50%,9.52%,28.76%,25.13%,44.93%,39.51%,14.30%,16.66%,-9.59%
"ASST","NASD","Strive Inc","Financial","Asset Management",926.19,11.06,-7.68%,3099773,4190.61,0.74,-12.71%,-4.82%,-27.62%,-32.47%,-25.07%,-84.33%,7.03%,59.66%,-79.68%,1516.41%,,66.24%,43.62%,30.24%,-9.89%,-21.27%,-29.25%
"CRK","NYSE","Comstock Resources Inc","Energy","Oil & Gas E&P",3703.50,12.61,1.86%,3128245,2721.50,1.15,-10.06%,-11.13%,-27.07%,-43.88%,-45.60%,-40.04%,5.64%,-22.69%,187.58%,14.53%,36.25%,-1.83%,29.08%,30.62%,-6.38%,-6.97%,-33.25%
"CSIQ","NASD","Canadian Solar Inc","Technology","Solar",931.54,13.72,0.48%,1884186,2905.65,0.65,-10.91%,-7.05%,-7.61%,-38.06%,-42.28%,14.33%,7.58%,66.90%,6.72%,-9.92%,,18.98%,52.01%,34.53%,-6.98%,-15.14%,-26.63%
"GEMI","NASD","Gemini Space Station Inc","Financial","Capital Markets",484.91,4.07,-7.19%,1193235,1916.19,0.62,-10.86%,-3.90%,-9.06%,-55.57%,-59.02%,,5.91%,58.91%,26.67%,630.01%,33.01%,-1.95%,8.93%,36.18%,-7.20%,-11.22%,-51.78%
"GRND","NYSE","Grindr Inc","Technology","Software - Application",3058.66,17.21,3.67%,1544441,1755.73,0.88,18.69%,19.18%,28.05%,46.72%,27.10%,-2.44%,4.93%,40.76%,69.80%,38.33%,27.35%,-3.11%,20.32%,36.60%,9.94%,24.27%,31.99%
"GRPN","NASD","Groupon Inc","Communication Services","Internet Content & Information",1033.92,27.22,-3.13%,1202765,1837.12,0.65,-2.51%,15.34%,90.48%,72.50%,54.57%,-13.39%,8.68%,93.59%,-284.42%,0.01%,,-4.75%,68.12%,66.68%,2.64%,25.07%,59.34%
"LVWR","NYSE","LiveWire Group Inc","Consumer Cyclical","Auto Manufacturers",530.34,2.59,32.82%,10458254,3775.17,2.77,184.93%,105.56%,27.59%,2.37%,-41.40%,-34.60%,55.23%,,4.00%,55.20%,,-1.46%,1.95%,31.89%,139.63%,118.03%,-1.14%
"METC","NASD","Ramaco Resources Inc","Basic Materials","Coking Coal",595.19,9.63,-1.23%,2602417,1513.20,1.72,-22.59%,-24.05%,-33.86%,-58.06%,-46.50%,-53.64%,9.15%,23.57%,-55.83%,-9.69%,,-6.94%,62.74%,30.13%,-18.55%,-28.41%,-46.92%
"MRLN","NASD","Merlin Inc","Industrials","Aerospace & Defense",319.50,3.31,-7.02%,788408,2620.45,0.30,-0.75%,-32.45%,-71.37%,-68.95%,-69.12%,-67.99%,13.70%,-212.73%,-1849.10%,,-26.37%,30.74%,5.89%,71.35%,-18.40%,-42.06%,-64.29%
"NNE","NASD","Nano Nuclear Energy Inc","Industrials","Specialty Industrial Machinery",775.00,14.88,-7.35%,2229414,2763.53,0.81,-14.09%,-30.21%,-37.24%,-57.58%,-38.03%,-58.03%,7.19%,15.67%,69.08%,,-20.67%,-10.15%,46.30%,32.32%,-16.04%,-32.62%,-47.48%
"PLAY","NASD","Dave & Buster's Entertainment Inc","Communication Services","Entertainment",356.58,10.25,-1.35%,998108,1757.64,0.57,0.39%,-9.53%,-10.56%,-46.86%,-36.77%,-65.41%,5.46%,39.91%,-73.55%,-1.50%,15.32%,-9.01%,109.95%,33.54%,-0.99%,-8.88%,-28.46%
"POET","NASD","POET Technologies Inc","Technology","Semiconductors",1099.40,6.37,-5.77%,9546451,34847.18,0.27,-16.73%,-35.33%,-20.67%,-6.19%,0.63%,11.36%,7.73%,-90.36%,-203.33%,201.86%,,20.62%,69.47%,30.10%,-20.15%,-40.50%,-19.61%
