"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float"
"EVC","NYSE","Entravision Communications Corp","Communication Services","Advertising Agencies",982.98,10.68,1.42%,1161833,3022.56,0.38,-0.09%,-4.73%,193.41%,225.61%,264.51%,356.41%,5.23%,,124.41%,114.45%,,-0.75%,51.45%,10.57%
"EXTR","NASD","Extreme Networks Inc","Technology","Communication Equipment",3856.64,29.49,-0.81%,1187675,2396.04,0.50,-2.80%,-4.66%,74.50%,94.14%,77.12%,66.52%,3.74%,22.92%,208.56%,11.38%,20.64%,-1.14%,98.27%,6.24%
"HPE","NYSE","Hewlett Packard Enterprise Co","Technology","Communication Equipment",63151.26,47.69,0.10%,11320852,25825.14,0.44,4.08%,-2.17%,70.75%,123.27%,98.54%,132.52%,4.75%,75.95%,153.39%,40.64%,31.22%,-1.01%,92.70%,5.14%
"DELL","NYSE","Dell Technologies Inc","Technology","Computer Hardware",283622.96,437.50,-0.42%,4563833,8711.06,0.52,10.39%,0.79%,106.23%,273.39%,247.55%,240.86%,6.76%,79.10%,281.26%,87.49%,35.85%,-2.04%,39.74%,4.31%
"SNDK","NASD","Sandisk Corp","Technology","Computer Hardware",212739.85,1436.56,-10.79%,13979464,13169.47,1.06,6.03%,-24.96%,54.07%,185.35%,505.17%,3315.50%,8.49%,2136.60%,272.72%,251.03%,,-4.61%,79.06%,4.93%
"ADPT","NASD","Adaptive Biotechnologies Corp","Healthcare","Diagnostics & Research",3564.19,22.27,-0.18%,2819933,2699.47,1.04,-2.84%,15.15%,61.14%,16.84%,37.13%,108.91%,6.26%,-16.83%,35.63%,35.14%,41.57%,-0.35%,95.06%,7.32%
"GH","NASD","Guardant Health Inc","Healthcare","Diagnostics & Research",19535.95,147.33,-1.91%,1885051,2636.48,0.71,-5.48%,7.57%,67.67%,25.62%,44.24%,223.87%,4.62%,13.31%,-11.14%,48.26%,,3.79%,104.26%,9.54%
"NEO","NASD","Neogenomics Inc","Healthcare","Diagnostics & Research",1808.65,13.89,-2.46%,1992831,2713.03,0.73,-4.93%,7.67%,75.60%,7.09%,18.11%,116.36%,5.24%,50.00%,34.94%,11.09%,61.23%,5.34%,106.77%,9.09%
"PSNL","NASD","Personalis Inc","Healthcare","Diagnostics & Research",1257.53,11.78,-3.60%,2896567,3861.56,0.75,-23.46%,3.70%,99.66%,4.71%,47.99%,75.56%,8.23%,-13.00%,-60.02%,-24.91%,9.40%,0.37%,62.32%,16.02%
"TWST","NASD","Twist Bioscience Corp","Healthcare","Diagnostics & Research",5621.23,90.27,-2.35%,1045442,1716.39,0.61,-3.81%,-1.18%,53.39%,99.93%,184.58%,157.33%,8.67%,-61.35%,-8.21%,19.31%,15.12%,3.65%,121.01%,23.37%
"VCYT","NASD","Veracyte Inc","Healthcare","Diagnostics & Research",4517.06,56.61,-2.19%,589610,1233.64,0.48,-4.26%,-0.26%,70.77%,29.25%,34.47%,139.97%,4.90%,1.63%,301.14%,21.49%,4.13%,1.26%,109.06%,8.65%
"LQDA","NASD","Liquidia Corp","Healthcare","Drug Manufacturers - Specialty & Generic",7667.38,86.22,-3.16%,1591780,1932.73,0.82,7.86%,14.14%,130.17%,109.93%,149.99%,359.35%,8.10%,514.50%,216.05%,4158.49%,,3.87%,67.44%,17.87%
"FCEL","NASD","Fuelcell Energy Inc","Industrials","Electrical Equipment & Parts",1699.82,21.26,-8.76%,7968860,12517.45,0.64,14.95%,-1.39%,74.69%,114.31%,190.83%,275.62%,12.43%,64.40%,18.77%,-4.86%,57.30%,3.83%,31.82%,13.62%
"WNC","NYSE","Wabash National Corp","Industrials","Farm & Heavy Construction Machinery",542.59,13.34,0.30%,676106,1089.78,0.62,-0.74%,1.83%,50.06%,28.89%,54.22%,25.14%,5.68%,17.91%,-120.69%,-20.39%,,3.61%,96.74%,9.18%
"HNGE","NYSE","Hinge Health Inc","Healthcare","Health Information Services",5750.11,74.31,-3.10%,1516517,1957.90,0.77,-14.67%,5.31%,71.85%,77.90%,59.98%,61.61%,5.21%,-0.83%,-73.45%,47.23%,19.58%,0.26%,52.82%,20.58%
