"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average"
"EVC","NYSE","Entravision Communications Corp","Communication Services","Advertising Agencies",1032.68,11.22,-3.44%,1047892,3112.91,0.34,5.06%,-16.14%,197.61%,269.08%,282.94%,407.69%,5.74%,,124.41%,114.45%,,-0.79%,51.86%,9.62%,-0.01%,6.61%,119.13%
"ARXS","NASD","Arxis Inc","Industrials","Aerospace & Defense",22281.18,54.30,10.86%,1490993,1020.58,1.46,28.07%,16.65%,55.14%,,42.89%,,7.18%,32.45%,,,44.39%,4.68%,0.01%,4.38%,24.52%,27.32%,34.22%
"HPE","NYSE","Hewlett Packard Enterprise Co","Technology","Communication Equipment",63429.35,47.90,1.61%,17197566,26102.00,0.66,0.44%,8.99%,66.49%,117.63%,99.42%,131.51%,5.40%,76.05%,153.39%,40.64%,31.41%,-0.96%,92.72%,4.94%,2.78%,4.22%,62.63%
"CRSR","NASD","Corsair Gaming Inc","Technology","Computer Hardware",1134.02,10.61,-0.19%,1206455,2625.02,0.46,7.72%,12.16%,56.26%,106.02%,78.62%,17.11%,6.43%,16.09%,215.05%,-4.12%,10.23%,2.95%,38.27%,23.77%,8.05%,12.62%,51.08%
"DELL","NYSE","Dell Technologies Inc","Technology","Computer Hardware",262793.69,405.37,0.14%,4820991,8830.49,0.55,-7.34%,-4.67%,94.00%,242.11%,222.03%,205.50%,8.41%,79.42%,281.26%,87.49%,35.99%,-1.83%,39.65%,4.35%,-2.73%,1.60%,89.11%
"ADPT","NASD","Adaptive Biotechnologies Corp","Healthcare","Diagnostics & Research",3612.20,22.57,-6.66%,2992826,2856.40,1.05,1.35%,0.89%,60.07%,22.86%,38.98%,120.41%,6.24%,-35.58%,-47.80%,21.53%,,-0.22%,94.42%,7.34%,2.35%,17.50%,36.09%
"BLLN","NASD","Billiontoone Inc","Healthcare","Diagnostics & Research",6374.97,138.60,-0.71%,530998,751.92,0.71,9.93%,13.30%,84.68%,70.67%,69.35%,,6.40%,599.64%,479.93%,83.82%,140.66%,5.04%,18.02%,10.76%,7.96%,23.46%,46.46%
"CDNA","NASD","Caredx Inc","Healthcare","Diagnostics & Research",2258.04,43.71,14.72%,2779026,904.24,3.07,17.69%,49.44%,110.04%,110.14%,132.01%,255.80%,5.33%,81.39%,1412.42%,52.23%,45.85%,-2.43%,95.77%,13.25%,26.91%,54.24%,108.61%
"GH","NASD","Guardant Health Inc","Healthcare","Diagnostics & Research",21479.86,161.99,6.33%,4583666,2629.16,1.74,9.95%,-5.14%,86.02%,46.62%,58.60%,295.29%,5.36%,6.71%,-12.34%,44.33%,67.43%,3.72%,104.44%,8.97%,4.49%,13.99%,50.96%
"NEO","NASD","Neogenomics Inc","Healthcare","Diagnostics & Research",1964.39,15.29,-3.72%,2849949,2698.42,1.06,10.08%,2.14%,65.12%,23.31%,30.02%,215.91%,6.84%,52.27%,104.85%,11.21%,56.84%,5.33%,108.09%,10.92%,5.87%,21.28%,41.05%
"PSNL","NASD","Personalis Inc","Healthcare","Diagnostics & Research",1351.47,12.66,3.09%,2743250,3883.67,0.71,7.47%,-8.19%,129.35%,26.98%,59.05%,131.02%,5.44%,-13.00%,-60.02%,-24.91%,9.40%,0.35%,61.17%,15.43%,-6.83%,6.71%,39.96%
