"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float"
"EVC","NYSE","Entravision Communications Corp","Communication Services","Advertising Agencies",1015.19,11.03,3.18%,960884,2940.86,0.33,-0.99%,17.34%,212.46%,227.30%,276.45%,369.36%,7.05%,,124.41%,114.45%,,-0.75%,51.46%,10.57%
"COCO","NASD","Vita Coco Company Inc","Consumer Defensive","Beverages - Non-Alcoholic",4218.91,73.87,0.94%,743179,1286.85,0.58,-1.02%,-11.68%,52.88%,40.14%,39.35%,88.64%,4.61%,46.29%,60.07%,37.31%,23.66%,2.63%,88.40%,9.73%
"EXTR","NASD","Extreme Networks Inc","Technology","Communication Equipment",3959.96,30.28,-0.20%,1214966,2603.85,0.47,-7.99%,-1.78%,68.32%,88.19%,81.86%,72.83%,6.14%,22.99%,208.56%,11.38%,20.64%,-1.14%,98.31%,6.24%
"HPE","NYSE","Hewlett Packard Enterprise Co","Technology","Communication Equipment",59006.51,44.56,-2.75%,11852863,26081.29,0.45,-5.67%,-7.55%,68.53%,103.01%,85.51%,111.08%,6.33%,75.95%,153.39%,40.64%,31.22%,-1.01%,93.78%,5.14%
"DELL","NYSE","Dell Technologies Inc","Technology","Computer Hardware",247565.57,381.88,-3.65%,4701252,8772.37,0.54,-10.59%,-8.93%,94.29%,219.14%,203.37%,190.98%,8.73%,79.10%,281.26%,87.49%,35.85%,-2.04%,40.23%,4.31%
"QMCO","NASD","Quantum Corp","Technology","Computer Hardware",432.72,10.99,3.39%,687895,1042.53,0.66,13.65%,-26.49%,50.96%,38.94%,70.39%,20.11%,11.31%,87.73%,51.26%,30.66%,,-1.31%,4.14%,8.72%
"SNDK","NASD","Sandisk Corp","Technology","Computer Hardware",205985.45,1390.95,2.67%,12499341,13155.92,0.95,-16.91%,-28.99%,51.03%,239.89%,485.96%,3196.87%,11.43%,2129.34%,272.72%,251.03%,,-4.61%,79.75%,4.93%
"ADPT","NASD","Adaptive Biotechnologies Corp","Healthcare","Diagnostics & Research",3498.57,21.86,-4.62%,2139710,2606.65,0.82,4.00%,30.27%,51.07%,22.95%,34.61%,110.39%,6.06%,-16.83%,35.63%,35.14%,41.57%,-0.35%,95.26%,7.32%
"CDNA","NASD","Caredx Inc","Healthcare","Diagnostics & Research",1982.17,38.37,-3.42%,1183638,878.02,1.35,33.41%,63.42%,79.13%,86.53%,103.66%,222.03%,6.34%,61.04%,128.24%,38.99%,38.15%,-0.53%,95.73%,17.85%
"GH","NASD","Guardant Health Inc","Healthcare","Diagnostics & Research",19634.07,148.07,-5.00%,2521264,2666.10,0.95,-6.52%,14.69%,63.87%,32.23%,44.97%,218.70%,4.25%,13.31%,-11.14%,48.26%,,3.79%,104.28%,9.54%
"NEO","NASD","Neogenomics Inc","Healthcare","Diagnostics & Research",1854.21,14.24,-2.53%,2092724,2722.75,0.77,0.92%,37.19%,70.54%,10.99%,21.09%,128.21%,3.92%,50.00%,34.94%,11.09%,61.23%,5.34%,106.79%,9.09%
"PSNL","NASD","Personalis Inc","Healthcare","Diagnostics & Research",1396.98,13.34,-13.32%,12047804,3577.55,3.37,-11.30%,36.82%,98.22%,38.81%,67.59%,115.51%,10.04%,-13.00%,-60.02%,-24.91%,9.40%,0.37%,62.33%,16.02%
"LQDA","NASD","Liquidia Corp","Healthcare","Drug Manufacturers - Specialty & Generic",6854.58,77.08,-3.58%,1012772,1883.66,0.54,8.24%,12.28%,95.29%,98.71%,123.49%,430.12%,8.37%,514.50%,216.05%,4158.49%,,3.87%,67.39%,17.87%
"FCEL","NASD","Fuelcell Energy Inc","Industrials","Electrical Equipment & Parts",1585.81,19.84,7.27%,10854413,12713.79,0.85,3.98%,-1.00%,173.66%,166.31%,171.41%,273.63%,14.89%,64.14%,18.77%,-4.86%,57.30%,3.83%,31.79%,13.62%
"TXG","NASD","10x Genomics Inc","Healthcare","Health Information Services",5487.04,43.22,-1.19%,2382365,3199.46,0.74,3.47%,34.52%,65.72%,103.87%,164.99%,255.72%,6.10%,-130.22%,62.53%,-2.61%,-8.96%,1.40%,98.60%,14.45%
"OSCR","NYSE","Oscar Health Inc","Healthcare","Healthcare Plans",8924.20,29.60,1.72%,3188888,7219.02,0.44,-6.33%,4.70%,87.46%,69.92%,105.98%,120.57%,7.17%,164.58%,124.38%,52.55%,,1.55%,55.51%,7.68%
"XMTR","NASD","Xometry Inc","Industrials","Industrial Distribution",5531.22,100.12,1.60%,1176410,892.17,1.32,3.57%,12.67%,102.67%,57.50%,68.35%,185.65%,5.26%,86.60%,66.12%,35.88%,73.78%,0.61%,92.38%,7.10%
"PENG","NASD","Penguin Solutions Inc","Technology","Information Technology Services",2727.65,53.23,-11.89%,6103708,3798.38,1.61,-31.06%,-10.81%,99.07%,166.02%,172.14%,117.89%,13.03%,37.62%,,47.64%,28.14%,12.37%,113.27%,17.87%
"SHAZ","NASD","SharonAI Holdings Inc","Technology","Information Technology Services",2193.37,62.34,-2.04%,1982198,1106.11,1.79,-8.67%,-26.70%,68.40%,3181.05%,3181.05%,731.20%,11.17%,28.37%,49.08%,,15.30%,16.01%,26.99%,5.91%
"WYFI","NASD","Whitefiber Inc","Technology","Information Technology Services",1047.61,27.13,7.87%,2193194,2278.12,0.96,-25.24%,-19.06%,65.33%,47.13%,71.71%,,16.08%,-4.08%,-933.33%,46.00%,,-2.43%,21.24%,42.45%
"PRCH","NASD","Porch Group Inc","Financial","Insurance - Property & Casualty",1411.31,12.90,-5.70%,923330,2051.65,0.45,-3.80%,5.31%,57.32%,41.91%,41.29%,-4.30%,4.88%,-42.86%,-159.92%,15.64%,,10.90%,73.21%,19.11%
"EVER","NASD","EverQuote Inc","Communication Services","Internet Content & Information",974.17,27.54,5.28%,1041026,898.09,1.16,8.08%,39.02%,71.06%,9.55%,2.00%,11.14%,4.81%,-20.10%,138.33%,14.54%,0.32%,7.88%,85.14%,18.65%
"GRPN","NASD","Groupon Inc","Communication Services","Internet Content & Information",1061.65,27.95,0.43%,1345645,2022.61,0.67,18.73%,68.78%,96.69%,67.47%,58.72%,-13.81%,10.11%,93.59%,-284.42%,0.01%,,-3.53%,68.10%,59.61%
"AMN","NYSE","AMN Healthcare Services Inc","Healthcare","Medical Care Facilities",1309.42,33.76,-3.54%,669142,1084.37,0.62,-0.65%,4.26%,67.21%,73.48%,114.21%,70.33%,6.17%,95.68%,5676.14%,99.90%,-1.99%,12.23%,112.06%,8.47%
"CMPS","NASD","Compass Pathways Plc ADR","Healthcare","Medical Care Facilities",1574.52,11.67,-5.51%,5565028,4990.87,1.12,-11.49%,-2.26%,75.23%,59.64%,69.13%,171.40%,8.65%,74.37%,-51.37%,,56.76%,32.41%,66.17%,7.90%
"PBF","NYSE","PBF Energy Inc","Energy","Oil & Gas Refining & Marketing",7554.00,63.85,1.75%,2574748,2911.66,0.88,11.16%,69.05%,71.82%,104.71%,135.44%,162.00%,5.62%,325.30%,146.86%,11.86%,,2.12%,85.02%,14.23%
"HPP","NYSE","Hudson Pacific Properties Inc","Real Estate","REIT - Office",817.90,14.75,-6.17%,489648,1155.95,0.42,-4.28%,9.99%,95.62%,50.36%,36.20%,-17.37%,5.31%,77.36%,77.72%,-8.17%,39.19%,1.47%,115.25%,12.68%
"CBRL","NASD","Cracker Barrel Old Country Store Inc","Consumer Cyclical","Restaurants",1193.79,53.41,-0.37%,1245677,1246.81,1.00,2.02%,21.72%,76.85%,45.53%,110.28%,-18.63%,4.41%,-111.41%,239.83%,-2.90%,-29.78%,-5.25%,96.18%,27.40%
"ACMR","NASD","ACM Research Inc","Technology","Semiconductor Equipment & Materials",5702.92,82.52,-1.67%,728018,1676.59,0.43,-12.29%,-14.21%,63.05%,58.10%,109.18%,174.34%,10.05%,24.05%,-18.69%,34.18%,39.81%,-2.28%,64.57%,5.63%
"ALAB","NASD","Astera Labs Inc","Technology","Semiconductors",52980.48,309.09,1.80%,2939932,6075.38,0.48,-14.63%,-17.51%,77.59%,77.18%,85.80%,202.64%,10.27%,64.24%,148.21%,93.40%,48.55%,3.01%,71.38%,9.04%
"AMD","NASD","Advanced Micro Devices Inc","Technology","Semiconductors",821121.55,503.57,1.58%,23300502,35763.03,0.65,-5.77%,-1.74%,80.89%,120.94%,135.14%,220.77%,6.97%,79.56%,92.25%,37.85%,64.57%,0.31%,69.47%,2.56%
"ARM","NASD","Arm Holdings Plc ADR","Technology","Semiconductors",286865.02,269.61,0.91%,3364266,11175.65,0.30,-9.83%,-35.64%,61.70%,156.50%,146.65%,72.01%,9.18%,22.76%,48.63%,20.06%,31.20%,0.86%,7.98%,1.63%
"CEVA","NASD","Ceva Inc","Technology","Semiconductors",1039.99,37.33,-1.69%,394268,909.78,0.43,-12.60%,-16.88%,59.39%,67.40%,73.47%,60.63%,7.43%,26.33%,-15.07%,11.46%,34.19%,0.37%,91.10%,6.58%
"MU","NASD","Micron Technology Inc","Technology","Semiconductors",977444.55,865.46,1.94%,37407325,51792.69,0.72,-7.64%,-17.04%,90.18%,157.10%,203.23%,656.59%,7.86%,782.73%,1372.09%,345.72%,172.07%,-0.59%,79.17%,2.82%
"MXL","NASD","MaxLinear Inc","Technology","Semiconductors",6716.84,75.01,4.41%,4570345,5396.47,0.85,-16.00%,-9.48%,185.53%,290.88%,330.35%,363.02%,12.79%,331.29%,11.61%,43.00%,93.46%,-0.48%,85.53%,4.97%
"SIMO","NASD","Silicon Motion Technology Corp ADR","Technology","Semiconductors",8477.59,252.61,-4.43%,889181,1045.28,0.85,-15.66%,-17.75%,80.81%,122.80%,172.50%,244.53%,8.51%,150.15%,243.57%,106.23%,65.41%,-1.00%,80.96%,2.33%
"UMC","NYSE","United Micro Electronics ADR","Technology","Semiconductors",51062.62,20.30,-4.47%,15345770,17552.69,0.87,-13.47%,-6.71%,74.10%,131.47%,158.27%,171.39%,5.24%,38.13%,116.06%,9.68%,33.53%,-17.59%,7.00%,1.04%
"ALIT","NYSE","Alight Inc","Technology","Software - Application",546.64,20.35,-6.39%,446985,1310.48,0.34,-2.35%,70.89%,65.50%,-36.01%,-47.82%,-81.43%,8.90%,-43.79%,-13.37%,-2.55%,-21.83%,,86.85%,4.28%
"DDOG","NASD","Datadog Inc","Technology","Software - Application",93688.72,263.20,1.74%,3183672,5729.68,0.56,1.14%,16.14%,107.88%,117.77%,93.54%,81.49%,6.08%,18.05%,115.46%,32.15%,19.42%,1.55%,82.73%,4.55%
"FROG","NASD","JFrog Ltd","Technology","Software - Application",10952.86,90.43,2.13%,1852588,2876.95,0.64,-1.73%,11.16%,104.96%,55.89%,44.78%,114.04%,6.10%,16.32%,57.82%,25.79%,20.57%,-0.89%,85.02%,10.19%
"NAVN","NASD","Navan Inc","Technology","Software - Application",7052.61,27.73,6.82%,2898288,4364.92,0.66,6.12%,32.11%,84.13%,87.87%,62.35%,,4.32%,,66.82%,39.86%,,0.21%,19.55%,10.98%
"PD","NYSE","Pagerduty Inc","Technology","Software - Application",797.44,10.34,0.39%,921315,2127.08,0.43,-4.61%,19.95%,63.61%,-12.52%,-21.13%,-29.27%,6.91%,13.37%,281.29%,0.97%,5.45%,1.15%,98.35%,9.70%
"PTRN","NASD","Pattern Group Inc","Technology","Software - Application",4954.02,28.01,-0.36%,1260869,1887.09,0.67,-1.51%,36.97%,107.02%,97.25%,142.72%,,4.79%,140.97%,83.13%,43.18%,,4.72%,14.55%,10.32%
"SNOW","NYSE","Snowflake Inc","Technology","Software - Application",95086.24,274.34,2.02%,3793401,8111.45,0.47,2.12%,16.98%,90.54%,32.06%,25.06%,26.49%,5.36%,54.47%,33.81%,33.48%,44.34%,-1.66%,75.42%,6.84%
