"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average"
"EVC","NYSE","Entravision Communications Corp","Communication Services","Advertising Agencies",1016.11,11.04,1.01%,2038190,3061.03,0.67,5.65%,-18.10%,187.50%,251.59%,276.79%,367.80%,4.76%,,124.41%,114.45%,,-0.79%,51.73%,9.62%,-3.16%,6.27%,119.60%
"HPE","NYSE","Hewlett Packard Enterprise Co","Technology","Communication Equipment",58847.60,44.44,-2.52%,12214212,26067.77,0.47,-7.67%,0.07%,59.00%,105.74%,85.01%,113.14%,5.42%,76.05%,153.39%,40.64%,31.41%,-0.96%,92.81%,4.94%,-3.62%,-2.05%,52.07%
"CRSR","NASD","Corsair Gaming Inc","Technology","Computer Hardware",1098.21,10.27,-4.33%,1475153,2608.22,0.57,-3.07%,11.08%,53.59%,94.60%,72.98%,10.72%,6.87%,16.09%,215.05%,-4.12%,10.23%,2.95%,38.42%,23.77%,6.20%,10.87%,46.92%
"DELL","NYSE","Dell Technologies Inc","Technology","Computer Hardware",239630.61,369.64,-5.73%,6277297,8777.73,0.72,-16.33%,-10.85%,79.50%,222.38%,193.64%,176.86%,7.92%,79.42%,281.26%,87.49%,35.99%,-1.83%,39.80%,4.35%,-11.40%,-5.76%,74.51%
"QMCO","NASD","Quantum Corp","Technology","Computer Hardware",411.46,10.45,-7.36%,1582808,1091.93,1.45,-10.38%,-11.81%,55.51%,49.71%,62.02%,32.61%,9.51%,97.21%,51.26%,30.66%,,-1.31%,4.12%,9.30%,-1.64%,-8.57%,25.54%
"ADPT","NASD","Adaptive Biotechnologies Corp","Healthcare","Diagnostics & Research",3610.60,22.56,0.18%,3143996,2760.19,1.14,2.78%,5.42%,60.68%,17.32%,38.92%,117.13%,4.85%,-16.83%,35.63%,35.14%,41.57%,-0.22%,94.47%,7.34%,3.05%,20.08%,36.69%
"PSNL","NASD","Personalis Inc","Healthcare","Diagnostics & Research",1252.19,11.73,-1.26%,2064508,3932.57,0.52,-5.93%,-14.69%,113.27%,13.66%,47.36%,110.22%,6.24%,-13.00%,-60.02%,-24.91%,9.40%,0.35%,61.19%,15.43%,-14.45%,0.77%,30.30%
"KNSA","NASD","Kiniksa Pharmaceuticals International Plc","Healthcare","Drug Manufacturers - Specialty & Generic",6225.83,80.92,1.86%,1380106,768.42,1.80,29.60%,29.66%,50.27%,81.27%,96.17%,166.45%,6.54%,85.80%,31.12%,55.36%,56.84%,3.45%,59.42%,10.41%,24.58%,39.78%,70.05%
"LQDA","NASD","Liquidia Corp","Healthcare","Drug Manufacturers - Specialty & Generic",7720.74,86.82,0.00%,1147096,1964.28,0.58,-0.25%,15.58%,130.60%,104.40%,151.73%,350.78%,8.13%,514.50%,216.05%,4158.49%,,3.88%,67.32%,16.73%,7.42%,20.29%,95.91%
"FCEL","NASD","Fuelcell Energy Inc","Industrials","Electrical Equipment & Parts",1445.57,18.08,-8.04%,11154188,12674.15,0.88,-19.54%,-39.33%,81.89%,88.53%,147.33%,269.73%,10.24%,64.72%,18.77%,-4.86%,57.16%,4.74%,31.98%,20.01%,-19.00%,-17.53%,52.02%
