"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float"
"CYRX","NASD","CryoPort Inc","Industrials","Integrated Freight & Logistics",774.68,15.37,-4.12%,589825,822.85,0.72,-6.90%,-0.97%,51.13%,40.62%,60.10%,92.61%,6.99%,-155.63%,18.15%,16.47%,,-0.71%,89.73%,5.24%
"EVER","NASD","EverQuote Inc","Communication Services","Internet Content & Information",885.75,25.04,2.20%,377280,899.61,0.42,-4.28%,16.09%,64.63%,2.41%,-7.26%,-3.19%,6.37%,-20.10%,138.33%,14.54%,0.32%,7.88%,85.10%,20.08%
"GRPN","NASD","Groupon Inc","Communication Services","Internet Content & Information",980.37,25.81,1.53%,975907,1837.91,0.53,-7.26%,40.88%,76.54%,59.52%,46.56%,-22.28%,8.38%,93.59%,-284.42%,0.01%,,-3.53%,68.12%,66.68%
"AMN","NYSE","AMN Healthcare Services Inc","Healthcare","Medical Care Facilities",1275.67,32.89,-0.54%,498611,1085.47,0.46,-6.03%,3.69%,62.10%,67.72%,108.69%,67.81%,4.37%,95.02%,5676.14%,99.90%,-1.99%,12.23%,112.19%,9.41%
"PBF","NYSE","PBF Energy Inc","Energy","Oil & Gas Refining & Marketing",7291.35,61.63,-0.52%,2908081,2906.88,1.00,-1.78%,52.78%,50.43%,86.76%,127.25%,164.17%,5.72%,378.05%,146.86%,11.86%,,2.12%,85.16%,12.60%
"HPP","NYSE","Hudson Pacific Properties Inc","Real Estate","REIT - Office",852.84,15.38,3.43%,1040869,1093.87,0.95,-2.16%,6.95%,85.52%,61.89%,42.01%,-12.11%,6.17%,77.10%,77.72%,-8.17%,39.16%,1.47%,115.72%,12.85%
"CBRL","NASD","Cracker Barrel Old Country Store Inc","Consumer Cyclical","Restaurants",1200.50,53.71,3.65%,816215,1254.93,0.65,0.19%,11.02%,81.76%,73.71%,111.46%,-19.67%,5.31%,-107.11%,239.83%,-2.90%,-20.88%,-5.25%,96.20%,25.80%
"ACMR","NASD","ACM Research Inc","Technology","Semiconductor Equipment & Materials",5827.31,84.32,-4.64%,581034,1655.83,0.35,0.48%,-17.01%,56.18%,63.19%,113.74%,182.95%,6.27%,24.05%,-18.69%,34.18%,39.81%,-2.28%,64.59%,6.79%
"AMD","NASD","Advanced Micro Devices Inc","Technology","Semiconductors",851092.00,521.95,-3.29%,27200730,34729.55,0.78,5.28%,0.43%,70.95%,105.71%,143.72%,221.95%,5.50%,79.93%,92.25%,37.85%,65.83%,0.31%,68.38%,2.45%
"MU","NASD","Micron Technology Inc","Technology","Semiconductors",1040114.56,920.95,-6.99%,40803073,52033.31,0.78,8.48%,-12.17%,91.18%,131.64%,222.68%,724.26%,5.80%,783.32%,1372.09%,345.72%,172.07%,-0.59%,78.10%,3.22%
"MXL","NASD","MaxLinear Inc","Technology","Semiconductors",6492.72,71.59,-21.54%,10493318,5294.49,1.98,-0.35%,-15.77%,109.02%,269.40%,310.73%,315.01%,13.08%,440.47%,105.90%,55.17%,115.25%,-0.48%,85.92%,4.64%
"SIMO","NASD","Silicon Motion Technology Corp ADR","Technology","Semiconductors",9091.40,270.90,-6.29%,666658,1058.28,0.63,2.49%,-15.78%,90.77%,135.01%,192.23%,266.87%,7.45%,150.15%,243.57%,106.23%,65.41%,-1.00%,79.15%,2.12%
"DDOG","NASD","Datadog Inc","Technology","Software - Application",87872.33,246.86,1.01%,2628029,5643.49,0.47,-4.57%,10.87%,93.07%,88.08%,81.53%,68.44%,3.72%,18.05%,115.46%,32.15%,19.42%,1.55%,81.80%,3.86%
"FROG","NASD","JFrog Ltd","Technology","Software - Application",9708.96,80.16,-1.34%,1437143,2938.47,0.49,-9.46%,4.57%,82.31%,40.73%,28.34%,92.60%,6.12%,16.32%,57.82%,25.79%,20.57%,-0.89%,85.02%,10.27%
"PTRN","NASD","Pattern Group Inc","Technology","Software - Application",3921.12,22.17,-5.62%,1722501,1967.28,0.88,-21.13%,1.74%,67.19%,53.74%,92.11%,,6.80%,140.97%,83.13%,43.18%,,4.72%,14.59%,11.98%
"SNOW","NYSE","Snowflake Inc","Technology","Software - Application",92909.60,268.06,1.11%,3454647,7928.25,0.44,-0.31%,18.64%,83.10%,26.96%,22.20%,24.67%,4.17%,54.46%,33.81%,33.48%,44.34%,-1.66%,75.46%,6.44%
"BAND","NASD","Bandwidth Inc","Technology","Software - Infrastructure",1914.63,59.80,1.80%,1219702,1376.69,0.89,-16.72%,14.38%,160.57%,333.65%,287.06%,294.98%,8.91%,25.87%,39.38%,19.82%,26.43%,0.16%,72.80%,12.44%
"BLZE","NASD","Backblaze Inc","Technology","Software - Infrastructure",696.60,11.61,-9.01%,2081659,3436.70,0.61,-12.18%,-3.01%,188.09%,138.89%,149.14%,114.21%,7.84%,55.10%,39.88%,11.71%,37.88%,-5.55%,48.71%,4.62%
"CRWD","NASD","Crowdstrike Holdings Inc","Technology","Software - Infrastructure",186626.56,183.28,-0.08%,5779248,12163.69,0.48,-9.75%,8.93%,64.60%,61.56%,56.40%,58.67%,4.42%,32.03%,124.26%,25.57%,29.16%,,71.14%,2.79%
"GTLB","NASD","Gitlab Inc","Technology","Software - Infrastructure",5283.19,31.28,3.51%,2924441,5853.53,0.50,-4.40%,10.65%,51.40%,-16.36%,-16.65%,-33.15%,6.53%,-15.36%,86.57%,23.15%,6.64%,2.34%,81.70%,13.26%
"OKTA","NASD","Okta Inc","Technology","Software - Infrastructure",24072.32,138.50,1.76%,1629739,3721.85,0.44,-7.26%,16.80%,82.14%,51.43%,60.17%,41.49%,4.51%,9.89%,20.10%,11.19%,11.37%,4.34%,93.89%,4.59%
"PANW","NASD","Palo Alto Networks Inc","Technology","Software - Infrastructure",263888.86,323.79,-0.57%,5134255,8048.87,0.64,-9.73%,13.51%,86.93%,77.64%,75.78%,60.96%,4.48%,12.97%,-159.65%,31.15%,13.16%,11.04%,79.40%,2.53%
"QLYS","NASD","Qualys Inc","Technology","Software - Infrastructure",4841.63,137.48,2.80%,539381,794.59,0.68,-13.77%,19.20%,63.59%,4.97%,3.45%,-1.20%,6.09%,7.53%,9.84%,10.60%,7.23%,2.00%,107.30%,11.07%
"TENB","NASD","Tenable Holdings Inc","Technology","Software - Infrastructure",3556.27,32.25,1.99%,2590157,3718.48,0.70,-19.13%,15.51%,65.55%,41.88%,37.06%,-2.48%,8.05%,22.74%,106.28%,9.58%,14.53%,9.40%,115.69%,9.78%
"VRNS","NASD","Varonis Systems Inc","Technology","Software - Infrastructure",5251.60,45.74,2.14%,1568904,2331.37,0.67,-3.79%,22.66%,91.22%,31.47%,39.45%,-14.31%,3.99%,-33.92%,-0.22%,27.39%,55.12%,-5.12%,98.21%,7.31%
"MAN","NYSE","ManpowerGroup","Industrials","Staffing & Employment Services",2387.22,51.33,2.76%,1188275,1206.56,0.98,-1.93%,57.50%,75.43%,63.73%,72.65%,14.68%,5.39%,22.11%,178.22%,7.54%,30.17%,-3.53%,115.12%,13.69%
"NSP","NYSE","Insperity Inc","Industrials","Staffing & Employment Services",1845.48,48.35,0.77%,485522,765.74,0.63,-2.42%,26.87%,50.11%,2.26%,24.87%,-18.66%,5.60%,99.42%,-35.30%,1.72%,52.60%,6.85%,110.66%,10.76%
