"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float"
"EVC","NYSE","Entravision Communications Corp","Communication Services","Advertising Agencies",982.98,10.68,1.42%,1161868,3022.56,0.38,-0.09%,-4.73%,193.41%,225.61%,264.51%,356.41%,5.12%,,124.41%,114.45%,,-0.75%,51.45%,9.62%
"HPE","NYSE","Hewlett Packard Enterprise Co","Technology","Communication Equipment",63151.26,47.69,0.10%,11332869,25825.14,0.44,4.08%,-2.17%,70.75%,123.27%,98.54%,132.52%,4.11%,76.05%,153.39%,40.64%,31.41%,-1.01%,92.83%,4.94%
"DELL","NYSE","Dell Technologies Inc","Technology","Computer Hardware",283622.96,437.50,-0.42%,4604148,8711.06,0.53,10.39%,0.79%,106.23%,273.39%,247.55%,240.86%,5.53%,79.42%,281.26%,87.49%,35.99%,-2.04%,39.74%,4.35%
"SNDK","NASD","Sandisk Corp","Technology","Computer Hardware",212739.85,1436.56,-10.79%,14081144,13169.47,1.07,6.03%,-24.96%,54.07%,185.35%,505.17%,3315.50%,8.12%,2136.60%,272.72%,251.03%,,-4.61%,79.12%,5.38%
"ADPT","NASD","Adaptive Biotechnologies Corp","Healthcare","Diagnostics & Research",3564.19,22.27,-0.18%,2819965,2699.47,1.04,-2.84%,15.15%,61.14%,16.84%,37.13%,108.91%,5.57%,-16.83%,35.63%,35.14%,41.57%,-0.35%,95.22%,7.35%
"PSNL","NASD","Personalis Inc","Healthcare","Diagnostics & Research",1257.53,11.78,-3.60%,2900374,3861.56,0.75,-23.46%,3.70%,99.66%,4.71%,47.99%,75.56%,8.16%,-13.00%,-60.02%,-24.91%,9.40%,0.37%,61.14%,15.43%
"TWST","NASD","Twist Bioscience Corp","Healthcare","Diagnostics & Research",5621.23,90.27,-2.35%,1045544,1716.39,0.61,-3.81%,-1.18%,53.39%,99.93%,184.58%,157.33%,7.84%,-61.35%,-8.21%,19.31%,15.12%,3.65%,121.02%,23.65%
"LQDA","NASD","Liquidia Corp","Healthcare","Drug Manufacturers - Specialty & Generic",7667.38,86.22,-3.16%,1592161,1932.73,0.82,7.86%,14.14%,130.17%,109.93%,149.99%,359.35%,7.45%,514.50%,216.05%,4158.49%,,3.87%,67.50%,16.73%
"FCEL","NASD","Fuelcell Energy Inc","Industrials","Electrical Equipment & Parts",1699.83,21.26,-8.76%,7999241,12517.45,0.64,14.95%,-1.39%,74.69%,114.31%,190.83%,275.62%,11.47%,64.40%,18.77%,-4.86%,57.30%,3.83%,31.93%,20.01%
"WNC","NYSE","Wabash National Corp","Industrials","Farm & Heavy Construction Machinery",542.59,13.34,0.30%,676204,1089.78,0.62,-0.74%,1.83%,50.06%,28.89%,54.22%,25.14%,4.60%,17.91%,-120.69%,-20.39%,,3.61%,96.73%,9.86%
"HNGE","NYSE","Hinge Health Inc","Healthcare","Health Information Services",5750.12,74.31,-3.10%,1516605,1957.90,0.77,-14.67%,5.31%,71.85%,77.90%,59.98%,61.61%,5.52%,-0.83%,-73.45%,47.23%,19.58%,0.26%,52.84%,19.13%
"TXG","NASD","10x Genomics Inc","Healthcare","Health Information Services",5874.26,46.27,-3.72%,2671917,3145.82,0.85,5.78%,33.73%,116.01%,99.53%,183.69%,237.00%,7.01%,-130.22%,62.53%,-2.61%,-5.68%,1.40%,98.60%,14.37%
"OSCR","NYSE","Oscar Health Inc","Healthcare","Healthcare Plans",8499.09,28.19,-2.52%,3268391,7107.31,0.46,-3.13%,-3.33%,71.58%,79.67%,96.17%,98.52%,4.33%,164.58%,124.38%,52.55%,,1.55%,55.42%,8.02%
"XMTR","NASD","Xometry Inc","Industrials","Industrial Distribution",4768.27,86.31,-0.23%,1048355,938.75,1.12,-12.41%,-5.86%,84.11%,38.32%,45.13%,173.83%,7.00%,86.60%,66.12%,35.88%,73.78%,0.61%,92.23%,6.31%
"PENG","NASD","Penguin Solutions Inc","Technology","Information Technology Services",2759.42,53.85,-7.81%,3602099,3929.36,0.92,-10.86%,-16.80%,95.04%,159.77%,175.31%,116.27%,9.49%,37.62%,,47.64%,28.14%,12.37%,122.12%,19.80%
"SHAZ","NASD","SharonAI Holdings Inc","Technology","Information Technology Services",2283.09,64.89,-7.53%,1651640,1191.34,1.39,1.96%,-22.46%,52.15%,3315.26%,3315.26%,765.20%,11.81%,40.15%,49.08%,,6.97%,16.01%,26.99%,10.11%
"PRCH","NASD","Porch Group Inc","Financial","Insurance - Property & Casualty",1295.33,11.84,1.81%,1171863,2035.40,0.58,-13.45%,-9.96%,53.97%,41.12%,29.68%,-10.71%,5.93%,-42.86%,-159.92%,15.64%,,10.90%,73.37%,18.08%
