"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"APGE","NASD","Apogee Therapeutics Inc","Healthcare","Biotechnology",10223.90,135.08,0.00%,1077302,2698.95,0.40,0.17%,0.72%,71.62%,97.20%,78.96%,271.41%,0.06%,-7.64%,-0.60%,,-14.03%,-13.75%,77.42%,7.41%,0.26%,0.74%,47.45%,0.04%
"RPRX","NASD","Royalty Pharma plc","Healthcare","Biotechnology",35837.20,62.32,1.48%,2629278,3139.91,0.84,0.40%,9.01%,15.39%,31.26%,61.28%,73.21%,2.09%,10.34%,-43.58%,16.50%,10.26%,1.35%,85.05%,2.78%,4.01%,6.69%,27.52%,0.82%
"VIR","NASD","Vir Biotechnology Inc","Healthcare","Biotechnology",1967.98,11.63,6.31%,2776386,1872.31,1.48,8.59%,30.67%,33.07%,30.53%,92.87%,135.43%,7.57%,44.55%,159.17%,19582.54%,13.51%,4.95%,67.96%,14.63%,18.82%,20.50%,36.88%,7.69%
"MSI","NYSE","Motorola Solutions Inc","Technology","Communication Equipment",81297.16,491.24,1.22%,1004176,1007.12,1.00,1.21%,12.36%,18.25%,2.29%,28.15%,3.97%,1.34%,15.09%,9.61%,13.31%,11.19%,0.95%,91.78%,1.88%,3.70%,11.65%,16.61%,0.72%
"OGN","NYSE","Organon & Co","Healthcare","Drug Manufacturers - General",3613.51,13.76,0.00%,3436903,2656.63,1.29,0.07%,1.47%,2.84%,99.42%,91.91%,46.07%,0.13%,-8.47%,-28.36%,-2.26%,3.09%,-0.54%,83.40%,5.80%,0.44%,1.24%,35.02%,0.07%
"PFE","NYSE","Pfizer Inc","Healthcare","Drug Manufacturers - General",162725.67,28.55,0.32%,42463382,42114.95,1.01,-0.07%,14.06%,11.74%,7.41%,14.66%,15.31%,1.98%,-7.64%,-108.60%,2.60%,-8.27%,-0.48%,69.79%,2.62%,4.12%,11.07%,9.33%,-0.93%
"DE","NYSE","Deere & Co","Industrials","Farm & Heavy Construction Machinery",182288.34,676.08,3.23%,2308921,1248.23,1.85,7.20%,11.74%,16.72%,9.18%,45.22%,41.25%,2.48%,-2.02%,7.26%,4.96%,12.57%,2.03%,77.77%,2.03%,8.60%,10.19%,19.69%,3.16%
"SBLK","NASD","Star Bulk Carriers Corp","Industrials","Marine Shipping",3463.02,31.05,0.58%,1172767,1346.92,0.87,-0.19%,8.08%,13.32%,18.29%,61.55%,66.49%,2.97%,366.74%,432900.00%,44.46%,69.02%,2.55%,38.78%,2.58%,4.83%,11.86%,27.69%,0.19%
"MMED","NASD","MiniMed Group Inc","Healthcare","Medical Instruments & Supplies",6307.87,22.42,10.66%,6074984,1216.92,4.99,18.50%,17.38%,82.28%,,17.69%,,4.00%,151.51%,,,,1.73%,13.25%,22.59%,12.92%,27.31%,45.66%,9.90%
"SOLV","NYSE","Solventum Corp","Healthcare","Medical Instruments & Supplies",15481.85,90.95,-0.12%,1104119,1314.38,0.84,-0.72%,3.27%,19.00%,28.44%,14.78%,24.44%,1.85%,17.16%,3.35%,1.19%,9.82%,-1.44%,76.69%,2.40%,3.25%,9.52%,17.90%,-1.77%
"HP","NYSE","Helmerich & Payne Inc","Energy","Oil & Gas Drilling",4618.18,46.21,6.03%,2273150,1252.20,1.82,9.81%,35.28%,17.40%,36.07%,61.12%,121.21%,3.32%,-142.33%,145.34%,-0.58%,31.16%,-1.26%,102.77%,8.62%,9.61%,24.97%,32.38%,3.96%
"CNQ","NYSE","Canadian Natural Resources Ltd","Energy","Oil & Gas E&P",106806.32,51.81,3.48%,5643779,7901.59,0.71,4.48%,11.76%,9.74%,17.40%,53.06%,63.70%,2.46%,68.04%,84.04%,69.52%,11.61%,-2.91%,79.03%,2.87%,6.27%,14.41%,22.62%,2.06%
"COP","NYSE","Conoco Phillips","Energy","Oil & Gas E&P",163610.17,136.19,2.79%,6411535,7103.41,0.90,3.30%,14.29%,16.53%,14.91%,45.49%,37.61%,1.89%,66.25%,106.84%,37.70%,16.73%,-1.70%,87.09%,1.41%,6.44%,14.94%,21.55%,0.88%
"NOV","NYSE","NOV Inc","Energy","Oil & Gas Equipment & Services",7614.37,21.36,0.33%,2504707,3800.38,0.66,7.12%,9.65%,4.45%,10.37%,37.28%,61.45%,3.80%,134.83%,7.73%,-2.47%,54.76%,-1.35%,103.70%,7.28%,3.75%,8.21%,13.58%,-1.02%
"EQNR","NYSE","Equinor ASA ADR","Energy","Oil & Gas Integrated",105742.87,44.23,3.34%,2512096,3502.32,0.72,7.33%,10.82%,16.95%,41.54%,87.18%,79.72%,2.00%,111.94%,294.03%,36.01%,13.91%,0.17%,3.35%,0.78%,6.96%,16.16%,33.37%,1.87%
"ET","NYSE","Energy Transfer LP","Energy","Oil & Gas Midstream",73755.47,21.42,-0.42%,9229266,8844.27,1.04,1.90%,5.62%,9.62%,13.57%,29.90%,20.88%,1.38%,39.04%,85.28%,78.43%,14.27%,1.04%,30.94%,0.95%,1.91%,5.45%,13.78%,-1.11%
"OKE","NYSE","Oneok Inc","Energy","Oil & Gas Midstream",60320.08,95.69,-0.33%,4360230,3643.22,1.20,4.35%,8.44%,10.34%,12.87%,30.19%,25.28%,2.58%,5.58%,14.15%,56.32%,8.44%,1.11%,84.19%,3.99%,2.85%,4.88%,13.19%,-2.06%
"PAA","NASD","Plains All American Pipeline LP","Energy","Oil & Gas Midstream",18245.95,25.86,0.82%,2294036,2380.19,0.96,4.70%,6.86%,12.63%,20.90%,43.99%,43.67%,1.96%,8.97%,981.11%,65.47%,8.69%,0.97%,40.43%,3.00%,6.55%,8.98%,21.70%,0.43%
"PAGP","NASD","Plains GP Holdings LP","Energy","Oil & Gas Midstream",21691.51,28.47,0.89%,1524296,1460.51,1.04,4.82%,9.50%,16.16%,27.50%,56.89%,59.00%,1.95%,68.08%,1196.77%,65.47%,15.51%,0.39%,81.21%,7.59%,7.63%,11.71%,27.91%,-0.80%
"DINO","NYSE","HF Sinclair Corp","Energy","Oil & Gas Refining & Marketing",18484.19,103.97,2.32%,2672826,2614.79,1.02,11.51%,17.28%,42.00%,92.18%,125.63%,104.34%,4.37%,187.84%,350.42%,53.15%,12.71%,3.64%,88.24%,5.02%,12.15%,21.03%,60.27%,1.15%
"DK","NYSE","Delek US Holdings Inc","Energy","Oil & Gas Refining & Marketing",4490.77,73.34,-1.35%,1825312,1315.23,1.39,8.51%,11.10%,58.06%,79.18%,147.27%,164.67%,6.17%,88.41%,254.26%,47.83%,,-2.61%,101.82%,9.98%,9.74%,18.68%,64.81%,-4.73%
"MPC","NYSE","Marathon Petroleum Corp","Energy","Oil & Gas Refining & Marketing",107555.87,383.00,2.59%,2373680,2376.65,1.00,7.92%,24.74%,45.59%,80.68%,135.50%,113.12%,2.87%,367.79%,347.24%,53.10%,26.26%,-1.93%,80.09%,2.33%,9.67%,22.10%,60.38%,0.58%
"PBF","NYSE","PBF Energy Inc","Energy","Oil & Gas Refining & Marketing",8889.07,74.99,2.74%,5002303,2885.67,1.73,12.75%,10.43%,73.71%,88.61%,176.51%,174.49%,6.68%,519.20%,16421.43%,56.23%,,4.18%,89.31%,10.89%,7.34%,21.21%,71.49%,-0.01%
