"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float"
"HXL","NYSE","Hexcel Corp","Industrials","Aerospace & Defense",7732.04,102.51,0.62%,691204,1055.21,0.66,4.04%,4.91%,20.63%,24.81%,38.71%,74.66%,2.51%,30.52%,37.12%,8.46%,28.23%,-0.92%,116.63%,5.70%
"IVZ","NYSE","Invesco Ltd","Financial","Asset Management",13425.68,30.29,5.42%,4688151,5404.70,0.87,12.05%,4.72%,22.52%,5.31%,15.29%,80.92%,3.22%,36.71%,34.73%,16.87%,22.43%,2.56%,97.26%,4.16%
"NTRS","NASD","Northern Trust Corp","Financial","Asset Management",35378.72,191.19,2.44%,721666,1105.65,0.66,6.26%,9.66%,22.70%,30.80%,39.97%,54.68%,2.05%,23.69%,42.59%,7.77%,15.92%,-1.01%,86.98%,1.91%
"STT","NYSE","State Street Corp","Financial","Asset Management",51658.56,186.65,1.63%,3027967,2260.14,1.35,5.20%,11.35%,31.65%,40.24%,44.68%,82.97%,2.78%,26.04%,22.20%,0.63%,17.35%,-2.35%,95.69%,1.82%
"BAC","NYSE","Bank Of America Corp","Financial","Banks - Diversified",437185.45,61.60,1.62%,34201189,36042.77,0.95,5.67%,9.97%,15.47%,11.62%,12.01%,33.49%,2.22%,20.23%,35.65%,-1.14%,15.40%,-2.14%,78.34%,1.28%
"BNS","NYSE","Bank Of Nova Scotia","Financial","Banks - Diversified",111295.12,90.30,1.47%,1063473,2554.07,0.42,6.35%,7.51%,21.24%,24.79%,22.54%,65.68%,1.57%,17.31%,40.64%,-0.96%,13.81%,-6.68%,47.50%,0.65%
"BNY","NYSE","Bank Of New York Mellon Corp","Financial","Banks - Diversified",111639.56,162.65,5.28%,5378718,3906.57,1.38,8.33%,12.97%,24.63%,34.80%,40.11%,70.92%,2.53%,20.67%,41.64%,1.20%,13.70%,-1.47%,87.82%,1.10%
"CM","NYSE","Canadian Imperial Bank Of Commerce","Financial","Banks - Diversified",111888.16,120.75,1.84%,612868,1430.87,0.43,5.95%,6.43%,13.76%,32.07%,33.26%,67.62%,1.84%,19.83%,29.11%,4.94%,12.99%,-1.81%,49.93%,1.39%
"ING","NYSE","ING Groep NV ADR","Financial","Banks - Diversified",95835.59,33.31,1.73%,2243311,3265.14,0.69,4.27%,10.28%,13.43%,15.84%,19.84%,49.46%,1.29%,10.68%,26.33%,14.87%,14.02%,-43.84%,5.86%,0.03%
"JPM","NYSE","JPMorgan Chase & Co","Financial","Banks - Diversified",930058.45,347.10,1.23%,7780045,9281.82,0.84,4.98%,8.23%,11.56%,6.97%,7.72%,21.13%,2.45%,18.15%,47.08%,18.09%,9.52%,-0.32%,76.26%,1.01%
