"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float"
"GD","NYSE","General Dynamics Corp","Industrials","Aerospace & Defense",103247.54,381.79,2.31%,1683036,1294.79,1.30,3.52%,8.98%,19.03%,4.66%,13.41%,20.46%,2.09%,8.43%,12.20%,10.29%,8.48%,-0.41%,88.26%,1.17%
"HXL","NYSE","Hexcel Corp","Industrials","Aerospace & Defense",8288.70,109.89,3.07%,1440101,1045.81,1.38,8.06%,14.33%,26.09%,32.89%,48.70%,75.54%,3.43%,30.52%,37.12%,8.46%,28.23%,-0.82%,117.00%,5.71%
"CTVA","NYSE","Corteva Inc","Basic Materials","Agricultural Inputs",59377.83,88.78,0.28%,3177235,3815.36,0.83,2.46%,12.22%,11.88%,24.20%,32.45%,20.14%,1.92%,12.72%,12.56%,11.05%,11.66%,0.84%,89.51%,2.82%
"CORT","NASD","Corcept Therapeutics Inc","Healthcare","Biotechnology",10376.60,96.66,6.36%,981083,1128.84,0.87,7.74%,21.05%,107.56%,166.21%,177.76%,41.34%,4.48%,-28.59%,-276.49%,4.89%,87.68%,3.37%,74.07%,9.13%
"FTRE","NASD","Fortrea Holdings Inc","Healthcare","Biotechnology",1844.70,19.50,5.46%,1705218,1449.42,1.18,8.82%,18.47%,85.71%,14.64%,13.04%,209.03%,3.89%,87.48%,95.96%,-2.27%,44.60%,7.09%,106.32%,10.41%
"MRVI","NASD","Maravai LifeSciences Holdings Inc","Healthcare","Biotechnology",1820.24,7.05,-0.70%,2158018,2987.79,0.72,-0.56%,31.28%,91.06%,84.07%,116.92%,169.08%,5.54%,60.67%,87.79%,40.53%,43.44%,-2.12%,73.37%,8.29%
"LPRO","NASD","Open Lending Corp","Financial","Credit Services",370.35,3.13,-0.32%,935281,2675.31,0.35,-0.32%,0.32%,78.86%,58.88%,101.94%,22.75%,0.32%,367.86%,-175.00%,-16.00%,,-4.93%,58.27%,3.28%
"ILMN","NASD","Illumina Inc","Healthcare","Diagnostics & Research",29784.92,196.86,3.14%,1220563,1864.58,0.65,3.47%,19.36%,50.85%,29.11%,50.09%,88.18%,4.06%,8.06%,5.61%,4.80%,12.48%,-0.67%,105.16%,5.01%
"LQDA","NASD","Liquidia Corp","Healthcare","Drug Manufacturers - Specialty & Generic",7917.27,89.03,2.29%,1586384,1916.97,0.83,18.28%,20.25%,140.23%,122.66%,158.13%,401.58%,8.59%,514.50%,216.05%,4158.49%,,3.87%,67.43%,17.87%
"PCAR","NASD","Paccar Inc","Industrials","Farm & Heavy Construction Machinery",68811.93,130.75,-0.27%,5255694,3136.85,1.68,3.22%,11.96%,4.37%,6.08%,19.40%,30.96%,2.78%,14.04%,19.73%,-8.96%,15.57%,0.47%,73.68%,2.92%
"ADM","NYSE","Archer Daniels Midland Co","Consumer Defensive","Farm Products",41616.95,86.35,-1.11%,2569481,3725.50,0.69,4.04%,13.86%,24.37%,27.55%,50.20%,53.59%,2.03%,38.73%,0.80%,1.55%,15.73%,-0.64%,87.67%,3.68%
"TXG","NASD","10x Genomics Inc","Healthcare","Health Information Services",6101.52,48.06,2.15%,2983163,3154.14,0.95,8.05%,50.80%,110.51%,111.90%,194.67%,252.86%,6.94%,-130.22%,62.53%,-2.61%,-5.68%,1.40%,98.57%,14.45%
