"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float"
"IVZ","NYSE","Invesco Ltd","Financial","Asset Management",13431.89,30.30,0.00%,4503456,5415.62,0.83,5.91%,4.12%,22.62%,7.07%,15.34%,79.50%,3.74%,36.71%,34.73%,16.87%,22.44%,2.56%,97.23%,4.16%
"NTRS","NASD","Northern Trust Corp","Financial","Asset Management",34885.11,188.52,-1.36%,1063996,1109.57,0.96,3.10%,9.15%,20.79%,29.79%,38.02%,51.05%,1.98%,23.69%,42.59%,7.77%,15.92%,-1.01%,86.96%,1.91%
"STT","NYSE","State Street Corp","Financial","Asset Management",51384.57,185.66,-0.50%,5581795,2291.04,2.44,3.05%,10.93%,30.07%,39.79%,43.91%,76.77%,2.49%,26.49%,22.20%,0.63%,17.76%,-2.35%,95.68%,1.82%
"WT","NYSE","WisdomTree Inc","Financial","Asset Management",3083.29,20.16,0.75%,2287818,3190.79,0.72,1.51%,10.04%,17.96%,50.79%,65.38%,59.12%,4.22%,33.39%,-199.82%,47.55%,18.19%,2.46%,106.41%,11.94%
"BNS","NYSE","Bank Of Nova Scotia","Financial","Banks - Diversified",110483.99,89.64,-0.72%,2128803,2555.77,0.83,4.16%,5.93%,18.95%,23.35%,21.64%,62.77%,1.34%,17.43%,40.64%,-0.96%,13.96%,-6.68%,47.49%,0.65%
"BNY","NYSE","Bank Of New York Mellon Corp","Financial","Banks - Diversified",110410.94,160.86,-0.92%,5866848,3968.31,1.48,5.65%,12.88%,21.90%,30.85%,38.56%,68.46%,2.88%,22.65%,26.82%,-2.48%,14.30%,-1.47%,87.81%,1.10%
"CM","NYSE","Canadian Imperial Bank Of Commerce","Financial","Banks - Diversified",111878.89,120.74,-0.02%,1065830,1449.60,0.74,4.67%,6.22%,12.54%,31.75%,33.25%,66.33%,1.65%,19.89%,29.11%,4.94%,12.99%,-1.81%,49.92%,1.39%
"HSBC","NYSE","HSBC Holdings plc ADR","Financial","Banks - Diversified",345459.08,100.52,0.06%,1471300,1595.98,0.92,2.55%,8.18%,10.55%,23.31%,27.77%,60.73%,1.15%,11.05%,2.66%,-3.67%,10.31%,20.00%,2.46%,0.16%
"RY","NYSE","Royal Bank Of Canada","Financial","Banks - Diversified",300289.77,216.07,-0.83%,1561063,1622.07,0.96,3.60%,8.54%,22.80%,27.90%,26.73%,63.70%,1.43%,11.78%,31.96%,8.13%,10.02%,-3.12%,52.55%,0.56%
"ASB","NYSE","Associated Banc-Corp","Financial","Banks - Regional",5271.96,31.77,2.72%,1886256,2045.87,0.92,4.54%,8.73%,15.07%,22.15%,23.33%,25.23%,1.63%,5.45%,18.38%,2.96%,8.10%,4.20%,90.26%,4.87%
"CFG","NYSE","Citizens Financial Group Inc","Financial","Banks - Regional",31462.41,74.40,4.61%,9427936,4626.09,2.04,6.50%,11.63%,14.13%,24.46%,27.38%,58.40%,1.74%,35.24%,46.43%,2.69%,23.98%,-2.65%,98.42%,3.74%
"COLB","NASD","Columbia Banking System Inc","Financial","Banks - Regional",9729.77,33.61,3.19%,3500833,2794.26,1.25,5.63%,8.59%,15.50%,18.81%,20.25%,40.75%,1.46%,-2.46%,59.36%,25.76%,4.84%,-3.04%,97.93%,2.99%
"CVBF","NASD","CVB Financial Corp","Financial","Banks - Regional",4111.41,23.30,2.60%,1633711,1908.83,0.86,4.25%,11.80%,14.72%,21.67%,25.27%,12.45%,1.60%,-5.15%,2.96%,2.61%,,4.33%,64.78%,5.09%
"EBC","NASD","Eastern Bankshares Inc","Financial","Banks - Regional",5422.62,23.46,3.44%,2758068,3120.39,0.88,5.77%,14.89%,13.44%,22.96%,27.29%,49.52%,1.70%,19.98%,126.85%,1206.82%,,-3.21%,74.16%,8.76%
"FBP","NYSE","First Bancorp PR","Financial","Banks - Regional",4306.42,27.84,2.84%,1566792,1475.15,1.06,4.86%,10.30%,21.94%,33.14%,34.30%,28.47%,1.46%,4.66%,20.85%,1.45%,7.17%,-0.94%,98.70%,4.23%
"FIBK","NASD","First Interstate BancSystem Inc","Financial","Banks - Regional",3907.08,40.22,2.21%,1910070,1157.27,1.65,3.37%,10.40%,18.05%,10.28%,16.24%,33.44%,1.80%,-8.68%,24.97%,-9.08%,2.86%,-4.92%,96.76%,11.16%
"FITB","NYSE","Fifth Third Bancorp","Financial","Banks - Regional",53807.72,59.37,2.47%,8557628,6766.65,1.26,5.01%,12.02%,19.12%,23.35%,26.83%,37.91%,1.67%,-12.69%,-78.19%,23.33%,15.81%,18.66%,91.49%,5.78%
"FLG","NYSE","Flagstar Bank NA","Financial","Banks - Regional",6402.29,15.36,2.33%,3764673,4774.53,0.79,3.99%,1.92%,8.70%,19.91%,22.00%,37.63%,1.92%,181.16%,110.71%,-16.95%,,3.95%,67.97%,12.84%
"FNB","NYSE","F.N.B. Corp","Financial","Banks - Regional",6937.74,19.49,2.15%,7366652,5111.88,1.44,4.22%,6.56%,8.94%,13.98%,13.98%,25.66%,1.42%,7.86%,18.03%,0.77%,10.14%,2.34%,88.38%,8.89%
"FULT","NASD","Fulton Financial Corp","Financial","Banks - Regional",4814.65,25.19,3.15%,2041447,1928.08,1.06,4.44%,10.00%,15.87%,30.38%,30.32%,32.58%,1.53%,-3.20%,3.32%,-1.38%,6.50%,2.74%,78.15%,5.65%
"GBCI","NYSE","Glacier Bancorp Inc","Financial","Banks - Regional",7094.08,54.51,3.41%,1170663,1042.65,1.12,6.20%,10.50%,14.16%,18.53%,23.75%,21.08%,1.89%,55.19%,31.23%,24.10%,,3.93%,83.88%,6.69%
"HOMB","NYSE","Home Bancshares Inc","Financial","Banks - Regional",6181.38,30.69,4.78%,4060908,1782.24,2.28,7.20%,10.28%,10.91%,9.37%,10.48%,7.61%,1.37%,4.91%,-1.05%,5.42%,3.95%,1.38%,73.50%,5.84%
"KEY","NYSE","Keycorp","Financial","Banks - Regional",25894.06,23.99,1.95%,9630605,11575.05,0.83,3.85%,7.00%,11.22%,15.06%,16.23%,33.50%,1.69%,20.19%,33.12%,-1.18%,16.92%,-2.35%,88.69%,2.88%
"MTB","NYSE","M & T Bank Corp","Financial","Banks - Regional",37202.90,254.04,2.22%,1689827,1072.17,1.58,6.77%,12.44%,17.02%,21.46%,26.09%,31.96%,2.05%,12.47%,25.37%,1.79%,11.01%,-1.56%,93.82%,4.11%
"NWBI","NASD","Northwest Bancshares Inc","Financial","Banks - Regional",2292.75,15.67,3.09%,1288274,1136.06,1.13,4.82%,7.70%,17.91%,30.80%,30.58%,18.35%,1.25%,9.23%,1.71%,12.01%,,0.66%,69.91%,4.91%
"ONB","NASD","Old National Bancorp","Financial","Banks - Regional",10544.12,27.29,3.45%,6398277,3613.47,1.77,4.28%,10.22%,16.82%,20.86%,22.32%,19.85%,1.45%,17.17%,35.08%,37.97%,13.31%,0.31%,97.81%,6.27%
"PFS","NYSE","Provident Financial Services Inc","Financial","Banks - Regional",3199.20,24.55,3.94%,1083243,1002.85,1.08,5.05%,6.32%,10.04%,24.43%,24.30%,33.93%,1.49%,6.41%,23.84%,4.24%,,0.83%,74.66%,5.44%
"PNC","NYSE","PNC Financial Services Group Inc","Financial","Banks - Regional",102479.29,255.20,0.41%,2363104,2074.09,1.14,1.71%,10.69%,14.92%,20.12%,22.26%,31.59%,2.00%,14.08%,24.81%,6.46%,12.87%,-0.96%,85.82%,1.92%
"RF","NYSE","Regions Financial Corp","Financial","Banks - Regional",27649.50,32.40,2.92%,14878467,10428.96,1.43,5.95%,13.29%,16.34%,16.38%,19.56%,34.55%,2.19%,12.35%,21.53%,0.57%,10.87%,-4.71%,86.00%,6.34%
"SFNC","NASD","Simmons First National Corp","Financial","Banks - Regional",3372.74,23.25,0.09%,3517932,1288.17,2.73,2.33%,5.68%,13.14%,24.07%,23.34%,19.29%,1.71%,19.85%,83.93%,-2.34%,12.15%,2.54%,81.97%,3.58%
"USB","NYSE","U.S. Bancorp","Financial","Banks - Regional",99710.41,64.01,1.59%,12069583,8852.01,1.36,3.41%,10.76%,13.55%,18.43%,19.96%,40.13%,1.58%,11.12%,15.21%,1.38%,10.93%,0.41%,84.56%,1.52%
"VLY","NASD","Valley National Bancorp","Financial","Banks - Regional",8417.26,15.19,2.36%,8406444,6338.35,1.33,3.62%,6.30%,15.60%,30.27%,30.05%,64.22%,1.62%,30.29%,59.30%,3.92%,21.29%,-0.09%,75.55%,8.54%
"WSBC","NASD","Wesbanco Inc","Financial","Banks - Regional",3960.72,41.18,4.20%,1270561,1213.04,1.05,5.94%,14.14%,14.36%,22.67%,23.89%,28.01%,1.61%,5.56%,684.20%,27.23%,,0.63%,75.52%,6.63%
"ZION","NASD","Zions Bancorporation N.A","Financial","Banks - Regional",10783.30,73.31,2.46%,1517673,1593.65,0.95,4.70%,10.62%,18.53%,25.27%,25.23%,33.05%,1.88%,8.44%,37.45%,-1.33%,7.51%,-2.36%,80.49%,4.51%
"MNST","NASD","Monster Beverage Corp","Consumer Defensive","Beverages - Non-Alcoholic",97742.13,99.94,2.43%,7018225,5577.07,1.26,3.51%,7.20%,33.38%,27.43%,30.35%,70.40%,1.60%,11.68%,27.65%,26.89%,12.46%,0.96%,68.50%,2.90%
"APGE","NASD","Apogee Therapeutics Inc","Healthcare","Biotechnology",10104.83,134.08,-0.16%,1359073,2535.68,0.54,0.38%,55.56%,50.11%,69.72%,77.64%,249.44%,0.27%,-5.26%,-11.87%,,-12.96%,-19.25%,66.50%,9.04%
"ATAI","NASD","AtaiBeckley Inc","Healthcare","Biotechnology",2632.39,7.15,33.40%,165634967,7959.61,20.81,34.15%,86.20%,78.75%,94.82%,74.82%,164.81%,8.54%,85.39%,44.43%,-38.65%,46.41%,16.23%,26.26%,10.29%
"ELVN","NASD","Enliven Therapeutics Inc","Healthcare","Biotechnology",3633.35,50.86,-4.33%,866958,1317.03,0.66,-2.53%,20.07%,15.72%,97.51%,230.26%,137.00%,4.08%,6.59%,34.03%,,-16.86%,0.15%,71.66%,15.11%
"MRVI","NASD","Maravai LifeSciences Holdings Inc","Healthcare","Biotechnology",1830.57,7.09,0.71%,5236296,2935.27,1.78,18.76%,42.94%,102.57%,76.37%,118.15%,181.35%,6.10%,60.67%,87.79%,40.53%,43.44%,-2.11%,72.94%,8.29%
"AAPL","NASD","Apple Inc","Technology","Consumer Electronics",4894708.56,333.26,1.76%,62654067,54476.07,1.15,5.39%,12.43%,25.08%,27.66%,22.59%,58.57%,2.33%,17.43%,22.04%,16.60%,12.78%,0.00%,67.20%,0.96%
"V","NYSE","Visa Inc","Financial","Credit Services",687969.38,365.14,2.82%,8703001,8368.53,1.04,4.87%,12.76%,15.58%,11.36%,4.11%,4.36%,2.06%,14.64%,35.82%,17.05%,13.71%,-1.26%,80.91%,1.25%
"ADPT","NASD","Adaptive Biotechnologies Corp","Healthcare","Diagnostics & Research",3536.98,22.10,-3.49%,2447001,2561.75,0.96,1.38%,26.58%,52.10%,22.30%,36.08%,104.06%,5.96%,-16.83%,35.63%,35.14%,41.57%,-0.87%,95.56%,7.32%
"AMRX","NASD","Amneal Pharmaceuticals Inc","Healthcare","Drug Manufacturers - Specialty & Generic",5760.74,18.04,4.88%,2318366,1923.37,1.21,5.99%,11.08%,38.24%,39.09%,43.17%,118.40%,3.22%,17.12%,403.46%,3.90%,15.16%,4.14%,47.46%,4.79%
"EA","NASD","Electronic Arts Inc","Communication Services","Electronic Gaming & Multimedia",52116.19,207.84,0.27%,2708841,1934.54,1.40,0.62%,2.32%,2.26%,1.72%,1.72%,39.16%,0.50%,2.99%,85.07%,13.65%,4.21%,-1.17%,83.24%,4.23%
"VOYA","NYSE","Voya Financial Inc","Financial","Financial Conglomerates",9120.12,100.59,2.13%,1738670,1292.74,1.34,4.21%,10.33%,36.97%,30.64%,35.04%,40.82%,2.06%,6.10%,22.85%,3.15%,13.12%,1.41%,106.43%,3.14%
"CROX","NASD","Crocs Inc","Consumer Cyclical","Footwear & Accessories",6902.39,138.91,4.15%,1119843,1193.43,0.94,9.27%,10.01%,35.50%,62.72%,62.43%,34.60%,4.16%,9.24%,-4.26%,-1.69%,5.16%,-0.89%,100.03%,10.00%
"SN","NYSE","SharkNinja Inc","Consumer Cyclical","Furnishings, Fixtures & Appliances",21823.86,154.21,2.77%,894565,1996.60,0.45,3.63%,15.87%,33.50%,22.18%,37.81%,39.54%,3.03%,16.49%,2.94%,15.55%,15.08%,2.56%,59.47%,10.86%
"PRVA","NASD","Privia Health Group Inc","Healthcare","Health Information Services",3430.06,27.22,-3.13%,2429482,1070.88,2.27,-1.98%,18.24%,16.13%,18.09%,14.80%,32.26%,2.75%,35.83%,-29.09%,25.78%,49.15%,-0.65%,91.63%,3.17%
"TDOC","NYSE","Teladoc Health Inc","Healthcare","Health Information Services",1709.46,9.47,-2.57%,3738726,4761.38,0.79,2.82%,26.94%,70.94%,35.48%,35.29%,20.18%,4.12%,20.10%,33.27%,-2.47%,22.25%,5.29%,80.20%,15.59%
"CVS","NYSE","CVS Health Corp","Healthcare","Healthcare Plans",135886.25,106.50,0.56%,9852952,8290.93,1.19,3.59%,5.78%,42.02%,32.00%,34.20%,66.93%,2.68%,10.25%,63.49%,6.17%,12.73%,-1.09%,90.39%,1.57%
"HUM","NYSE","Humana Inc","Healthcare","Healthcare Plans",46401.37,386.48,-5.22%,2238870,1619.88,1.38,-2.84%,1.64%,94.83%,41.07%,50.89%,70.59%,3.05%,-47.76%,-4.51%,23.47%,16.05%,-3.13%,99.64%,3.61%
"PGNY","NASD","Progyny Inc","Healthcare","Healthcare Plans",2495.67,31.86,-1.48%,1516033,1511.32,1.00,2.54%,18.39%,83.21%,26.23%,24.07%,38.40%,3.08%,98.36%,69.57%,1.38%,36.07%,-1.00%,103.26%,6.49%
"UNH","NYSE","Unitedhealth Group Inc","Healthcare","Healthcare Plans",384490.16,423.38,1.16%,13244287,7166.82,1.85,-1.92%,3.00%,34.81%,26.79%,28.25%,44.75%,2.19%,13.82%,0.69%,1.96%,15.57%,0.69%,86.19%,2.03%
"GNW","NYSE","Genworth Financial Inc","Financial","Insurance - Life",3837.75,10.02,2.87%,4276836,2788.54,1.53,8.68%,13.09%,15.57%,18.02%,10.96%,36.51%,2.51%,211.43%,-6.50%,-2.32%,,-0.81%,88.49%,2.09%
"MET","NYSE","Metlife Inc","Financial","Insurance - Life",60290.03,93.70,1.63%,3062929,3525.18,0.87,2.80%,6.89%,20.87%,21.56%,18.70%,22.34%,1.66%,11.95%,35.88%,2.72%,11.68%,-0.73%,79.12%,2.66%
