"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"DBRG","NYSE","DigitalBridge Group Inc","Financial","Asset Management",3042.58,15.99,0.06%,7834986,4134.41,1.90,0.69%,0.06%,1.65%,3.83%,4.24%,30.00%,0.23%,,1100.21%,99.04%,,0.80%,97.20%,6.80%,0.41%,0.57%,3.14%,0.00%
"GMAB","NASD","Genmab ADR","Healthcare","Biotechnology",20764.51,34.75,-1.33%,2509694,2236.62,1.12,1.02%,5.24%,34.35%,34.64%,12.82%,20.95%,1.74%,-22.47%,-11.45%,23.03%,19.42%,0.35%,15.56%,1.16%,2.79%,9.38%,17.79%,-1.81%
"HALO","NASD","Halozyme Therapeutics Inc","Healthcare","Biotechnology",12761.71,112.44,-2.34%,2702922,2111.51,1.28,3.69%,3.50%,58.03%,81.24%,67.07%,44.95%,3.34%,102.75%,42.59%,47.67%,41.35%,0.67%,109.84%,13.26%,3.26%,14.47%,46.76%,-3.77%
"MRNA","NASD","Moderna Inc","Healthcare","Biotechnology",72704.85,182.11,-0.25%,17663026,16523.83,1.07,25.06%,31.12%,201.41%,254.71%,517.53%,606.13%,8.35%,-14.52%,7.60%,2.11%,27.03%,2.14%,79.86%,10.71%,20.90%,73.66%,191.07%,-0.71%
"QMCO","NASD","Quantum Corp","Technology","Computer Hardware",1023.48,25.97,1.25%,3678660,1438.28,2.56,8.98%,20.45%,93.52%,408.22%,302.64%,142.94%,6.22%,117.29%,-277.09%,25.69%,,13.23%,36.58%,7.39%,7.69%,37.80%,142.78%,2.08%
"A","NYSE","Agilent Technologies Inc","Healthcare","Diagnostics & Research",46608.48,165.32,-1.16%,3234399,2235.28,1.45,7.57%,7.75%,25.59%,44.76%,21.50%,31.27%,2.90%,10.95%,8.50%,8.06%,10.16%,1.16%,95.50%,2.02%,7.98%,12.27%,25.44%,-0.73%
"CDNA","NASD","Caredx Inc","Healthcare","Diagnostics & Research",2809.69,54.31,-3.86%,1907321,1141.63,1.67,1.42%,14.34%,100.18%,204.43%,188.27%,248.81%,3.60%,107.55%,1412.42%,52.23%,46.93%,0.48%,100.15%,12.38%,4.95%,16.91%,99.81%,-3.45%
"ILMN","NASD","Illumina Inc","Healthcare","Diagnostics & Research",38562.38,255.38,3.20%,2297198,2511.00,0.91,11.55%,14.41%,45.86%,102.71%,94.71%,157.00%,5.44%,10.60%,-9.61%,9.84%,13.19%,-0.49%,103.73%,6.46%,14.73%,23.10%,61.79%,2.65%
"IQV","NYSE","IQVIA Holdings Inc","Healthcare","Diagnostics & Research",44089.76,267.86,-0.83%,1111780,1465.36,0.76,-0.36%,2.93%,44.31%,61.27%,18.83%,43.66%,1.97%,8.79%,-0.36%,8.84%,10.65%,-1.52%,102.23%,2.32%,1.24%,9.32%,31.12%,-1.03%
"NTRA","NASD","Natera Inc","Healthcare","Diagnostics & Research",56330.10,390.79,-0.03%,1681272,1431.90,1.17,13.16%,19.25%,50.32%,100.90%,70.58%,126.11%,4.43%,11.35%,36.85%,37.71%,,1.36%,92.54%,4.09%,13.89%,25.65%,60.90%,0.99%
"TMO","NYSE","Thermo Fisher Scientific Inc","Healthcare","Diagnostics & Research",245992.86,665.30,1.03%,2315339,2104.25,1.10,2.60%,5.81%,35.17%,35.70%,14.82%,41.63%,2.04%,9.79%,9.38%,10.49%,9.85%,-0.34%,94.28%,1.54%,5.92%,11.11%,23.39%,1.17%
"ABBV","NYSE","Abbvie Inc","Healthcare","Drug Manufacturers - General",468427.44,265.08,-0.05%,3445541,6131.86,0.56,0.98%,0.21%,12.85%,29.18%,16.01%,19.08%,1.58%,40.50%,288.03%,10.16%,21.47%,0.58%,78.23%,1.11%,2.09%,3.37%,15.17%,-0.35%
"BIIB","NASD","Biogen Inc","Healthcare","Drug Manufacturers - General",33618.47,227.53,0.96%,1494258,1093.94,1.37,5.33%,4.31%,14.00%,23.70%,29.29%,63.33%,2.52%,-18.73%,-84.85%,2.38%,6.93%,3.10%,98.63%,3.91%,4.05%,7.32%,17.59%,0.26%
"AVT","NASD","Avnet Inc","Technology","Electronics & Computer Distribution",8301.68,101.15,2.95%,1764215,1212.06,1.46,9.08%,17.26%,14.63%,65.22%,110.38%,90.81%,3.54%,104.80%,1987.43%,47.66%,35.06%,0.18%,108.26%,9.82%,8.71%,10.43%,35.53%,2.89%
"DE","NYSE","Deere & Co","Industrials","Farm & Heavy Construction Machinery",191293.82,709.48,0.90%,1620366,1238.38,1.31,5.98%,9.38%,18.10%,21.69%,52.39%,50.42%,2.24%,-2.05%,7.26%,4.96%,13.35%,2.08%,77.74%,2.10%,4.97%,11.39%,22.20%,1.06%
"NEOG","NASD","Neogen Corp","Healthcare","Medical Devices",2959.70,13.57,-2.93%,3676813,2260.78,1.63,8.13%,16.98%,47.82%,48.96%,94.13%,142.32%,4.17%,-3.13%,98.16%,-0.07%,12.86%,1.98%,109.82%,4.90%,10.92%,18.22%,38.93%,-4.50%
"ATRC","NASD","Atricure Inc","Healthcare","Medical Instruments & Supplies",3049.68,59.96,1.91%,1206214,1091.91,1.10,4.93%,21.66%,112.00%,102.48%,51.55%,63.63%,3.38%,144.56%,241.25%,12.83%,,4.46%,104.91%,8.48%,11.28%,30.57%,67.67%,1.76%
"BLFS","NASD","Biolife Solutions Inc","Healthcare","Medical Instruments & Supplies",1846.37,37.74,-0.87%,929693,1134.58,0.82,4.51%,1.48%,47.59%,91.57%,56.08%,52.48%,2.26%,340.00%,376.10%,11.98%,,-6.07%,95.13%,8.31%,4.19%,9.93%,44.72%,-0.79%
"RGEN","NASD","Repligen Corp","Healthcare","Medical Instruments & Supplies",10414.06,184.53,-1.19%,934750,1112.38,0.84,6.72%,1.60%,33.33%,58.67%,12.61%,48.87%,3.34%,20.56%,-66.40%,11.93%,26.39%,0.40%,117.46%,12.41%,5.87%,12.97%,29.44%,-0.99%
"UGP","NYSE","Ultrapar Participacoes SA ADR","Energy","Oil & Gas Refining & Marketing",8199.42,7.66,-0.39%,4792483,3587.51,1.34,1.32%,13.99%,56.97%,45.08%,103.18%,90.55%,2.37%,85.10%,138.38%,20.89%,15.51%,-0.95%,5.44%,0.34%,5.76%,14.34%,40.55%,-1.03%
"AMD","NASD","Advanced Micro Devices Inc","Technology","Semiconductors",1003335.42,614.61,-1.47%,16271224,25289.54,0.64,19.92%,34.56%,18.25%,199.27%,186.99%,281.98%,4.20%,82.99%,158.80%,50.11%,76.36%,3.59%,75.18%,2.57%,19.81%,22.89%,70.42%,-1.11%
"QRVO","NASD","Qorvo Inc","Technology","Semiconductors",10550.42,119.59,0.97%,1129369,1256.91,0.90,4.93%,25.40%,23.06%,50.16%,41.51%,27.43%,3.72%,9.26%,251.85%,-4.15%,8.86%,2.31%,97.16%,5.64%,11.11%,21.35%,33.45%,0.97%
"SWKS","NASD","Skyworks Solutions Inc","Technology","Semiconductors",13760.73,91.45,1.66%,5029314,6363.80,0.79,6.85%,36.78%,28.08%,65.19%,44.22%,12.54%,5.15%,-15.00%,-67.95%,-3.13%,-0.69%,10.38%,123.83%,23.06%,15.70%,29.68%,40.39%,1.37%
"DT","NYSE","Dynatrace Inc","Technology","Software - Application",16909.51,58.51,2.29%,7708804,6250.30,1.23,6.02%,19.29%,44.08%,60.08%,35.00%,22.48%,2.96%,16.75%,-20.86%,16.17%,16.83%,3.48%,106.09%,4.20%,9.18%,18.44%,38.98%,1.69%
"RNG","NYSE","RingCentral Inc","Technology","Software - Application",6616.20,79.23,-0.63%,2261595,1879.69,1.20,7.74%,18.11%,121.00%,115.83%,174.34%,159.35%,5.34%,15.44%,215.14%,5.90%,12.29%,1.42%,104.10%,8.53%,9.61%,26.20%,86.19%,0.54%
