"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float"
"HXL","NYSE","Hexcel Corp","Industrials","Aerospace & Defense",8042.04,106.62,-1.89%,1096607,1061.76,1.03,3.79%,7.52%,22.30%,31.19%,44.28%,75.36%,3.34%,30.52%,37.12%,8.46%,28.23%,-0.82%,116.97%,5.71%
"CTVA","NYSE","Corteva Inc","Basic Materials","Agricultural Inputs",59210.63,88.53,1.83%,2125533,3823.03,0.56,4.83%,12.26%,10.18%,28.49%,32.08%,20.04%,2.04%,12.61%,12.56%,11.05%,11.66%,0.84%,89.55%,2.82%
"VSXY","NYSE","Victoria's Secret & Co","Consumer Cyclical","Apparel Retail",6942.80,87.34,0.29%,2281376,2259.31,1.01,3.51%,8.40%,59.03%,40.44%,61.23%,313.15%,5.13%,53.84%,2332.02%,15.30%,26.53%,1.79%,96.94%,15.75%
"HSBC","NYSE","HSBC Holdings plc ADR","Financial","Banks - Diversified",354360.20,103.11,1.97%,1762784,1590.51,1.11,2.64%,6.84%,13.76%,24.98%,31.07%,60.96%,1.68%,11.21%,2.66%,-3.67%,10.29%,19.94%,2.46%,0.16%
"ING","NYSE","ING Groep NV ADR","Financial","Banks - Diversified",94310.91,33.33,0.66%,1685954,3240.76,0.52,0.06%,3.51%,16.99%,18.11%,19.89%,45.76%,1.28%,10.91%,26.33%,14.87%,13.97%,-44.49%,5.99%,0.04%
"FBP","NYSE","First Bancorp PR","Financial","Banks - Regional",4464.20,28.86,4.41%,2747526,1458.27,1.88,6.61%,12.12%,20.05%,37.30%,39.22%,35.30%,1.74%,5.59%,20.85%,1.45%,7.17%,-1.10%,98.67%,4.23%
"APGE","NASD","Apogee Therapeutics Inc","Healthcare","Biotechnology",10104.84,134.08,-0.09%,1410815,2562.86,0.55,-0.16%,1.15%,47.57%,63.43%,77.64%,238.59%,0.23%,-5.26%,-11.87%,,-12.96%,-19.20%,66.54%,9.03%
"ARWR","NASD","Arrowhead Pharmaceuticals Inc","Healthcare","Biotechnology",12494.01,88.70,19.03%,6988335,2107.42,3.32,23.50%,8.17%,24.84%,35.88%,33.60%,492.91%,4.76%,-31241.67%,-133.83%,-86.41%,,5.04%,85.63%,6.36%
"IOVA","NASD","Iovance Biotherapeutics Inc","Healthcare","Biotechnology",2308.41,5.17,-5.66%,14129307,15433.81,0.92,9.07%,27.34%,39.73%,111.89%,89.38%,65.18%,14.05%,49.70%,47.50%,44.82%,,1.31%,54.52%,25.92%
"LQDA","NASD","Liquidia Corp","Healthcare","Drug Manufacturers - Specialty & Generic",7740.30,87.04,7.60%,3342080,1875.14,1.78,11.95%,15.30%,140.11%,121.14%,152.36%,424.34%,6.34%,514.50%,216.05%,4158.49%,,3.87%,67.41%,17.87%
"ADM","NYSE","Archer Daniels Midland Co","Consumer Defensive","Farm Products",42084.44,87.32,1.30%,3671589,3700.99,0.99,6.10%,14.46%,25.05%,32.54%,51.89%,57.59%,2.00%,38.73%,0.80%,1.55%,15.73%,-0.64%,87.64%,3.68%
"TXG","NASD","10x Genomics Inc","Healthcare","Health Information Services",5973.29,47.05,-0.32%,2820681,3154.97,0.89,2.84%,42.84%,104.83%,113.38%,188.47%,262.20%,6.95%,-130.22%,62.53%,-2.61%,-5.68%,1.40%,98.56%,14.45%
"CVS","NYSE","CVS Health Corp","Healthcare","Healthcare Plans",137902.22,108.08,-2.28%,9532515,8306.39,1.15,2.05%,6.69%,39.71%,34.95%,36.19%,76.95%,2.80%,10.25%,63.49%,6.17%,12.73%,-1.07%,90.37%,1.57%
"CSQR","NYSE","Csquare Inc","Technology","Information Technology Services",3343.79,21.57,3.26%,6054131,4304.61,1.41,,,,,3.21%,,,,,,,,,
"AEG","NYSE","Aegon Ltd","Financial","Insurance - Diversified",13779.66,9.16,0.22%,4982449,4783.90,1.04,0.88%,7.26%,14.21%,22.62%,18.81%,27.40%,1.40%,52.89%,-82.58%,-32.54%,17.71%,-6.24%,8.52%,0.22%
"PRU","NYSE","Prudential Financial Inc","Financial","Insurance - Life",41240.95,118.85,0.22%,1416938,1986.68,0.71,3.31%,9.78%,23.22%,9.69%,5.29%,14.04%,1.94%,-4.54%,-14.02%,15.26%,3.02%,0.27%,65.00%,3.43%
"TRV","NYSE","Travelers Companies Inc","Financial","Insurance - Property & Casualty",77606.58,372.08,0.66%,2473568,1752.08,1.41,13.03%,19.79%,23.44%,38.01%,28.28%,39.47%,3.60%,19.30%,57.16%,0.31%,3.15%,-3.02%,89.43%,3.83%
"CHRW","NASD","C.H. Robinson Worldwide Inc","Industrials","Integrated Freight & Logistics",24440.97,207.35,-0.99%,1328332,1729.35,0.77,4.99%,10.84%,12.91%,18.42%,28.98%,109.57%,2.56%,21.24%,9.65%,-0.84%,17.12%,2.61%,108.12%,6.98%
"ACHC","NASD","Acadia Healthcare Company Inc","Healthcare","Medical Care Facilities",3198.62,34.78,-2.33%,1385170,3091.31,0.45,7.78%,37.96%,26.75%,144.24%,145.10%,57.80%,5.37%,-24.66%,-50.33%,7.57%,0.55%,14.10%,139.68%,26.21%
"OII","NYSE","Oceaneering International Inc","Energy","Oil & Gas Equipment & Services",4488.51,45.00,0.78%,1313793,1059.68,1.24,5.49%,24.34%,18.98%,68.35%,87.27%,112.97%,3.80%,-5.31%,-27.41%,2.65%,9.86%,2.83%,103.86%,6.16%
"WBI","NYSE","WaterBridge Infrastructure LLC","Energy","Oil & Gas Equipment & Services",4470.35,36.21,2.06%,599510,1210.96,0.50,4.87%,20.78%,34.11%,65.42%,80.96%,,4.94%,226.84%,513.11%,130.46%,,12.23%,115.59%,24.04%
"WTTR","NYSE","Select Water Solutions Inc","Energy","Oil & Gas Equipment & Services",3001.28,21.35,4.61%,1812824,1923.09,0.94,6.86%,15.53%,38.19%,82.32%,102.95%,127.61%,3.77%,22.29%,-4.12%,-2.25%,40.56%,13.42%,91.37%,5.10%
"KNTK","NYSE","Kinetik Holdings Inc","Energy","Oil & Gas Midstream",8628.80,51.62,1.35%,734337,1045.25,0.70,5.89%,9.81%,10.11%,33.45%,43.19%,24.33%,2.46%,-65.68%,-262.11%,-22.89%,-5.70%,1.38%,75.98%,11.91%
"PAGP","NASD","Plains GP Holdings LP","Energy","Oil & Gas Midstream",19968.69,26.21,0.89%,772922,1559.87,0.50,4.42%,12.25%,16.75%,34.18%,42.17%,43.55%,1.58%,16.59%,-76.19%,2.80%,16.96%,5.70%,81.41%,7.95%
"DINO","NYSE","HF Sinclair Corp","Energy","Oil & Gas Refining & Marketing",16379.83,90.86,-0.91%,1981773,2464.18,0.80,8.26%,38.00%,52.55%,88.70%,97.18%,102.63%,3.04%,117.05%,13510.57%,11.82%,6.73%,-6.13%,82.50%,5.01%
"DK","NYSE","Delek US Holdings Inc","Energy","Oil & Gas Refining & Marketing",4055.40,66.17,-1.52%,948297,1239.12,0.77,10.99%,54.31%,69.54%,148.01%,123.10%,170.74%,4.08%,20.86%,-20.16%,0.42%,,-0.18%,103.00%,11.88%
"MPC","NYSE","Marathon Petroleum Corp","Energy","Oil & Gas Refining & Marketing",92199.42,315.82,-1.23%,2576584,2340.33,1.10,5.56%,27.71%,43.33%,80.59%,94.20%,80.21%,2.30%,260.93%,832.74%,9.05%,23.99%,-1.10%,78.53%,2.51%
"PBF","NYSE","PBF Energy Inc","Energy","Oil & Gas Refining & Marketing",7610.79,64.33,-2.60%,3178091,2893.56,1.10,9.48%,63.73%,58.10%,108.93%,137.21%,167.93%,5.05%,351.03%,146.86%,11.86%,,2.12%,85.16%,14.23%
"PSX","NYSE","Phillips 66","Energy","Oil & Gas Refining & Marketing",84761.68,211.41,-0.41%,2582860,2591.17,1.00,7.77%,25.53%,32.65%,52.68%,63.83%,67.57%,2.29%,220.71%,-56.98%,11.74%,39.42%,-5.04%,81.02%,2.01%
"UGP","NYSE","Ultrapar Participacoes SA ADR","Energy","Oil & Gas Refining & Marketing",6947.01,6.50,3.50%,4141553,3537.00,1.17,6.91%,32.92%,10.36%,55.50%,72.41%,128.87%,2.50%,37.62%,-10.23%,18.62%,14.96%,-2.61%,5.99%,0.06%
"VLO","NYSE","Valero Energy Corp","Energy","Oil & Gas Refining & Marketing",92322.34,310.92,-1.23%,2548407,3047.88,0.84,6.24%,27.54%,33.22%,68.31%,90.99%,114.27%,3.19%,214.98%,322.58%,7.75%,20.59%,1.73%,88.57%,3.51%
"AHR","NYSE","American Healthcare REIT Inc","Real Estate","REIT - Healthcare Facilities",11910.24,57.08,-0.90%,1755132,3216.25,0.55,5.33%,21.03%,15.27%,20.42%,21.29%,50.65%,2.60%,35.88%,390.78%,20.38%,35.23%,6.63%,93.61%,9.61%
"CTRE","NYSE","CareTrust REIT Inc","Real Estate","REIT - Healthcare Facilities",10011.86,42.38,-2.35%,3040789,2747.65,1.11,5.69%,13.04%,10.48%,13.47%,17.20%,37.73%,2.73%,-4.66%,2.17%,47.78%,2.98%,-0.22%,99.89%,10.08%
"DOC","NYSE","Healthpeak Properties Inc","Real Estate","REIT - Healthcare Facilities",15675.45,22.19,-1.81%,3682798,8537.63,0.43,2.07%,11.06%,34.73%,24.45%,38.00%,16.85%,2.10%,229.66%,359.24%,7.12%,3.88%,4.35%,103.38%,3.95%
"HR","NYSE","Healthcare Realty Trust Inc","Real Estate","REIT - Healthcare Facilities",7373.98,21.28,-0.88%,2418788,4336.70,0.56,3.05%,5.56%,16.41%,23.08%,25.55%,28.19%,2.09%,100.88%,98.39%,-6.69%,,-2.48%,109.95%,5.91%
"NHP","NASD","National Healthcare Properties Inc","Real Estate","REIT - Healthcare Facilities",317.23,15.92,-0.62%,315302,1014.01,0.31,4.87%,11.41%,,,37.72%,,6.40%,111.85%,-51.62%,2.60%,,53.11%,14.60%,8.93%
"OHI","NYSE","Omega Healthcare Investors Inc","Real Estate","REIT - Healthcare Facilities",15071.76,50.61,0.02%,1904025,2289.52,0.83,5.55%,12.22%,10.14%,12.37%,14.14%,31.01%,2.37%,2.49%,39.25%,16.85%,2.40%,-0.11%,80.80%,4.75%
"SBRA","NASD","Sabra Healthcare REIT Inc","Real Estate","REIT - Healthcare Facilities",5543.14,21.98,-0.27%,5956603,3023.95,1.97,12.60%,20.31%,9.41%,14.42%,16.05%,20.50%,4.15%,7.69%,-4.77%,19.96%,10.01%,2.62%,106.29%,10.67%
"VTR","NYSE","Ventas Inc","Real Estate","REIT - Healthcare Facilities",48353.83,97.18,-0.45%,2296399,4358.85,0.53,5.30%,17.03%,18.35%,24.30%,25.59%,44.81%,2.24%,15.55%,9.43%,22.01%,33.21%,3.01%,106.48%,4.72%
"APLE","NYSE","Apple Hospitality REIT Inc","Real Estate","REIT - Hotel & Motel",4001.34,16.95,-0.70%,1975851,3096.55,0.64,1.56%,2.05%,30.38%,39.05%,43.04%,33.89%,1.72%,-6.20%,-9.77%,3.06%,5.41%,3.81%,88.26%,7.34%
"DRH","NASD","Diamondrock Hospitality Co","Real Estate","REIT - Hotel & Motel",2646.04,12.90,-0.54%,2397732,2169.51,1.11,4.79%,5.31%,25.12%,40.52%,43.97%,58.97%,2.46%,25.23%,56.38%,1.30%,9.01%,4.47%,112.73%,6.23%
"PEB","NYSE","Pebblebrook Hotel Trust","Real Estate","REIT - Hotel & Motel",2231.10,19.68,-0.35%,1865166,2601.05,0.72,4.57%,5.13%,41.28%,65.24%,73.85%,84.44%,2.71%,64.89%,28.31%,7.93%,24.98%,0.41%,128.11%,15.83%
"PK","NYSE","Park Hotels & Resorts Inc","Real Estate","REIT - Hotel & Motel",3032.51,15.06,0.00%,2904931,5104.10,0.57,3.51%,3.36%,34.34%,33.63%,43.98%,34.34%,2.84%,133.32%,117.24%,-1.27%,,-2.81%,98.45%,21.26%
"RLJ","NYSE","RLJ Lodging Trust","Real Estate","REIT - Hotel & Motel",1882.80,12.33,0.74%,1526019,2365.72,0.65,5.29%,8.54%,53.17%,64.62%,65.50%,56.27%,2.51%,-210.13%,-113.21%,3.61%,,-0.36%,87.29%,11.25%
"BRX","NYSE","Brixmor Property Group Inc","Real Estate","REIT - Retail",9941.51,32.40,-0.89%,2166078,2523.74,0.86,3.32%,3.91%,5.50%,21.48%,23.57%,24.62%,2.13%,-7.54%,83.08%,3.13%,-1.23%,2.24%,103.88%,6.06%
"ASH","NYSE","Ashland Inc","Basic Materials","Specialty Chemicals",3132.34,68.41,-0.15%,561182,1026.34,0.55,0.21%,1.06%,19.26%,11.73%,16.60%,31.18%,2.83%,5.55%,-48.91%,0.63%,12.54%,3.68%,110.75%,12.69%
"TIGO","NASD","Millicom International Cellular SA","Communication Services","Telecom Services",16395.46,97.86,-0.76%,1728163,1724.25,1.00,3.34%,14.66%,17.18%,70.54%,79.27%,147.01%,3.73%,-50.83%,-42.70%,44.47%,-4.49%,0.34%,44.14%,5.22%
"PM","NYSE","Philip Morris International Inc","Consumer Defensive","Tobacco",302827.98,194.30,3.33%,7794423,5011.16,1.56,7.42%,12.20%,26.79%,16.22%,21.13%,17.57%,2.95%,11.09%,-9.47%,9.46%,9.93%,-0.14%,84.96%,1.17%
"EIX","NYSE","Edison International","Utilities","Utilities - Regulated Electric",30929.73,80.38,2.83%,2638194,2545.29,1.04,4.83%,11.33%,15.27%,34.17%,33.92%,54.49%,2.36%,-6.49%,-63.09%,7.66%,1.81%,-0.95%,95.65%,3.56%
