"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"WT","NYSE","WisdomTree Inc","Financial","Asset Management",3562.05,23.51,3.80%,1809799,2816.18,0.64,3.07%,19.34%,22.58%,43.53%,92.86%,81.83%,2.55%,37.60%,67.69%,57.31%,18.33%,1.31%,107.14%,11.08%,9.12%,18.53%,43.99%,2.53%
"KMX","NYSE","Carmax Inc","Consumer Cyclical","Auto & Truck Dealerships",8816.93,62.13,1.77%,1612460,3079.56,0.52,3.69%,6.41%,59.64%,39.62%,60.79%,7.32%,3.86%,-6.95%,-5.27%,5.51%,1.03%,-3.68%,102.98%,9.92%,5.76%,11.67%,38.40%,0.78%
"MGA","NYSE","Magna International Inc","Consumer Cyclical","Auto Parts",19391.12,73.05,3.78%,890809,1214.80,0.73,4.00%,11.09%,15.79%,12.52%,37.05%,65.27%,1.82%,23.46%,27.60%,3.28%,13.38%,-0.48%,69.87%,3.82%,4.53%,8.81%,22.90%,2.70%
"BBVA","NYSE","Banco Bilbao Vizcaya Argentaria SA ADR","Financial","Banks - Diversified",159841.97,29.04,1.43%,1371873,1602.99,0.86,1.18%,14.74%,27.87%,23.52%,24.58%,53.00%,1.01%,13.44%,11.58%,24.99%,12.31%,-4.22%,3.23%,0.02%,3.37%,10.61%,23.68%,0.48%
"ABUS","NASD","Arbutus Biopharma Corp","Healthcare","Biotechnology",1030.78,5.21,9.22%,18055487,2012.07,8.97,11.56%,16.55%,17.34%,22.01%,8.32%,45.53%,4.67%,535.29%,-298.47%,-90.56%,,2.35%,71.48%,12.86%,13.21%,13.10%,16.75%,0.19%
"CORT","NASD","Corcept Therapeutics Inc","Healthcare","Biotechnology",13215.03,122.25,0.99%,656595,1098.61,0.60,6.80%,26.47%,104.81%,251.09%,251.29%,72.23%,3.39%,151.31%,23.91%,31.74%,105.49%,4.22%,75.78%,10.26%,9.94%,25.63%,88.69%,0.63%
"HALO","NASD","Halozyme Therapeutics Inc","Healthcare","Biotechnology",12277.08,108.17,1.93%,1150292,2017.65,0.57,9.64%,33.81%,57.87%,52.40%,60.73%,51.05%,3.09%,101.27%,42.59%,47.67%,41.35%,-4.75%,109.90%,12.49%,14.58%,30.27%,49.68%,1.85%
"HELP","NASD","Helus Pharma Inc","Healthcare","Biotechnology",780.33,12.59,0.96%,2159856,1482.24,1.46,5.00%,62.87%,173.70%,84.88%,53.91%,81.94%,5.57%,36.61%,16.81%,,36.21%,0.06%,43.65%,7.06%,22.91%,62.03%,95.81%,0.08%
"IMMX","NASD","Immix Biopharma Inc","Healthcare","Biotechnology",977.23,13.66,3.80%,1510009,1907.64,0.79,24.52%,55.23%,57.55%,70.75%,161.19%,499.12%,7.11%,16.43%,17.97%,,9.26%,24.90%,78.28%,16.14%,31.80%,36.13%,71.12%,2.25%
"MRVI","NASD","Maravai LifeSciences Holdings Inc","Healthcare","Biotechnology",2243.58,8.64,4.22%,9390326,3174.26,2.96,51.58%,22.55%,92.86%,178.71%,165.85%,261.51%,8.12%,64.63%,69.44%,8.53%,44.37%,2.44%,81.44%,7.68%,33.02%,38.06%,102.65%,4.35%
