"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average"
"GD","NYSE","General Dynamics Corp","Industrials","Aerospace & Defense",104588.87,386.75,1.30%,1499018,1295.64,1.16,4.93%,12.32%,21.35%,5.72%,14.88%,23.07%,2.12%,8.43%,12.20%,10.29%,8.48%,-0.41%,87.18%,1.08%,4.72%,8.89%,11.03%
"HWM","NYSE","Howmet Aerospace Inc","Industrials","Aerospace & Defense",115735.09,289.26,0.76%,2112536,2765.39,0.76,6.18%,4.78%,17.51%,32.87%,41.09%,54.85%,2.62%,34.33%,70.76%,19.10%,23.96%,-1.22%,93.99%,1.98%,5.33%,8.12%,23.62%
"RTX","NYSE","RTX Corp","Industrials","Aerospace & Defense",286789.45,212.79,1.74%,5877319,5457.69,1.08,9.96%,14.98%,18.68%,8.38%,16.03%,37.09%,3.10%,13.87%,28.04%,14.49%,11.27%,-0.03%,80.67%,1.27%,8.49%,14.21%,14.08%
"DBRG","NYSE","DigitalBridge Group Inc","Financial","Asset Management",2986.99,15.90,0.38%,7242584,2792.98,2.59,0.63%,1.08%,1.86%,3.45%,3.65%,41.71%,0.36%,,635.19%,157.37%,,3.38%,99.63%,10.23%,0.73%,1.08%,9.71%
"BAC","NYSE","Bank Of America Corp","Financial","Banks - Diversified",440343.42,62.05,1.26%,29035428,35914.05,0.81,1.27%,7.48%,18.26%,18.30%,12.82%,28.23%,1.69%,21.33%,35.65%,-1.14%,15.43%,-2.22%,77.33%,1.37%,3.60%,10.66%,16.51%
"HSBC","NYSE","HSBC Holdings plc ADR","Financial","Banks - Diversified",355356.85,103.40,1.62%,1085968,1562.83,0.69,2.77%,10.18%,15.35%,23.46%,31.44%,59.13%,1.18%,10.86%,2.66%,-3.67%,10.34%,19.94%,2.46%,0.18%,4.81%,8.91%,23.06%
"JPM","NYSE","JPMorgan Chase & Co","Financial","Banks - Diversified",946430.23,353.21,0.95%,7520850,9371.76,0.80,3.55%,5.93%,13.32%,16.33%,9.62%,19.11%,1.79%,22.55%,47.08%,18.09%,10.49%,-0.38%,75.08%,1.11%,4.23%,9.57%,13.69%
"MUFG","NYSE","Mitsubishi UFJ Financial Group Inc ADR","Financial","Banks - Diversified",258373.16,22.89,1.19%,2830717,3190.46,0.89,7.36%,15.55%,32.93%,27.88%,44.33%,54.66%,1.02%,12.76%,433.90%,11.91%,9.69%,-4.15%,3.02%,0.06%,6.60%,12.37%,28.95%
"FBP","NYSE","First Bancorp PR","Financial","Banks - Regional",4400.08,28.82,-0.10%,1637882,1463.42,1.12,5.03%,9.08%,18.45%,33.43%,39.03%,37.43%,2.17%,9.11%,25.64%,4.70%,7.17%,-1.10%,98.64%,4.58%,6.56%,12.83%,28.12%
"HOMB","NYSE","Home Bancshares Inc","Financial","Banks - Regional",6239.79,30.98,0.81%,1707579,1800.43,0.95,0.45%,7.83%,15.51%,5.66%,11.52%,7.53%,1.76%,6.61%,-1.05%,5.42%,4.67%,1.41%,73.59%,5.20%,5.20%,10.56%,11.31%
"WSBC","NASD","Wesbanco Inc","Financial","Banks - Regional",3967.45,41.25,2.92%,896938,1260.20,0.71,1.10%,8.95%,20.97%,14.04%,24.10%,28.99%,2.75%,5.29%,58.87%,1.03%,,0.65%,75.78%,7.38%,3.80%,11.59%,19.09%
"CORT","NASD","Corcept Therapeutics Inc","Healthcare","Biotechnology",10237.05,95.36,-1.34%,1003983,1130.46,0.89,5.35%,16.92%,111.54%,130.90%,174.02%,41.09%,4.76%,-28.59%,-276.49%,4.89%,87.68%,3.37%,74.07%,9.97%,4.74%,20.37%,55.53%
"HALO","NASD","Halozyme Therapeutics Inc","Healthcare","Biotechnology",9717.96,81.93,1.35%,1661209,1805.70,0.92,5.29%,15.15%,23.04%,14.92%,21.74%,39.41%,3.10%,91.43%,30.96%,42.23%,38.90%,0.21%,105.69%,11.33%,4.84%,12.41%,18.03%
"RPRX","NASD","Royalty Pharma plc","Healthcare","Biotechnology",33879.15,58.83,-0.32%,2114330,3751.14,0.56,1.12%,8.38%,18.51%,46.67%,52.25%,60.78%,2.16%,8.21%,23.61%,10.97%,9.52%,-0.13%,84.02%,2.92%,2.51%,6.03%,28.27%
"LQDA","NASD","Liquidia Corp","Healthcare","Drug Manufacturers - Specialty & Generic",7667.38,86.22,-3.16%,1592161,1932.73,0.82,7.86%,14.14%,130.17%,109.93%,149.99%,359.35%,7.45%,514.50%,216.05%,4158.49%,,3.87%,67.50%,16.73%,8.35%,22.32%,98.72%
"IMAX","NYSE","Imax Corp","Communication Services","Entertainment",2379.05,43.38,-1.32%,2214445,1239.39,1.79,10.52%,-1.23%,18.49%,22.58%,17.37%,53.34%,6.59%,22.34%,33.48%,12.17%,16.37%,2.18%,97.10%,14.73%,9.97%,9.67%,17.11%
"PCAR","NASD","Paccar Inc","Industrials","Farm & Heavy Construction Machinery",69596.10,132.24,1.14%,3797853,3169.71,1.20,4.79%,13.00%,4.15%,7.02%,20.76%,32.03%,2.64%,14.13%,19.73%,-8.96%,15.57%,0.47%,72.55%,2.88%,6.18%,11.37%,15.39%
"CSQR","NYSE","Csquare Inc","Technology","Information Technology Services",3529.82,22.77,5.86%,2889574,4178.10,0.69,11.62%,,,,8.95%,,5.52%,,,,,,,,7.83%,7.83%,7.83%
"MFC","NYSE","Manulife Financial Corp","Financial","Insurance - Life",72880.42,43.67,1.42%,1556029,2083.28,0.75,0.65%,10.00%,12.99%,18.83%,20.37%,40.24%,1.59%,2.39%,173.97%,6.83%,7.26%,-3.92%,49.28%,0.32%,4.23%,8.59%,18.73%
"ALL","NYSE","Allstate Corp","Financial","Insurance - Property & Casualty",66921.72,259.97,2.14%,1070775,1764.21,0.61,4.03%,11.32%,20.05%,33.13%,24.90%,34.05%,1.97%,-10.40%,339.11%,2.97%,-9.35%,0.88%,84.72%,3.19%,4.54%,12.84%,22.35%
"TRV","NYSE","Travelers Companies Inc","Financial","Insurance - Property & Casualty",80772.76,387.26,2.89%,2535852,1785.79,1.42,4.95%,20.74%,26.01%,39.06%,33.51%,47.81%,2.43%,22.09%,57.16%,0.31%,3.33%,-3.02%,88.27%,3.16%,11.41%,20.73%,30.15%
"NVCR","NASD","NovoCure Ltd","Healthcare","Medical Devices",2055.27,17.65,-11.71%,3880148,1827.51,2.12,10.87%,19.90%,40.19%,24.38%,36.50%,40.75%,9.65%,-6.31%,62.48%,15.60%,30.98%,0.03%,86.49%,11.01%,6.90%,5.54%,28.43%
