"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"BNS","NYSE","Bank Of Nova Scotia","Financial","Banks - Diversified",117521.73,95.35,1.36%,705885,2438.84,0.29,2.06%,10.31%,9.72%,39.93%,29.39%,46.85%,1.51%,21.70%,21.18%,1.07%,14.29%,-0.92%,46.56%,0.99%,2.63%,5.68%,19.75%,0.63%
"CYPH","NASD","Cypherpunk Technologies Inc","Healthcare","Biotechnology",366.40,3.40,-5.56%,21004837,6745.03,3.11,31.78%,185.71%,361.64%,382.47%,193.10%,1073.22%,20.17%,-121.43%,145.12%,,133.40%,12.27%,13.84%,7.52%,50.08%,152.58%,239.00%,-15.00%
"HALO","NASD","Halozyme Therapeutics Inc","Healthcare","Biotechnology",12649.35,111.45,-0.89%,2857105,2050.20,1.39,3.25%,5.02%,61.55%,75.71%,65.60%,43.23%,2.89%,102.75%,42.59%,47.67%,41.35%,0.67%,109.84%,13.26%,2.80%,15.25%,46.42%,-1.20%
"MRNA","NASD","Moderna Inc","Healthcare","Biotechnology",69043.85,172.94,12.27%,20953906,16203.75,1.29,17.89%,29.72%,191.41%,236.59%,486.44%,585.18%,6.13%,-14.52%,7.60%,2.11%,27.03%,2.14%,79.86%,10.71%,17.42%,72.49%,183.53%,7.38%
"TWST","NASD","Twist Bioscience Corp","Healthcare","Biotechnology",10916.99,165.83,-0.69%,2239772,1724.11,1.30,23.06%,21.64%,94.70%,294.18%,422.79%,494.59%,8.46%,-65.92%,-268.48%,23.24%,12.05%,2.96%,114.88%,18.93%,18.27%,38.41%,135.67%,-1.53%
"PURR","NASD","Hyperliquid Strategies Inc","Financial","Capital Markets",3223.80,13.55,-3.83%,33829067,16933.21,2.00,14.35%,34.42%,47.28%,160.58%,280.62%,,9.18%,-85.25%,43889.58%,,,66.03%,47.10%,13.71%,12.95%,50.00%,106.56%,-7.51%
"ADPT","NASD","Adaptive Biotechnologies Corp","Healthcare","Diagnostics & Research",4446.34,27.86,-2.62%,1458408,2567.72,0.57,12.43%,9.51%,60.39%,105.15%,71.55%,108.53%,5.38%,-39.74%,-47.80%,21.53%,,2.49%,98.04%,7.56%,8.47%,14.02%,54.08%,-2.89%
"NEO","NASD","Neogenomics Inc","Healthcare","Diagnostics & Research",2493.71,19.41,-2.51%,1421976,2548.63,0.56,5.43%,17.42%,73.30%,143.84%,65.05%,127.82%,4.53%,52.27%,104.85%,11.21%,57.44%,9.57%,113.66%,12.51%,7.70%,18.25%,61.52%,-2.56%
"NTRA","NASD","Natera Inc","Healthcare","Diagnostics & Research",53425.60,370.64,0.34%,1972131,1423.57,1.39,8.44%,14.10%,61.99%,89.80%,61.79%,104.65%,4.20%,11.35%,36.85%,37.71%,,1.36%,92.55%,4.09%,9.90%,21.01%,53.56%,-0.34%
"AMRX","NASD","Amneal Pharmaceuticals Inc","Healthcare","Drug Manufacturers - Specialty & Generic",6438.17,20.16,7.75%,5646581,2048.03,2.76,17.07%,12.63%,25.14%,70.41%,60.00%,105.50%,5.29%,22.82%,152.81%,9.89%,20.50%,0.90%,47.98%,7.36%,13.56%,12.68%,37.56%,6.33%
