"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"TRIN","NYSE","Trinity Capital Inc","Financial","Asset Management",1722.47,18.19,-1.30%,974221,1071.59,0.91,0.17%,3.59%,8.34%,12.56%,24.16%,15.49%,3.24%,-0.01%,-21.87%,41.41%,-1.96%,,22.52%,5.64%,2.63%,4.50%,13.95%,-0.93%
"BAC","NYSE","Bank Of America Corp","Financial","Banks - Diversified",447535.91,64.00,0.22%,20701390,35636.22,0.58,1.75%,7.56%,26.61%,13.46%,16.36%,38.65%,1.59%,21.92%,35.31%,0.28%,15.61%,-2.87%,78.56%,1.39%,2.97%,8.67%,18.55%,0.03%
"BBVA","NYSE","Banco Bilbao Vizcaya Argentaria SA ADR","Financial","Banks - Diversified",156869.70,28.50,0.53%,1574338,1574.34,1.00,1.35%,12.25%,29.90%,15.95%,22.27%,53.06%,1.40%,13.00%,11.58%,24.99%,12.05%,-4.32%,3.03%,0.02%,6.17%,12.73%,23.21%,-0.59%
"JPM","NYSE","JPMorgan Chase & Co","Financial","Banks - Diversified",962369.78,362.04,0.63%,4561340,9169.80,0.50,1.26%,8.22%,20.68%,12.40%,12.36%,25.03%,1.69%,24.01%,47.08%,18.21%,10.69%,-0.89%,75.05%,1.11%,2.96%,7.90%,15.34%,0.55%
"ABCL","NASD","AbCellera Biologics Inc","Healthcare","Biotechnology",2992.53,9.76,4.50%,17227254,7796.31,2.21,60.26%,49.69%,85.90%,203.11%,185.38%,116.89%,11.40%,-34.01%,-55.98%,-76.29%,-20.31%,2.84%,41.44%,19.12%,55.44%,54.12%,115.29%,3.61%
"ABEO","NASD","Abeona Therapeutics Inc","Healthcare","Biotechnology",421.76,7.40,-0.67%,2190615,1224.14,1.79,8.50%,5.56%,26.28%,44.25%,40.42%,17.83%,4.83%,-174.09%,-24.83%,,-26.72%,-5.67%,73.17%,26.26%,10.91%,18.56%,37.73%,-0.94%
"ACAD","NASD","Acadia Pharmaceuticals Inc","Healthcare","Biotechnology",5067.51,29.41,0.07%,1346468,1641.12,0.82,8.32%,15.33%,34.91%,26.66%,10.11%,18.49%,4.34%,-73.44%,15.24%,16.40%,-11.65%,-0.28%,96.80%,6.48%,10.88%,19.49%,23.11%,-0.52%
"BMRN","NASD","Biomarin Pharmaceutical Inc","Healthcare","Biotechnology",13463.06,69.55,0.97%,3966004,2135.46,1.86,14.54%,17.48%,32.27%,20.31%,17.03%,22.45%,4.76%,178.59%,-81.28%,20.41%,62.90%,0.45%,101.49%,7.52%,13.82%,18.50%,22.77%,0.07%
"CGON","NASD","Cg Oncology Inc","Healthcare","Biotechnology",6827.97,77.03,0.61%,809558,1049.14,0.77,7.89%,6.25%,11.12%,50.80%,85.53%,221.70%,4.15%,-55.29%,-64.91%,,29.87%,2.84%,87.54%,21.10%,6.84%,14.01%,33.07%,0.46%
"CLDX","NASD","Celldex Therapeutics Inc","Healthcare","Biotechnology",3481.21,44.33,3.17%,767362,1015.88,0.76,13.52%,15.05%,37.33%,78.68%,63.22%,121.54%,4.24%,-6.35%,-10.77%,-96.99%,5.94%,-0.19%,96.42%,10.04%,16.77%,24.79%,47.06%,3.55%
