"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"ING","NYSE","ING Groep NV ADR","Financial","Banks - Diversified",104516.59,37.16,-0.05%,1781917,3015.74,0.59,5.21%,4.15%,27.65%,39.33%,33.67%,52.02%,0.98%,13.69%,25.21%,13.03%,15.32%,-22.50%,4.84%,0.07%,4.38%,8.65%,24.52%,-0.56%
"DB","NYSE","Deutsche Bank AG","Financial","Banks - Regional",77155.03,41.06,-0.65%,1233750,2189.16,0.56,2.50%,7.88%,30.97%,29.94%,6.48%,16.65%,1.15%,3.60%,53.00%,11.24%,11.18%,2.55%,47.01%,0.26%,4.54%,10.21%,16.91%,-1.20%
"ROIV","NASD","Roivant Sciences Ltd","Healthcare","Biotechnology",29961.95,41.48,18.75%,24597031,6225.21,3.95,19.75%,14.14%,45.59%,40.47%,91.15%,221.30%,3.34%,-150.08%,19.77%,-33.55%,18.81%,3.88%,76.40%,5.84%,14.57%,17.09%,45.06%,3.75%
"JHX","NYSE","James Hardie Industries plc","Basic Materials","Building Materials",17334.40,29.86,-1.74%,12538829,7248.58,1.73,0.50%,-1.22%,32.77%,39.34%,43.90%,48.04%,2.98%,24.47%,22.93%,63.86%,20.42%,2.35%,52.46%,2.06%,-0.68%,7.30%,28.41%,-4.45%
"NMR","NYSE","Nomura Holdings Inc ADR","Financial","Capital Markets",31067.13,10.63,-0.19%,784676,1024.52,0.77,4.42%,6.83%,23.89%,36.98%,26.70%,43.07%,1.42%,21.70%,28.83%,7.60%,7.74%,0.42%,3.03%,0.06%,6.15%,8.98%,22.10%,-0.93%
"DELL","NYSE","Dell Technologies Inc","Technology","Computer Hardware",346104.29,533.88,1.86%,6590126,7702.66,0.86,17.08%,17.65%,33.21%,264.40%,324.12%,334.05%,8.97%,151.26%,273.64%,56.91%,52.09%,-5.11%,38.01%,4.66%,13.61%,20.75%,108.95%,2.44%
"TECK","NYSE","Teck Resources Ltd","Basic Materials","Copper",35308.48,71.97,4.15%,3891831,3150.60,1.24,5.65%,8.27%,15.91%,41.26%,50.28%,104.98%,2.97%,87.16%,319.10%,78.25%,6.71%,0.13%,73.32%,2.81%,6.30%,14.20%,26.74%,0.77%
"ZIM","NYSE","Zim Integrated Shipping Services Ltd","Industrials","Marine Shipping",3625.23,30.08,5.25%,4370355,1410.49,3.10,9.78%,11.82%,17.68%,3.33%,41.69%,124.81%,2.77%,8.23%,178.17%,8.86%,,-2.62%,39.79%,2.62%,8.78%,15.33%,21.75%,-0.36%
"COP","NYSE","Conoco Phillips","Energy","Oil & Gas E&P",162228.61,135.04,0.58%,5001891,7063.65,0.71,1.92%,14.82%,13.58%,15.39%,44.26%,47.75%,2.01%,67.27%,106.84%,37.70%,16.78%,-1.69%,87.14%,1.41%,2.74%,11.83%,19.54%,-0.82%
"CVE","NYSE","Cenovus Energy Inc","Energy","Oil & Gas Integrated",61210.32,33.19,2.53%,5977722,7445.10,0.80,3.23%,17.49%,15.56%,45.44%,96.16%,107.31%,2.22%,112.84%,228.73%,41.50%,22.58%,-2.43%,54.77%,3.02%,3.99%,13.21%,34.50%,0.20%
"SHEL","NYSE","Shell Plc ADR","Energy","Oil & Gas Integrated",262641.87,95.32,2.55%,7422106,6387.36,1.16,4.23%,7.71%,10.01%,11.37%,29.72%,32.92%,1.43%,77.36%,216.77%,43.22%,13.95%,11.53%,13.58%,0.86%,3.57%,8.35%,14.55%,0.50%
"CMBT","NYSE","CMB.Tech NV","Energy","Oil & Gas Midstream",5579.97,19.23,-1.33%,1448347,1064.02,1.36,5.20%,18.05%,33.45%,49.64%,105.15%,108.39%,2.65%,285.86%,3039.50%,81.52%,36.86%,0.08%,16.50%,1.25%,7.14%,16.95%,42.61%,-2.98%
"DHT","NYSE","DHT Holdings Inc","Energy","Oil & Gas Midstream",3356.93,20.82,-0.24%,2785307,3339.63,0.83,6.22%,10.98%,26.64%,9.75%,70.52%,64.85%,3.06%,176.75%,252.41%,122.60%,7.06%,-1.14%,79.91%,9.18%,6.52%,12.21%,24.65%,-1.14%
"FRO","NYSE","Frontline Plc","Energy","Oil & Gas Midstream",10378.68,46.62,1.08%,2326629,2628.40,0.89,6.49%,17.31%,33.16%,31.36%,113.66%,103.40%,3.15%,477.45%,750.10%,96.49%,23.04%,4.11%,35.27%,6.53%,7.78%,16.41%,38.32%,-0.91%
"PAA","NASD","Plains All American Pipeline LP","Energy","Oil & Gas Midstream",18320.03,25.97,1.03%,2920507,2436.28,1.20,1.23%,13.83%,13.88%,19.88%,44.57%,51.31%,1.52%,-2.56%,981.11%,65.47%,8.07%,0.54%,40.44%,3.00%,4.79%,7.96%,21.18%,0.64%
"CVI","NYSE","CVR Energy Inc","Energy","Oil & Gas Refining & Marketing",4636.47,46.12,3.64%,1156469,1015.79,1.14,10.18%,48.06%,38.42%,82.80%,81.29%,49.59%,5.18%,131.06%,97.37%,55.48%,,1.90%,32.53%,20.13%,17.59%,31.27%,50.25%,2.49%
"DINO","NYSE","HF Sinclair Corp","Energy","Oil & Gas Refining & Marketing",19255.77,108.31,2.75%,2497223,2631.86,0.95,6.59%,33.04%,49.62%,105.17%,135.05%,112.04%,3.66%,191.98%,350.42%,53.15%,14.85%,4.22%,88.19%,5.02%,11.23%,21.60%,64.36%,0.75%
"MPC","NYSE","Marathon Petroleum Corp","Energy","Oil & Gas Refining & Marketing",111703.65,397.77,2.28%,1838931,2369.71,0.78,6.55%,33.39%,49.44%,84.41%,144.59%,119.53%,3.15%,384.96%,347.24%,53.10%,28.17%,-1.98%,80.14%,2.33%,8.53%,22.45%,63.92%,0.32%
"PSX","NYSE","Phillips 66","Energy","Oil & Gas Refining & Marketing",103402.28,259.14,1.59%,2500550,2740.51,0.91,5.09%,27.09%,41.28%,58.98%,100.82%,99.02%,2.99%,314.73%,344.96%,53.04%,45.08%,-0.27%,81.28%,1.24%,6.78%,19.94%,49.80%,-0.33%
"UGP","NYSE","Ultrapar Participacoes SA ADR","Energy","Oil & Gas Refining & Marketing",7974.63,7.45,2.34%,2463240,3584.99,0.69,11.86%,21.73%,56.51%,44.38%,97.61%,94.52%,3.12%,74.52%,138.38%,20.89%,14.38%,-1.19%,5.44%,0.27%,12.82%,19.24%,41.59%,-0.13%
