"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"CRBG","NYSE","Corebridge Financial Inc","Financial","Asset Management",15512.88,34.80,0.37%,6077656,4287.50,1.42,0.96%,1.46%,21.09%,48.15%,15.35%,4.35%,1.97%,3.28%,97.07%,24.67%,14.42%,11.15%,96.00%,3.05%,5.00%,7.26%,19.43%,0.14%
"IOVA","NASD","Iovance Biotherapeutics Inc","Healthcare","Biotechnology",4194.51,9.26,7.67%,21027303,16200.74,1.30,5.35%,42.02%,126.96%,133.84%,239.19%,307.93%,5.09%,55.81%,68.51%,65.65%,,4.52%,57.69%,22.40%,11.61%,45.99%,126.63%,8.18%
"TEVA","NYSE","Teva- Pharmaceutical Industries Ltd","Healthcare","Drug Manufacturers - Specialty & Generic",45120.42,38.72,4.39%,4380367,5420.41,0.81,6.49%,6.02%,11.81%,35.53%,24.06%,94.28%,2.75%,,-303.54%,-1.38%,,2.00%,18.89%,3.39%,4.63%,10.76%,17.72%,2.81%
"CNC","NYSE","Centene Corp","Healthcare","Healthcare Plans",34288.20,69.41,4.50%,4090487,4751.36,0.86,3.54%,5.10%,6.47%,101.48%,68.68%,108.69%,3.66%,130.86%,527.70%,9.92%,46.05%,1.78%,99.87%,2.77%,5.85%,5.94%,35.90%,3.12%
"OSCR","NYSE","Oscar Health Inc","Healthcare","Healthcare Plans",10436.91,33.81,3.17%,5137209,5446.87,0.94,4.84%,9.84%,19.64%,155.56%,135.28%,74.91%,5.90%,202.01%,221.42%,70.40%,,8.91%,61.57%,6.51%,7.03%,10.32%,61.39%,2.39%
"SLDE","NASD","Slide Insurance Holdings Inc","Financial","Insurance - Property & Casualty",3063.97,26.23,5.60%,2367517,1183.14,2.00,6.32%,21.49%,57.07%,48.61%,34.65%,82.15%,2.62%,11.88%,90.44%,47.86%,4.28%,9.21%,49.00%,8.79%,10.82%,19.55%,38.87%,4.09%
"EXPD","NYSE","Expeditors International Of Washington Inc","Industrials","Integrated Freight & Logistics",25167.49,193.61,0.52%,951398,1104.74,0.86,2.55%,3.51%,16.20%,35.82%,29.93%,56.76%,1.81%,29.62%,50.83%,32.07%,10.95%,-2.53%,99.90%,3.33%,2.63%,7.03%,21.05%,1.01%
"MTCH","NASD","Match Group Inc","Communication Services","Internet Content & Information",9905.13,43.15,1.79%,2818561,3332.41,0.85,3.08%,15.75%,23.67%,40.14%,33.63%,14.30%,2.52%,16.90%,43.47%,-1.23%,14.36%,-2.37%,108.42%,4.44%,4.63%,8.90%,23.55%,0.79%
"SFL","NYSE","SFL Corp Ltd","Industrials","Marine Shipping",1961.68,13.04,-1.06%,1434957,1482.24,0.97,1.40%,7.77%,13.49%,31.98%,66.97%,62.59%,2.81%,408.36%,2386.14%,4.25%,123.92%,7.76%,39.48%,3.25%,4.09%,8.59%,23.34%,-1.06%
"AVAH","NASD","Aveanna Healthcare Holdings Inc","Healthcare","Medical Care Facilities",3139.02,14.38,2.13%,2585106,2803.78,0.92,5.89%,27.37%,102.82%,106.61%,76.01%,70.38%,3.91%,37.28%,39.56%,13.73%,19.01%,7.10%,43.27%,4.73%,6.52%,28.30%,68.11%,0.77%
"LFST","NASD","LifeStance Health Group Inc","Healthcare","Medical Care Facilities",5111.90,13.38,3.16%,5241016,4114.73,1.27,5.11%,9.49%,57.41%,111.37%,90.06%,155.83%,3.67%,702.67%,722.45%,26.08%,178.67%,12.75%,63.27%,5.61%,6.09%,14.50%,59.29%,2.53%
"TXG","NASD","10x Genomics Inc","Healthcare","Medical Devices",9134.71,70.11,2.22%,3361714,3100.40,1.08,11.91%,20.57%,143.10%,273.12%,329.86%,454.67%,5.58%,-108.97%,-149.75%,-12.65%,-5.80%,8.24%,105.67%,13.92%,10.25%,30.25%,132.17%,4.58%
"APA","NASD","APA Corp","Energy","Oil & Gas E&P",15776.33,45.03,0.67%,6893936,5554.00,1.24,5.28%,12.57%,21.64%,30.64%,84.10%,97.15%,2.90%,60.22%,26.33%,8.95%,3.93%,2.25%,104.48%,6.94%,3.83%,15.37%,32.11%,-1.33%
"COP","NYSE","Conoco Phillips","Energy","Oil & Gas E&P",164186.80,136.67,-0.50%,6442811,7007.45,0.92,1.80%,9.76%,16.83%,12.13%,46.00%,47.86%,2.12%,68.32%,106.84%,37.70%,16.83%,-1.67%,87.15%,1.40%,2.31%,10.77%,19.94%,-1.60%
"CRGY","NYSE","Crescent Energy Co","Energy","Oil & Gas E&P",4820.59,14.59,-0.48%,6056838,5944.50,1.02,5.95%,22.61%,25.99%,21.68%,73.90%,68.28%,2.60%,30.84%,117.15%,55.34%,4.49%,-0.90%,82.92%,10.04%,5.48%,21.06%,30.11%,-2.67%
"PR","NYSE","Permian Resources Holdings Inc","Energy","Oil & Gas E&P",19900.36,23.76,-0.08%,10745144,9946.93,1.08,1.71%,12.61%,21.78%,22.79%,69.35%,73.43%,2.27%,66.08%,231.64%,55.15%,17.74%,2.01%,88.49%,2.59%,1.69%,10.24%,26.01%,-1.90%
"SM","NYSE","SM Energy Co","Energy","Oil & Gas E&P",9283.44,39.03,2.44%,4554948,3816.21,1.19,7.11%,20.39%,25.30%,45.69%,108.72%,45.96%,2.63%,35.67%,154.01%,215.28%,12.22%,0.44%,98.34%,5.43%,5.28%,17.30%,43.20%,0.08%
"CVX","NYSE","Chevron Corp","Energy","Oil & Gas Integrated",419199.38,212.17,-0.88%,9353813,8429.52,1.11,1.71%,7.32%,13.33%,7.80%,39.21%,35.05%,1.85%,120.57%,323.28%,51.12%,20.23%,0.03%,76.35%,1.05%,2.46%,8.47%,16.16%,-2.23%
"EQNR","NYSE","Equinor ASA ADR","Energy","Oil & Gas Integrated",106484.01,44.54,-0.58%,4111043,3459.82,1.19,5.82%,9.87%,23.11%,26.35%,88.49%,83.52%,1.83%,116.13%,294.03%,36.01%,13.87%,0.07%,3.34%,0.68%,3.86%,11.21%,31.10%,-1.89%
"SHEL","NYSE","Shell Plc ADR","Energy","Oil & Gas Integrated",276276.19,96.45,-0.33%,6534640,6464.64,1.01,3.77%,7.26%,12.60%,7.85%,31.26%,35.20%,1.36%,79.25%,216.77%,43.22%,14.15%,11.76%,13.05%,0.81%,3.46%,7.78%,15.28%,-0.93%
"SU","NYSE","Suncor Energy Inc","Energy","Oil & Gas Integrated",80376.98,68.72,-0.16%,4605291,4665.38,0.99,2.06%,5.03%,11.56%,15.32%,54.91%,64.72%,2.23%,109.71%,242.29%,45.95%,19.41%,-4.00%,69.81%,2.52%,1.69%,6.30%,17.12%,-1.79%
"FRO","NYSE","Frontline Plc","Energy","Oil & Gas Midstream",11246.91,50.52,2.66%,4000992,2619.22,1.53,9.54%,24.68%,29.31%,67.40%,131.53%,117.48%,3.04%,483.92%,750.10%,96.49%,23.04%,8.53%,35.47%,6.75%,12.14%,22.86%,47.82%,0.54%
