"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average"
"HOMB","NYSE","Home Bancshares Inc","Financial","Banks - Regional",6330.42,31.43,-0.16%,1864052,1797.19,1.04,3.42%,9.25%,16.19%,9.82%,13.14%,9.36%,1.48%,6.61%,-1.05%,5.42%,4.67%,1.04%,73.61%,5.20%,5.42%,10.85%,12.72%
"WSBC","NASD","Wesbanco Inc","Financial","Banks - Regional",4016.92,41.90,-0.26%,941806,1270.85,0.74,2.42%,8.02%,20.54%,18.97%,26.05%,31.68%,2.91%,5.29%,58.87%,1.03%,,0.90%,76.01%,7.40%,4.35%,11.81%,20.54%
"KO","NYSE","Coca-Cola Co","Consumer Defensive","Beverages - Non-Alcoholic",383265.14,89.08,0.92%,21647806,17542.42,1.23,8.37%,7.78%,13.69%,21.11%,27.42%,28.39%,2.15%,9.98%,16.19%,5.23%,8.20%,0.09%,76.66%,1.12%,6.72%,8.96%,17.41%
"FTRE","NASD","Fortrea Holdings Inc","Healthcare","Biotechnology",1929.84,20.40,-1.45%,3154485,1480.08,2.13,10.33%,16.44%,89.59%,19.16%,18.26%,220.75%,5.62%,88.01%,95.96%,-2.27%,45.40%,7.13%,106.35%,10.93%,11.61%,22.05%,50.61%
"RPRX","NASD","Royalty Pharma plc","Healthcare","Biotechnology",34080.71,59.18,-1.32%,2599123,3683.07,0.71,0.78%,3.66%,19.46%,45.26%,53.16%,58.79%,1.72%,8.21%,23.61%,10.97%,9.52%,-0.00%,84.00%,2.92%,2.36%,5.96%,28.06%
"TECH","NASD","Bio-Techne Corp","Healthcare","Biotechnology",11277.65,72.03,-0.06%,6272377,4928.66,1.27,0.35%,1.59%,34.61%,5.57%,22.48%,24.47%,0.49%,0.18%,128.15%,-1.51%,6.48%,4.33%,114.97%,7.77%,0.82%,17.58%,21.05%
"AAPL","NASD","Apple Inc","Technology","Consumer Electronics",4967117.11,338.19,-0.56%,55471671,55473.92,1.00,3.77%,20.04%,24.93%,30.94%,24.40%,60.07%,2.16%,17.43%,22.04%,16.60%,13.08%,0.00%,66.11%,1.00%,4.90%,9.59%,22.00%
"V","NYSE","Visa Inc","Financial","Credit Services",694733.38,368.73,0.58%,11287813,8390.28,1.35,4.33%,7.93%,19.21%,13.36%,5.14%,4.96%,1.54%,15.03%,1.15%,14.36%,14.03%,-1.22%,79.97%,1.42%,3.36%,8.75%,11.71%
"IQV","NYSE","IQVIA Holdings Inc","Healthcare","Diagnostics & Research",41317.76,247.56,1.90%,2241557,1677.14,1.34,24.70%,28.08%,55.72%,2.70%,9.83%,27.25%,4.02%,8.47%,-0.38%,8.79%,10.38%,-1.30%,100.62%,3.18%,17.69%,29.33%,25.60%
"NEO","NASD","Neogenomics Inc","Healthcare","Diagnostics & Research",1988.34,15.27,13.96%,8429583,2702.89,3.12,8.99%,7.16%,69.29%,22.45%,29.85%,190.86%,5.63%,52.27%,104.85%,11.21%,56.84%,5.33%,106.74%,10.77%,6.12%,23.95%,41.70%
"TGT","NYSE","Target Corp","Consumer Defensive","Discount Stores",66266.48,145.90,1.18%,3196982,4929.45,0.65,5.79%,8.95%,14.76%,40.15%,49.26%,40.05%,2.47%,11.13%,-24.50%,6.70%,7.77%,1.30%,86.76%,4.44%,7.34%,10.67%,28.29%
"ABBV","NYSE","Abbvie Inc","Healthcare","Drug Manufacturers - General",465196.54,263.30,0.04%,5559235,6910.51,0.80,3.95%,3.54%,33.19%,17.58%,15.23%,37.69%,1.96%,40.55%,-46.38%,12.43%,22.07%,0.84%,76.64%,1.28%,3.65%,11.39%,17.31%
"AMLX","NASD","Amylyx Pharmaceuticals Inc","Healthcare","Drug Manufacturers - Specialty & Generic",2193.70,19.73,0.92%,2069673,1494.39,1.38,11.47%,5.51%,20.97%,27.54%,63.33%,148.18%,6.53%,5.60%,10.88%,,18.28%,1.27%,96.25%,13.24%,8.71%,22.48%,33.57%
"AMRX","NASD","Amneal Pharmaceuticals Inc","Healthcare","Drug Manufacturers - Specialty & Generic",6099.23,19.10,1.81%,1969428,1926.61,1.02,7.61%,10.47%,49.98%,38.11%,51.59%,136.09%,2.56%,17.12%,403.46%,3.90%,15.16%,4.29%,47.58%,4.96%,8.76%,20.91%,42.58%
"NBIX","NASD","Neurocrine Biosciences Inc","Healthcare","Drug Manufacturers - Specialty & Generic",18178.43,180.79,-1.12%,1071844,1214.35,0.88,4.69%,6.35%,41.11%,35.03%,27.47%,34.73%,3.22%,65.77%,2382.36%,42.25%,39.17%,1.14%,102.12%,5.40%,3.17%,8.56%,24.24%
"VTRS","NASD","Viatris Inc","Healthcare","Drug Manufacturers - Specialty & Generic",20915.01,17.82,-0.22%,10026871,10940.34,0.92,4.76%,9.80%,20.24%,35.82%,43.13%,93.91%,2.65%,4.13%,105.88%,8.50%,6.69%,1.79%,85.14%,4.11%,5.03%,8.50%,28.49%
"CNK","NYSE","Cinemark Holdings Inc","Communication Services","Entertainment",4074.73,34.89,-0.48%,3648244,2335.12,1.56,8.19%,6.70%,19.28%,50.91%,50.13%,26.09%,3.32%,104.87%,82.69%,18.94%,37.52%,-4.87%,104.77%,8.18%,11.77%,12.75%,26.42%
"IMAX","NYSE","Imax Corp","Communication Services","Entertainment",2668.61,48.66,2.90%,2164314,1279.96,1.69,23.82%,20.24%,31.62%,40.03%,31.66%,87.23%,6.27%,22.34%,33.48%,12.17%,16.37%,1.49%,96.97%,14.73%,20.36%,20.60%,30.58%
"SIRI","NASD","Sirius XM Holdings Inc","Communication Services","Entertainment",10970.44,32.59,2.87%,6490884,4964.55,1.31,9.25%,11.46%,24.11%,61.42%,62.99%,39.81%,2.47%,40.51%,26.85%,1.11%,17.31%,4.46%,78.32%,11.82%,6.38%,11.84%,35.60%
"PFGC","NYSE","Performance Food Group Company","Consumer Defensive","Food Distribution",18324.53,116.65,0.97%,1223585,1694.99,0.72,4.74%,3.55%,32.71%,19.73%,29.73%,16.46%,2.22%,2.98%,-28.70%,6.43%,16.02%,-1.44%,101.19%,2.93%,3.56%,10.66%,21.50%
"SN","NYSE","SharkNinja Inc","Consumer Cyclical","Furnishings, Fixtures & Appliances",22532.88,159.22,-0.39%,1498281,2059.40,0.73,8.23%,8.77%,38.96%,29.83%,42.29%,34.31%,3.49%,16.95%,2.94%,15.55%,15.15%,2.35%,59.87%,9.69%,5.30%,16.45%,37.10%
"IOND","NASD","Ionic Digital Inc","Technology","Information Technology Services",2541.16,68.00,8.11%,1381632,1577.03,0.88,,,,,36.00%,,,,,,,,,,3.90%,3.90%,3.90%
"HIG","NYSE","Hartford Insurance Group Inc","Financial","Insurance - Diversified",39460.63,145.68,1.58%,1775547,1781.47,1.00,3.44%,9.13%,4.96%,11.79%,5.72%,16.88%,2.70%,-4.98%,35.99%,3.95%,3.02%,-1.89%,95.70%,1.81%,4.41%,8.40%,8.22%
"AFL","NYSE","Aflac Inc","Financial","Insurance - Life",65491.08,128.67,-0.68%,1725438,2451.75,0.70,4.12%,7.15%,10.65%,18.72%,16.69%,27.62%,1.52%,-6.30%,3634.91%,27.90%,1.82%,-1.67%,58.94%,2.76%,4.32%,7.87%,13.71%
"MET","NYSE","Metlife Inc","Financial","Insurance - Life",62426.23,97.02,-0.48%,4775676,3651.88,1.31,4.02%,12.83%,23.94%,26.51%,22.90%,24.90%,2.08%,11.59%,35.88%,2.72%,11.59%,-0.42%,78.10%,2.38%,4.63%,10.43%,21.94%
"ALL","NYSE","Allstate Corp","Financial","Insurance - Property & Casualty",70633.73,274.39,0.72%,1487927,1779.19,0.84,8.96%,13.68%,26.80%,40.88%,31.82%,41.51%,2.12%,-10.02%,339.11%,2.97%,-9.35%,1.44%,84.79%,3.19%,8.40%,17.48%,28.61%
"CB","NYSE","Chubb Limited","Financial","Insurance - Property & Casualty",140366.57,361.90,-0.44%,1858120,1810.21,1.03,5.44%,5.42%,9.55%,20.05%,15.95%,34.76%,2.28%,11.60%,-0.74%,6.96%,8.44%,-0.85%,92.85%,1.08%,2.50%,7.40%,13.85%
"ORI","NYSE","Old Republic International Corp","Financial","Insurance - Property & Casualty",10860.08,44.59,0.41%,1280901,1468.65,0.87,7.19%,7.47%,10.98%,15.22%,3.36%,29.88%,3.06%,-5.29%,60.91%,13.37%,2.08%,-3.49%,78.15%,4.09%,6.23%,11.17%,9.50%
"SLDE","NASD","Slide Insurance Holdings Inc","Financial","Insurance - Property & Casualty",2536.34,22.14,3.46%,3020917,1348.69,2.24,11.73%,12.21%,17.33%,40.22%,13.66%,16.53%,3.22%,7.96%,90.58%,47.86%,2.75%,22.04%,45.61%,10.22%,6.86%,17.09%,24.30%
"MTG","NYSE","MGIC Investment Corp","Financial","Insurance - Specialty",6467.37,30.58,0.00%,2148657,1983.54,1.08,5.30%,8.32%,5.52%,15.44%,4.65%,19.08%,1.86%,-2.79%,0.69%,-2.99%,1.92%,-2.46%,101.98%,4.52%,5.77%,12.34%,11.87%
"ETSY","NYSE","Etsy Inc","Consumer Cyclical","Internet Retail",8121.22,85.58,-1.03%,1883551,3035.79,0.62,6.34%,7.43%,35.39%,45.97%,54.37%,41.92%,3.39%,156.26%,224.01%,-3.06%,51.06%,0.65%,121.15%,14.89%,5.72%,15.78%,38.54%
"LTH","NYSE","Life Time Group Holdings Inc","Consumer Cyclical","Leisure",10172.94,45.70,0.15%,3978826,3094.07,1.29,8.65%,10.65%,73.83%,56.03%,71.93%,59.46%,2.56%,-8.17%,13.74%,11.71%,5.11%,4.92%,75.10%,6.08%,8.14%,21.01%,52.87%
"SOLV","NYSE","Solventum Corp","Healthcare","Medical Instruments & Supplies",15334.62,88.55,2.76%,1765052,1691.43,1.04,14.05%,13.18%,31.17%,14.10%,11.75%,20.39%,2.96%,7.21%,-90.54%,-3.04%,8.63%,1.61%,75.48%,2.92%,12.11%,13.61%,17.90%
"MPLX","NYSE","MPLX LP","Energy","Oil & Gas Midstream",58641.47,57.79,-2.38%,2174979,1780.76,1.22,2.08%,2.79%,4.92%,3.70%,8.28%,11.63%,1.66%,-11.04%,-18.70%,-2.55%,2.35%,-0.41%,19.90%,1.95%,0.92%,2.18%,4.54%
"PAA","NASD","Plains All American Pipeline LP","Energy","Oil & Gas Midstream",17560.68,24.89,1.88%,2883962,2554.34,1.13,1.80%,12.52%,11.81%,27.31%,38.59%,32.89%,1.32%,5.43%,-70.94%,2.80%,10.46%,0.79%,39.39%,3.26%,5.33%,8.32%,22.56%
"PAGP","NASD","Plains GP Holdings LP","Energy","Oil & Gas Midstream",20311.53,26.66,1.48%,1989267,1526.85,1.30,1.72%,10.62%,14.20%,33.65%,44.61%,45.36%,1.15%,16.13%,-76.19%,2.80%,17.17%,5.66%,80.66%,8.46%,4.84%,7.37%,24.72%
"PARR","NYSE","Par Pacific Holdings Inc","Energy","Oil & Gas Refining & Marketing",4165.48,83.07,5.03%,966107,1049.45,0.92,4.60%,46.59%,32.68%,136.80%,136.40%,152.72%,4.61%,120.26%,294.01%,4.51%,0.61%,-1.58%,104.09%,9.36%,15.34%,33.58%,63.57%
"SJM","NYSE","J.M. Smucker Co","Consumer Defensive","Packaged Foods",13504.37,126.35,2.69%,1734952,1727.76,1.00,7.03%,9.03%,28.86%,20.05%,29.18%,13.02%,2.53%,9.79%,153.00%,5.80%,7.75%,-2.13%,93.26%,5.34%,10.06%,14.15%,21.12%
"TDAY","NYSE","USA TODAY Co Inc","Communication Services","Publishing",1292.45,8.81,2.09%,2301253,1627.38,1.41,3.28%,1.85%,19.22%,47.57%,71.07%,143.37%,4.36%,301.59%,328.38%,-4.04%,95.46%,1.25%,85.94%,16.45%,2.96%,8.06%,37.12%
"DRH","NASD","Diamondrock Hospitality Co","Real Estate","REIT - Hotel & Motel",2694.24,13.14,0.50%,1880930,2207.50,0.85,1.82%,7.14%,28.02%,42.00%,46.60%,65.11%,2.06%,26.14%,56.38%,1.30%,9.01%,5.09%,112.70%,6.44%,6.17%,10.44%,31.87%
"HST","NASD","Host Hotels & Resorts Inc","Real Estate","REIT - Hotel & Motel",17491.81,25.54,0.27%,9397262,9409.91,1.00,4.24%,5.54%,25.60%,41.55%,48.34%,62.88%,2.74%,23.83%,101.77%,3.20%,-2.17%,-1.35%,104.79%,5.91%,6.93%,8.62%,30.82%
"INN","NYSE","Summit Hotel Properties Inc","Real Estate","REIT - Hotel & Motel",857.35,7.07,3.06%,921574,1481.22,0.62,0.71%,0.28%,37.82%,54.03%,45.17%,29.72%,3.04%,-59.09%,-129.26%,0.31%,,1.44%,97.01%,2.34%,5.22%,10.85%,35.07%
"PK","NYSE","Park Hotels & Resorts Inc","Real Estate","REIT - Hotel & Motel",3084.87,15.32,0.86%,3720992,5149.94,0.72,1.73%,5.44%,35.70%,41.07%,46.46%,39.15%,3.02%,133.15%,117.24%,-1.27%,,-2.42%,99.43%,20.08%,5.06%,10.18%,31.37%
"EXR","NYSE","Extra Space Storage Inc","Real Estate","REIT - Industrial",33731.27,152.85,0.42%,2782795,1154.69,2.41,5.38%,3.10%,8.39%,9.34%,17.38%,0.62%,2.20%,0.55%,1.65%,3.87%,3.92%,-2.30%,101.25%,2.20%,4.00%,4.70%,8.67%
"PSA","NYSE","Public Storage","Real Estate","REIT - Industrial",5963.32,329.44,-0.31%,1657793,1025.92,1.62,5.69%,1.54%,10.87%,18.63%,26.95%,12.60%,2.12%,11.69%,33.10%,2.92%,4.02%,3.22%,81.17%,3.95%,2.59%,4.29%,12.16%
"CDP","NYSE","COPT Defense Properties","Real Estate","REIT - Office",8609.14,38.08,-0.42%,1356032,1026.27,1.32,1.98%,3.93%,18.67%,25.51%,36.98%,37.97%,2.16%,1.46%,19.22%,3.94%,5.28%,4.09%,115.88%,6.08%,2.17%,9.03%,20.82%
"CUZ","NYSE","Cousins Properties Inc","Real Estate","REIT - Office",5314.65,32.30,1.86%,2799594,1768.48,1.58,3.43%,7.13%,26.12%,26.42%,25.29%,16.44%,2.25%,-65.39%,-220.48%,5.11%,24.92%,1.28%,108.09%,6.77%,3.41%,10.38%,24.34%
"HIW","NYSE","Highwoods Properties Inc","Real Estate","REIT - Office",3793.38,34.40,2.26%,3881319,1797.37,2.16,5.85%,13.98%,38.04%,30.90%,33.23%,13.72%,2.18%,-26.51%,401.14%,7.93%,-17.98%,1.48%,108.01%,9.41%,5.81%,15.37%,29.75%
"PDM","NYSE","Piedmont Realty Trust Inc","Real Estate","REIT - Office",1238.94,9.91,3.01%,951006,1093.31,0.87,3.55%,6.44%,16.31%,19.11%,18.82%,27.05%,2.55%,67.94%,34.22%,2.73%,,-0.27%,90.32%,3.05%,3.11%,9.10%,20.01%
"AKR","NYSE","Acadia Realty Trust","Real Estate","REIT - Retail",3073.21,22.63,2.21%,2071106,1450.12,1.43,1.43%,5.55%,6.75%,14.87%,10.18%,18.30%,2.10%,91.26%,312.10%,-5.14%,8.34%,-2.59%,119.63%,12.85%,3.69%,3.88%,9.26%
"SPG","NYSE","Simon Property Group Inc","Real Estate","REIT - Retail",76405.95,235.61,-0.46%,1362828,1905.78,0.72,4.15%,3.54%,16.21%,27.66%,27.28%,40.18%,1.43%,-52.71%,-13.10%,19.29%,-17.98%,0.93%,94.16%,3.19%,4.28%,8.47%,20.01%
"AER","NYSE","Aercap Holdings NV","Industrials","Rental & Leasing Services",23436.73,148.63,-3.54%,1751943,1245.21,1.41,-1.31%,0.74%,8.39%,3.32%,3.39%,31.90%,2.31%,13.25%,42.48%,-5.05%,6.83%,-2.27%,94.44%,0.85%,-0.47%,3.02%,5.68%
"CAKE","NASD","Cheesecake Factory Inc","Consumer Cyclical","Restaurants",5025.17,101.14,13.63%,5377732,1357.98,3.96,18.04%,27.44%,61.36%,77.19%,100.36%,60.08%,2.70%,17.46%,23.74%,7.72%,13.85%,-12.79%,102.78%,19.49%,21.25%,34.50%,66.49%
"EAT","NYSE","Brinker International Inc","Consumer Cyclical","Restaurants",8823.31,205.73,3.78%,1431722,1094.69,1.31,9.88%,22.73%,59.31%,30.80%,43.35%,29.01%,4.11%,20.91%,11.98%,3.16%,15.79%,-2.72%,112.74%,13.54%,10.70%,25.20%,38.62%
"TXRH","NASD","Texas Roadhouse Inc","Consumer Cyclical","Restaurants",13748.01,209.16,2.14%,982378,1155.79,0.85,9.26%,7.90%,32.12%,13.08%,26.00%,13.32%,2.40%,5.54%,9.57%,12.82%,14.82%,0.98%,102.38%,4.04%,8.27%,14.20%,19.37%
"RNG","NYSE","RingCentral Inc","Technology","Software - Application",4808.29,57.58,1.14%,2476887,1984.62,1.25,52.89%,47.30%,45.51%,112.87%,99.38%,116.79%,10.83%,15.30%,215.14%,5.90%,12.25%,9.92%,102.96%,12.17%,33.40%,39.15%,65.44%
"SNOW","NYSE","Snowflake Inc","Technology","Software - Application",98053.14,282.90,4.64%,8732328,7816.95,1.12,5.64%,12.42%,98.44%,32.97%,28.97%,29.32%,5.47%,54.56%,33.81%,33.48%,44.81%,-1.68%,76.19%,6.44%,5.46%,16.70%,34.71%
"DBX","NASD","Dropbox Inc","Technology","Software - Infrastructure",7500.38,33.33,3.96%,3885568,4016.28,0.97,16.17%,21.64%,38.93%,25.63%,19.89%,19.29%,3.79%,8.76%,-4.84%,0.77%,7.76%,-5.62%,84.75%,20.66%,12.05%,18.51%,23.53%
"ASH","NYSE","Ashland Inc","Basic Materials","Specialty Chemicals",3335.18,72.84,7.10%,2830947,1046.62,2.70,6.48%,13.40%,27.79%,16.92%,24.15%,45.16%,3.67%,5.69%,102.16%,7.34%,12.98%,3.01%,110.89%,12.60%,8.33%,14.78%,25.60%
"BBY","NYSE","Best Buy Co Inc","Consumer Cyclical","Specialty Retail",19004.87,90.17,0.78%,3538076,4092.72,0.86,3.51%,16.14%,52.55%,37.16%,34.72%,35.72%,2.96%,1.83%,37.73%,1.93%,6.24%,-0.15%,97.53%,9.19%,7.99%,17.67%,27.52%
"MAN","NYSE","ManpowerGroup","Industrials","Staffing & Employment Services",2597.90,55.86,0.83%,1729634,1230.71,1.41,8.13%,55.51%,78.92%,85.58%,87.89%,26.87%,4.90%,22.11%,178.22%,7.54%,30.17%,-3.90%,115.16%,13.69%,22.34%,49.31%,75.91%
"ABNB","NASD","Airbnb Inc","Consumer Cyclical","Travel Services",92219.88,153.01,-0.07%,3849386,3835.10,1.00,9.25%,3.97%,10.05%,15.72%,12.74%,11.82%,2.97%,26.83%,7.34%,17.87%,20.79%,-1.98%,58.89%,3.49%,4.55%,8.96%,15.73%
"EXPE","NASD","Expedia Group Inc","Consumer Cyclical","Travel Services",36518.98,304.27,2.87%,2491815,1625.25,1.53,16.54%,14.70%,25.64%,14.07%,7.40%,66.44%,4.26%,25.55%,96.84%,14.66%,19.89%,-2.08%,98.97%,7.45%,12.81%,22.88%,23.20%
