"Ticker","Exchange","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Sector/Theme","Net Flows % (1 Month)","Net Flows % (3 Month)","Net Flows % (YTD)","Net Flows % (1 Year)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"XLB","NYSE",53.18,0.61%,11928459,11700.14,1.02,4.25%,4.50%,3.08%,3.24%,17.27%,20.38%,Materials,-0.65,12.01,37.34,36.74,3.62%,3.72%,8.12%,0.70%
"XLC","NYSE",111.83,0.52%,4257032,6407.26,0.66,0.44%,0.17%,-4.37%,-3.39%,-5.00%,3.90%,Communication Services,-2.76,-6.87,-12.17,-13.31,1.66%,1.42%,-2.10%,0.53%
"XLE","NYSE",60.18,4.66%,33642480,33595.56,1.00,2.36%,9.26%,8.04%,13.01%,34.60%,41.72%,Energy,-1.25,-8.36,8.72,4.74,3.19%,6.18%,13.40%,3.42%
"XLF","NYSE",57.81,0.36%,26030313,35172.14,0.74,0.75%,3.77%,12.82%,6.54%,5.55%,11.49%,Financials,4.74,3.32,5.42,2.96,1.63%,5.26%,9.09%,0.47%
"XLI","NYSE",184.60,-0.31%,3437336,7478.81,0.46,0.79%,1.47%,6.58%,6.59%,19.00%,22.39%,Industrials,1.27,5.56,13.31,19.25,1.67%,2.59%,9.72%,-0.72%
"XLK","NYSE",186.32,-0.88%,6480174,12063.09,0.54,4.65%,0.29%,6.15%,32.02%,29.42%,40.13%,Technology,0.70,0.19,1.44,1.76,4.00%,1.63%,18.92%,-0.94%
"XLP","NYSE",84.95,-0.20%,6836744,11850.25,0.58,0.11%,0.99%,0.91%,-3.40%,9.36%,2.99%,Consumer Staples,0.21,-0.65,-8.82,-12.45,-0.03%,0.75%,2.93%,0.34%
"XLRE","NYSE",44.40,-1.29%,5293474,5081.37,1.04,-1.73%,-0.11%,-0.02%,5.74%,10.04%,7.64%,Real Estate,2.02,8.15,5.20,6.32,-1.78%,-0.77%,3.84%,-0.68%
"XLU","NYSE",43.13,-1.10%,25433657,20589.05,1.24,-2.77%,-5.02%,-3.56%,-0.51%,1.03%,0.09%,Utilities,-0.14,2.13,2.38,5.80,-3.86%,-3.80%,-3.73%,-0.69%
"XLV","NYSE",168.44,1.67%,6988115,10686.59,0.65,3.82%,4.73%,17.39%,6.80%,8.81%,29.41%,Healthcare,1.68,1.46,2.07,5.89,3.58%,6.47%,10.04%,1.67%
"XLY","NYSE",119.67,-0.16%,4457900,8040.00,0.55,1.24%,2.07%,-0.44%,1.42%,0.22%,6.95%,Consumer Discretionary,3.12,4.74,-2.02,0.58,3.90%,3.19%,2.18%,0.37%
