"Ticker","Exchange","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Sector/Theme","Net Flows % (1 Month)","Net Flows % (3 Month)","Net Flows % (YTD)","Net Flows % (1 Year)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"XLB","NYSE",50.95,0.37%,8969531,11382.02,0.79,-3.17%,-3.10%,-0.53%,2.56%,12.35%,10.03%,Materials,-0.23,6.77,40.85,38.08,-2.96%,-1.72%,1.41%,-0.47%
"XLC","NYSE",112.60,0.99%,3979738,5941.59,0.67,-0.69%,2.11%,0.43%,-2.32%,-4.35%,-3.25%,Communication Services,0.16,-4.74,-12.33,-10.87,0.68%,1.53%,-1.25%,0.23%
"XLE","NYSE",65.14,0.32%,30522643,29625.13,1.03,0.80%,6.73%,14.04%,13.27%,45.69%,46.17%,Energy,-0.56,-2.43,8.03,6.75,2.23%,8.32%,17.94%,0.39%
"XLF","NYSE",57.25,0.67%,34579957,32100.05,1.08,-2.24%,-1.16%,8.80%,17.24%,4.53%,5.96%,Financials,-6.10,-0.02,-1.23,-4.11,-0.78%,0.24%,6.81%,-0.33%
"XLI","NYSE",172.37,1.07%,5576895,6933.99,0.80,-1.25%,-7.27%,-1.59%,4.31%,11.12%,12.81%,Industrials,-2.95,3.36,10.25,17.66,-2.94%,-4.41%,0.68%,-0.05%
"XLK","NYSE",187.67,1.32%,6533097,8898.60,0.73,0.91%,-0.63%,2.43%,36.15%,30.35%,38.47%,Technology,-0.84,-1.23,0.55,0.87,1.15%,2.71%,16.32%,0.17%
"XLP","NYSE",83.38,0.35%,10836329,10754.96,1.01,-2.21%,-2.00%,-2.22%,-1.03%,7.34%,3.46%,Consumer Staples,0.20,1.31,-8.72,-13.35,-2.14%,-1.90%,-0.08%,-0.16%
"XLRE","NYSE",43.42,0.86%,4389004,5203.32,0.84,-1.88%,-2.41%,-3.34%,3.04%,7.61%,2.07%,Real Estate,-3.35,4.54,1.80,0.90,-2.28%,-2.99%,0.69%,0.05%
"XLU","NYSE",42.39,-0.31%,15171913,20044.82,0.76,-1.49%,-3.31%,-3.77%,-8.84%,-0.70%,-0.34%,Utilities,0.08,2.60,2.15,4.52,-1.86%,-4.14%,-5.03%,-1.17%
"XLV","NYSE",165.36,-0.18%,6457290,9429.31,0.68,-4.56%,-1.83%,7.31%,10.12%,6.82%,18.35%,Healthcare,-0.70,1.78,1.38,4.03,-3.23%,-0.53%,6.24%,-0.88%
"XLY","NYSE",112.96,0.89%,4536662,7179.37,0.63,-3.01%,-4.18%,-2.87%,1.29%,-5.40%,-4.84%,Consumer Discretionary,-4.10,-1.45,-6.74,-7.14,-2.62%,-2.57%,-3.44%,0.08%
