"Ticker","Exchange","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Sector/Theme","Net Flows % (1 Month)","Net Flows % (3 Month)","Net Flows % (YTD)","Net Flows % (1 Year)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"XLB","NYSE",50.76,-1.23%,9629018,11383.02,0.85,-4.14%,-4.66%,2.34%,1.85%,11.93%,11.92%,Materials,-1.10,6.51,39.45,37.26,-3.45%,-2.09%,1.11%,0.00%
"XLC","NYSE",111.50,0.60%,4965520,5949.13,0.83,-0.82%,0.21%,0.44%,-4.70%,-5.28%,-2.72%,Communication Services,-0.11,-5.03,-12.31,-11.14,-0.30%,0.59%,-2.22%,0.80%
"XLE","NYSE",64.93,-0.58%,37135899,29616.71,1.25,-0.26%,6.56%,11.47%,13.95%,45.22%,45.73%,Energy,-0.29,-2.77,7.55,6.29,2.23%,8.41%,17.77%,-1.83%
"XLF","NYSE",56.87,-0.33%,25321916,32193.03,0.79,-1.37%,-1.61%,8.88%,14.56%,3.83%,6.98%,Financials,-6.49,-0.44,-1.82,-5.50,-1.52%,-0.34%,6.15%,-0.07%
"XLI","NYSE",170.55,-0.72%,7742219,7030.33,1.10,-1.29%,-8.16%,0.52%,0.63%,9.95%,12.68%,Industrials,-3.06,3.82,10.47,17.84,-4.32%,-5.53%,-0.32%,-0.16%
"XLK","NYSE",185.22,-1.41%,5549511,9129.22,0.61,0.88%,-0.47%,4.86%,31.89%,28.65%,37.12%,Technology,-0.49,-0.85,0.68,0.96,-0.25%,1.39%,14.99%,-0.01%
"XLP","NYSE",83.09,0.05%,10334634,10799.37,0.96,-2.85%,-1.89%,-2.81%,-1.77%,6.96%,3.94%,Consumer Staples,1.19,2.35,-7.93,-12.61,-2.63%,-2.24%,-0.40%,-0.34%
"XLRE","NYSE",43.05,-0.83%,4700870,5201.10,0.90,-1.55%,-2.34%,-4.31%,1.51%,6.69%,2.84%,Real Estate,-2.73,5.40,2.52,1.51,-3.30%,-3.85%,-0.14%,-0.97%
"XLU","NYSE",42.52,-0.98%,20604602,19999.97,1.03,-0.35%,-2.54%,-3.36%,-7.91%,-0.40%,0.50%,Utilities,-0.28,2.71,2.13,4.92,-1.75%,-3.95%,-4.76%,-1.09%
"XLV","NYSE",165.66,-0.55%,7672626,9489.54,0.81,-4.22%,-1.40%,8.38%,8.38%,7.02%,20.63%,Healthcare,-0.74,1.98,1.45,4.10,-3.14%,-0.28%,6.47%,-0.50%
"XLY","NYSE",111.96,-0.44%,5798988,7206.62,0.80,-2.52%,-6.11%,-1.35%,-1.91%,-6.24%,-3.84%,Consumer Discretionary,-4.02,-0.78,-6.08,-6.62,-3.71%,-3.52%,-4.30%,0.42%
