"Ticker","Exchange","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Sector/Theme","Net Flows % (1 Month)","Net Flows % (3 Month)","Net Flows % (YTD)","Net Flows % (1 Year)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"XLB","NYSE",53.67,0.17%,7059788,11579.66,0.61,2.19%,2.54%,4.87%,1.15%,18.35%,16.78%,Materials,-1.29,14.46,37.89,38.09,2.24%,3.85%,7.89%,0.15%
"XLC","NYSE",112.61,-0.50%,3679719,6271.18,0.59,1.16%,2.68%,-3.14%,-3.34%,-4.34%,1.45%,Communication Services,-1.56,-7.68,-13.07,-10.82,1.31%,2.33%,-1.25%,-1.07%
"XLE","NYSE",62.43,0.60%,23937689,31495.43,0.76,-1.81%,8.44%,9.55%,13.78%,39.63%,41.52%,Energy,-2.35,-5.95,6.74,4.58,2.45%,7.91%,15.23%,1.63%
"XLF","NYSE",58.26,-0.09%,19918698,34039.61,0.59,1.36%,1.15%,13.30%,12.32%,6.37%,8.55%,Financials,-2.58,-0.38,-0.54,-1.88,0.91%,3.50%,9.29%,0.02%
"XLI","NYSE",180.34,1.09%,8111316,7048.06,1.15,-0.88%,-1.18%,3.47%,2.70%,16.26%,17.74%,Industrials,1.48,6.25,11.99,19.35,-1.51%,-0.89%,6.10%,0.80%
"XLK","NYSE",182.84,0.61%,4638291,10758.15,0.43,-0.44%,6.87%,-0.86%,27.85%,27.00%,39.03%,Technology,-0.41,-0.11,0.98,1.24,-0.84%,0.06%,15.05%,1.18%
"XLP","NYSE",86.27,-0.29%,7298327,11406.41,0.64,-0.31%,-0.91%,2.00%,-3.08%,11.06%,7.13%,Consumer Staples,0.32,-3.13,-9.26,-13.84,0.81%,1.68%,3.89%,-0.40%
"XLRE","NYSE",45.09,-0.60%,3400632,5184.49,0.66,0.22%,-2.00%,1.03%,3.80%,11.75%,7.33%,Real Estate,-1.43,4.67,2.86,4.15,0.26%,0.47%,4.95%,-0.62%
"XLU","NYSE",43.51,0.46%,12221245,19927.95,0.61,-1.16%,-4.42%,-3.61%,-8.13%,1.92%,2.06%,Utilities,-0.07,3.11,1.35,3.69,-0.65%,-2.79%,-2.73%,0.46%
"XLV","NYSE",173.54,-1.00%,5591522,10303.10,0.54,-1.22%,3.75%,16.63%,9.95%,12.11%,26.63%,Healthcare,-0.32,-1.12,0.46,4.62,3.04%,6.49%,12.23%,-0.45%
"XLY","NYSE",117.16,-0.67%,3261419,7581.14,0.43,-1.21%,4.16%,-3.61%,0.06%,-1.88%,0.27%,Consumer Discretionary,0.82,2.58,-3.78,-1.60,-0.49%,0.82%,0.11%,-0.45%
