"Ticker","Exchange","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Sector/Theme","Net Flows % (1 Month)","Net Flows % (3 Month)","Net Flows % (YTD)","Net Flows % (1 Year)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"XLB","NYSE",52.31,-0.51%,10228041,11786.57,0.87,0.27%,3.58%,0.48%,-2.44%,15.35%,14.99%,Materials,0.19,15.96,39.64,39.52,1.32%,1.84%,6.09%,-0.55%
"XLC","NYSE",112.55,2.07%,5535887,6390.68,0.87,1.23%,-0.73%,-3.61%,-3.59%,-4.39%,1.30%,Communication Services,-1.86,-6.55,-12.51,-19.40,2.48%,2.27%,-1.42%,1.52%
"XLE","NYSE",61.06,0.05%,20676708,33267.49,0.62,4.99%,8.07%,5.95%,11.06%,36.57%,42.60%,Energy,-0.28,-6.57,8.98,5.35,3.59%,7.30%,14.51%,0.89%
"XLF","NYSE",58.26,0.59%,23168723,34534.34,0.67,0.78%,3.01%,14.26%,10.47%,6.37%,10.42%,Financials,4.37,3.48,4.31,2.16,2.02%,5.33%,9.78%,0.12%
"XLI","NYSE",185.79,-0.05%,4937357,7363.81,0.67,0.56%,3.18%,7.01%,6.26%,19.77%,21.85%,Industrials,1.33,5.79,13.35,21.31,1.86%,2.82%,10.11%,-0.37%
"XLK","NYSE",190.77,1.01%,4866513,11753.54,0.41,2.94%,5.06%,7.87%,33.43%,32.51%,42.20%,Technology,0.09,-0.39,1.03,1.33,5.81%,4.28%,21.25%,0.87%
"XLP","NYSE",86.00,1.08%,10347560,11584.11,0.89,1.05%,3.03%,1.51%,-2.71%,10.71%,4.08%,Consumer Staples,6.76,2.89,-4.15,-10.62,1.02%,1.78%,4.09%,0.46%
"XLRE","NYSE",45.12,1.42%,5752661,5130.72,1.12,0.69%,1.26%,2.06%,5.42%,11.82%,9.12%,Real Estate,1.69,8.26,5.26,5.77,-0.10%,0.71%,5.45%,0.85%
"XLU","NYSE",44.04,0.46%,17849376,20462.70,0.87,1.52%,-2.61%,-1.41%,-1.23%,3.16%,1.86%,Utilities,0.09,2.11,1.98,4.91,-1.29%,-1.77%,-1.65%,0.34%
"XLV","NYSE",168.38,-0.04%,6718464,10519.87,0.64,2.39%,6.37%,14.77%,7.76%,8.77%,26.33%,Healthcare,1.19,1.59,1.75,5.83,2.71%,5.62%,9.76%,-0.65%
"XLY","NYSE",118.45,0.48%,4502964,7948.51,0.57,0.30%,1.24%,-0.23%,0.59%,-0.80%,3.07%,Consumer Discretionary,1.63,3.90,-2.60,0.07,2.60%,2.16%,1.14%,0.35%
