"Ticker","Exchange","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Sector/Theme","Net Flows % (1 Month)","Net Flows % (3 Month)","Net Flows % (YTD)","Net Flows % (1 Year)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"XLB","NYSE",53.24,0.11%,11449536,11768.91,0.97,2.38%,5.26%,1.88%,2.03%,17.40%,20.79%,Materials,-0.86,15.75,39.08,38.48,3.47%,3.75%,8.15%,0.32%
"XLC","NYSE",111.27,-0.50%,3383225,6408.90,0.53,-0.69%,-0.29%,-3.73%,-4.80%,-5.48%,2.86%,Communication Services,-1.80,-6.46,-12.12,-17.10,1.16%,0.99%,-2.57%,-0.26%
"XLE","NYSE",60.93,1.25%,22374348,33644.83,0.67,4.12%,7.38%,6.58%,13.59%,36.28%,44.64%,Energy,-0.76,-7.41,8.59,5.01,4.13%,7.33%,14.63%,1.57%
"XLF","NYSE",57.80,-0.02%,19498292,35115.68,0.56,-0.14%,3.09%,12.93%,7.16%,5.53%,11.52%,Financials,4.62,3.58,4.93,2.40,1.47%,5.00%,9.02%,0.03%
"XLI","NYSE",185.70,0.60%,4893304,7440.00,0.66,-0.38%,2.96%,6.09%,6.91%,19.71%,23.52%,Industrials,1.06,5.91,12.88,19.05,2.13%,3.05%,10.26%,0.33%
"XLK","NYSE",186.09,-0.12%,5738475,11987.93,0.48,-0.43%,2.65%,4.62%,29.82%,29.26%,40.91%,Technology,0.30,-0.21,1.19,1.46,3.80%,1.56%,18.61%,-0.85%
"XLP","NYSE",84.69,-0.31%,7309479,11796.18,0.62,-0.80%,0.12%,1.58%,-3.13%,9.02%,2.77%,Consumer Staples,0.55,-1.08,-8.84,-12.06,-0.41%,0.40%,2.58%,0.08%
"XLRE","NYSE",44.08,-0.72%,5552023,5113.56,1.09,-2.41%,-1.39%,-1.10%,4.33%,9.24%,7.49%,Real Estate,1.69,7.72,5.27,5.24,-2.45%,-1.49%,3.08%,-0.41%
"XLU","NYSE",43.63,1.16%,19662038,20704.60,0.95,-1.09%,-4.57%,-3.35%,0.34%,2.20%,1.57%,Utilities,-0.00,1.92,2.40,5.41,-2.52%,-2.65%,-2.60%,1.16%
"XLV","NYSE",168.01,-0.26%,6679774,10636.28,0.63,3.65%,4.09%,17.46%,7.48%,8.53%,28.95%,Healthcare,1.32,1.14,2.17,5.98,3.01%,5.95%,9.68%,-0.16%
"XLY","NYSE",119.24,-0.36%,3788531,8014.80,0.47,0.80%,2.76%,-0.11%,1.44%,-0.14%,6.29%,Consumer Discretionary,2.63,4.88,-2.02,0.39,3.38%,2.85%,1.81%,-0.36%
