"Ticker","Exchange","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Sector/Theme","Net Flows % (1 Month)","Net Flows % (3 Month)","Net Flows % (YTD)","Net Flows % (1 Year)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"XLB","NYSE",52.24,-0.57%,7476590,11766.38,0.64,-1.77%,3.38%,3.86%,-2.01%,15.19%,16.05%,Materials,0.97,16.21,40.70,40.58,0.77%,1.64%,5.78%,-0.21%
"XLC","NYSE",110.82,-1.89%,3671619,6404.99,0.57,-0.90%,0.15%,-4.53%,-3.28%,-5.86%,-0.59%,Communication Services,-2.10,-6.79,-12.55,-11.99,0.79%,0.72%,-2.89%,-1.50%
"XLE","NYSE",62.58,1.08%,23515776,33224.42,0.71,3.99%,8.50%,5.28%,15.14%,39.97%,46.28%,Energy,-1.22,-6.57,7.92,5.28,5.37%,9.70%,16.96%,0.59%
"XLF","NYSE",57.58,-1.00%,45596364,34229.96,1.33,-0.40%,2.35%,12.68%,11.48%,5.13%,9.76%,Financials,1.55,2.68,3.58,0.47,0.52%,3.62%,8.40%,-0.66%
"XLI","NYSE",186.32,-0.10%,5353686,7286.00,0.73,0.93%,3.85%,8.70%,6.98%,20.11%,23.85%,Industrials,0.40,5.70,12.07,18.23,1.72%,2.85%,10.22%,-0.04%
"XLK","NYSE",190.32,0.16%,6092615,11551.41,0.53,2.15%,8.39%,7.98%,36.37%,32.19%,43.26%,Technology,0.11,-0.39,0.96,1.17,4.72%,4.14%,20.66%,-0.25%
"XLP","NYSE",84.68,-1.64%,10508574,11587.79,0.91,-0.32%,-0.60%,0.05%,-5.40%,9.01%,3.24%,Consumer Staples,2.60,-1.72,-8.09,-13.66,-0.57%,0.06%,2.41%,-0.80%
"XLRE","NYSE",44.83,-0.97%,8468753,5135.78,1.65,0.97%,-1.30%,3.70%,3.06%,11.10%,8.47%,Real Estate,1.19,6.58,4.73,5.64,-0.68%,-0.04%,4.71%,-0.60%
"XLU","NYSE",44.18,-0.29%,16371994,20292.36,0.81,2.43%,-2.19%,0.71%,-4.99%,3.49%,3.20%,Utilities,-0.37,2.89,1.82,3.87,-0.80%,-1.50%,-1.31%,-0.05%
"XLV","NYSE",167.05,-0.19%,7208173,10331.75,0.70,-0.83%,3.70%,15.13%,5.95%,7.91%,22.64%,Healthcare,0.94,0.99,2.09,6.70,1.46%,4.33%,8.74%,0.36%
"XLY","NYSE",116.75,-1.23%,6866060,7913.30,0.87,-2.44%,1.13%,0.19%,0.49%,-2.23%,1.95%,Consumer Discretionary,1.50,3.46,-2.54,0.32,0.92%,0.68%,-0.29%,-1.03%
