"Ticker","Exchange","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Sector/Theme","Net Flows % (1 Month)","Net Flows % (3 Month)","Net Flows % (YTD)","Net Flows % (1 Year)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"XLB","NYSE",49.68,-1.19%,12806366,11080.87,1.16,-2.03%,-7.28%,-4.17%,0.55%,9.55%,11.67%,Materials,-2.08,1.33,38.78,34.36,-3.22%,-3.95%,-1.65%,-0.92%
"XLC","NYSE",113.99,1.27%,5487736,5638.34,0.97,1.46%,0.72%,7.97%,2.29%,-3.17%,-2.93%,Communication Services,1.97,-2.02,-11.36,-9.67,1.27%,2.40%,0.03%,1.31%
"XLE","NYSE",62.60,0.37%,37743205,29641.06,1.27,-2.92%,0.87%,15.73%,3.35%,40.01%,38.59%,Energy,-1.46,-3.32,6.32,6.04,-2.20%,1.53%,11.67%,-0.75%
"XLF","NYSE",54.53,-0.02%,28782881,32352.59,0.89,-2.42%,-6.48%,2.02%,10.52%,-0.44%,1.72%,Financials,-2.23,0.68,-2.34,-5.33,-3.91%,-4.47%,1.50%,-0.15%
"XLI","NYSE",168.83,-0.75%,8523874,6818.54,1.25,-0.11%,-5.36%,-8.30%,2.26%,8.84%,10.89%,Industrials,-3.72,-0.55,8.67,15.19,-1.87%,-5.21%,-1.81%,0.05%
"XLK","NYSE",194.71,-0.32%,6332674,8107.58,0.78,3.54%,7.14%,5.49%,42.37%,35.24%,39.83%,Technology,-0.07,-0.03,0.77,1.12,3.55%,5.77%,19.13%,0.89%
"XLP","NYSE",81.70,-0.89%,10609699,10443.54,1.02,-2.14%,-5.57%,-2.67%,0.23%,5.18%,4.05%,Consumer Staples,-0.63,3.87,-10.21,-13.92,-2.52%,-3.64%,-2.33%,-1.46%
"XLRE","NYSE",41.65,-0.45%,5689612,5175.07,1.10,-3.00%,-8.18%,-6.59%,3.43%,3.22%,0.19%,Real Estate,-1.88,1.80,0.91,-1.11,-3.81%,-6.21%,-3.56%,-0.90%
"XLU","NYSE",39.36,-0.98%,25566248,20086.35,1.27,-5.59%,-9.12%,-14.15%,-13.02%,-7.80%,-8.73%,Utilities,2.45,3.84,3.75,8.60,-6.10%,-9.28%,-11.51%,-1.30%
"XLV","NYSE",169.87,0.63%,8798966,9110.31,0.97,0.63%,-3.09%,9.15%,16.16%,9.74%,24.55%,Healthcare,0.21,1.42,0.14,4.41,0.36%,1.40%,8.74%,0.60%
"XLY","NYSE",110.32,-0.30%,4962045,7024.68,0.71,-0.96%,-6.47%,-2.67%,-0.37%,-7.61%,-7.91%,Consumer Discretionary,0.40,3.86,-3.50,-3.03,-2.53%,-4.04%,-5.46%,0.15%
