"Ticker","Exchange","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Sector/Theme","Net Flows % (1 Month)","Net Flows % (3 Month)","Net Flows % (YTD)","Net Flows % (1 Year)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"XLB","NYSE",51.94,-0.95%,11935285,11390.51,1.05,-1.42%,-1.74%,3.96%,3.90%,14.53%,12.86%,Materials,1.57,7.42,39.78,38.35,-1.55%,0.21%,3.64%,-0.80%
"XLC","NYSE",111.52,-0.46%,5657899,6078.00,0.93,0.05%,0.24%,0.39%,-5.14%,-5.27%,-2.87%,Communication Services,-0.10,-5.97,-12.42,-11.09,-0.25%,0.75%,-2.19%,-0.06%
"XLE","NYSE",64.77,1.11%,27889356,29880.39,0.93,1.27%,12.64%,11.04%,15.00%,44.87%,48.62%,Energy,0.58,-2.61,8.27,6.43,2.65%,9.00%,17.92%,-0.09%
"XLF","NYSE",57.30,-1.38%,38094909,32582.98,1.17,-0.71%,-0.52%,10.26%,13.85%,4.62%,7.89%,Financials,-6.66,0.32,-1.62,-5.52,-0.93%,0.64%,7.07%,-0.70%
"XLI","NYSE",174.42,-0.48%,6190883,7093.85,0.87,-0.41%,-5.81%,0.45%,2.04%,12.44%,15.30%,Industrials,-2.59,3.62,10.36,17.35,-2.95%,-3.66%,2.08%,-0.41%
"XLK","NYSE",187.87,0.32%,8388882,9877.07,0.85,0.73%,-0.05%,2.00%,34.42%,30.49%,41.88%,Technology,-0.53,-0.67,0.76,1.11,1.13%,2.81%,16.98%,-0.41%
"XLP","NYSE",84.02,-0.66%,13534316,10837.13,1.25,-1.13%,-1.29%,1.14%,-2.27%,8.16%,4.28%,Consumer Staples,-0.41,-2.04,-8.52,-12.72,-1.75%,-1.17%,0.79%,-0.31%
"XLRE","NYSE",43.90,-0.07%,4812270,5199.21,0.93,-0.48%,-2.40%,-0.30%,2.14%,8.80%,4.77%,Real Estate,-2.77,5.29,2.52,1.87,-1.62%,-2.06%,1.89%,0.54%
"XLU","NYSE",43.45,0.86%,19710116,20093.75,0.98,2.89%,-0.37%,-0.16%,-7.26%,1.78%,5.18%,Utilities,-0.09,2.21,2.14,4.94,0.17%,-2.11%,-2.70%,0.93%
"XLV","NYSE",167.13,-2.52%,10782530,9738.22,1.11,-2.00%,0.88%,9.49%,8.34%,7.97%,21.24%,Healthcare,-0.75,1.13,1.33,4.44,-2.40%,0.76%,7.52%,-0.69%
"XLY","NYSE",113.99,-0.80%,7821179,7198.93,1.09,-2.23%,-4.90%,-1.21%,-0.52%,-4.54%,-3.41%,Consumer Discretionary,-2.19,0.67,-4.63,-3.67,-2.49%,-1.94%,-2.55%,-0.42%
