"Ticker","Exchange","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Sector/Theme","Net Flows % (1 Month)","Net Flows % (3 Month)","Net Flows % (YTD)","Net Flows % (1 Year)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"XLB","NYSE",53.58,0.07%,11956095,11541.39,1.04,2.57%,4.53%,6.54%,1.17%,18.15%,16.25%,Materials,-1.59,14.96,38.22,41.68,2.37%,3.78%,7.95%,-0.79%
"XLC","NYSE",112.32,0.83%,4133072,6327.64,0.65,1.35%,5.66%,-2.72%,-2.64%,-4.59%,0.91%,Communication Services,-2.18,-7.96,-12.99,-11.30,1.35%,2.11%,-1.51%,0.77%
"XLE","NYSE",63.11,-0.83%,21738000,31869.67,0.68,0.85%,5.85%,6.09%,14.43%,41.15%,43.20%,Energy,-0.97,-4.56,8.42,6.22,4.27%,9.52%,16.88%,-0.21%
"XLF","NYSE",58.22,1.29%,30791983,34078.26,0.90,1.11%,3.39%,12.09%,14.76%,6.30%,8.68%,Financials,-2.11,1.03,0.79,0.19,1.04%,3.79%,9.33%,0.90%
"XLI","NYSE",179.00,-0.69%,5219027,7082.91,0.74,-3.93%,-2.00%,4.21%,2.39%,15.39%,16.89%,Industrials,1.79,7.09,12.21,19.28,-2.25%,-1.58%,5.48%,-0.61%
"XLK","NYSE",180.05,-1.78%,6535013,10911.78,0.60,-5.40%,2.37%,-0.19%,29.98%,25.06%,37.22%,Technology,-0.21,-0.11,1.00,1.41,-1.64%,-1.60%,13.55%,-0.90%
"XLP","NYSE",87.45,1.70%,9104861,11457.50,0.79,3.27%,3.95%,3.12%,-1.71%,12.58%,6.04%,Consumer Staples,3.40,-2.06,-7.93,-13.38,2.10%,3.10%,5.44%,1.16%
"XLRE","NYSE",45.33,0.55%,3885466,5214.17,0.75,1.12%,-1.35%,1.73%,3.94%,12.34%,7.06%,Real Estate,-1.17,4.82,2.66,1.30,0.62%,1.01%,5.62%,0.30%
"XLU","NYSE",43.22,1.05%,20025009,19954.65,1.00,-2.17%,-6.63%,-4.70%,-7.41%,1.24%,0.46%,Utilities,-0.06,1.92,1.18,3.27,-1.72%,-3.55%,-3.40%,0.82%
"XLV","NYSE",174.70,0.05%,5930507,10396.47,0.57,4.58%,7.46%,16.55%,10.19%,12.86%,26.44%,Healthcare,0.25,0.44,1.08,5.44,4.20%,7.76%,13.19%,0.17%
"XLY","NYSE",118.30,0.24%,4656740,7646.01,0.61,1.33%,8.13%,-0.74%,2.88%,-0.93%,1.50%,Consumer Discretionary,0.87,3.05,-3.48,-1.04,0.95%,1.80%,1.08%,-0.07%
