"Ticker","Exchange","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Sector/Theme","Net Flows % (1 Month)","Net Flows % (3 Month)","Net Flows % (YTD)","Net Flows % (1 Year)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"XLB","NYSE",51.39,-1.06%,13103490,11389.50,1.15,-1.31%,-3.37%,1.22%,3.03%,13.32%,13.52%,Materials,0.46,6.57,38.90,36.05,-2.42%,-0.88%,2.45%,-1.21%
"XLC","NYSE",110.83,-0.62%,4808843,5977.31,0.80,-0.05%,-0.89%,-0.58%,-5.58%,-5.85%,-4.02%,Communication Services,-0.40,-5.43,-12.50,-11.32,-0.85%,0.07%,-2.80%,-0.97%
"XLE","NYSE",65.31,0.83%,25191763,29944.48,0.84,0.83%,8.52%,13.80%,17.46%,46.07%,49.14%,Energy,0.41,-2.15,8.12,6.35,3.14%,9.48%,18.68%,-0.38%
"XLF","NYSE",57.06,-0.42%,27400503,32418.18,0.85,-0.24%,-1.30%,8.77%,13.98%,4.18%,6.97%,Financials,-6.39,0.46,-1.29,-5.86,-1.28%,0.11%,6.56%,-0.12%
"XLI","NYSE",171.79,-1.51%,6383243,7078.83,0.90,-0.54%,-6.94%,-2.17%,1.04%,10.75%,14.34%,Industrials,-3.29,3.81,10.48,17.68,-4.04%,-5.00%,0.48%,-1.00%
"XLK","NYSE",187.87,0.00%,5978216,9508.84,0.63,2.30%,0.83%,3.93%,34.42%,30.49%,41.61%,Technology,-0.60,-0.53,0.84,1.11,1.08%,2.78%,16.81%,0.18%
"XLP","NYSE",83.05,-1.15%,12199697,10802.49,1.13,-2.58%,-2.24%,-1.25%,-3.11%,6.91%,2.87%,Consumer Staples,0.03,0.92,-8.89,-13.00,-2.79%,-2.28%,-0.41%,-0.55%
"XLRE","NYSE",43.41,-1.12%,5863765,5195.75,1.13,-1.43%,-2.23%,-3.47%,1.14%,7.58%,3.65%,Real Estate,-2.70,5.83,2.49,1.34,-2.64%,-3.08%,0.72%,-0.78%
"XLU","NYSE",42.94,-1.17%,16900156,20055.85,0.84,0.89%,-0.44%,-2.36%,-7.77%,0.59%,3.23%,Utilities,-0.39,2.55,1.99,4.79,-0.93%,-3.12%,-3.83%,-1.06%
"XLV","NYSE",166.58,-0.33%,8004087,9570.68,0.84,-2.96%,-1.10%,7.77%,8.77%,7.61%,20.20%,Healthcare,-0.72,1.83,1.32,4.19,-2.68%,0.36%,7.11%,-0.44%
"XLY","NYSE",112.46,-1.34%,7654528,7215.01,1.06,-1.86%,-6.02%,-2.94%,-1.73%,-5.82%,-4.57%,Consumer Discretionary,-3.40,-0.07,-5.44,-5.94,-3.52%,-3.18%,-3.86%,-0.44%
