"Ticker","Exchange","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Sector/Theme","Net Flows % (1 Month)","Net Flows % (3 Month)","Net Flows % (YTD)","Net Flows % (1 Year)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"XLB","NYSE",53.01,0.70%,38,11723.28,0.00,2.65%,5.68%,1.14%,2.16%,16.89%,21.12%,Materials,2.33,12.15,36.18,35.29,3.66%,3.49%,7.96%,0.70%
"XLC","NYSE",110.87,0.00%,3,6462.55,0.00,4.03%,1.29%,-5.52%,-5.08%,-5.82%,2.91%,Communication Services,-4.60,-8.18,-12.98,-10.61,0.80%,0.37%,-2.98%,0.00%
"XLE","NYSE",57.72,0.72%,28728,34621.60,0.02,-2.10%,3.82%,1.27%,9.26%,29.10%,36.27%,Energy,-1.03,-7.12,8.97,4.77,-0.48%,2.00%,9.09%,0.27%
"XLF","NYSE",58.25,0.43%,31271,35609.39,0.02,2.19%,5.96%,12.36%,7.95%,6.35%,12.12%,Financials,6.12,2.29,5.59,1.93,2.69%,6.53%,10.02%,0.07%
"XLI","NYSE",187.00,0.35%,2247,7627.99,0.01,4.83%,3.65%,5.73%,10.40%,20.55%,23.90%,Industrials,-1.16,4.79,10.54,17.36,3.14%,4.15%,11.34%,0.21%
"XLK","NYSE",184.98,-0.50%,7337,12210.22,0.01,5.26%,1.97%,8.79%,33.93%,28.49%,40.64%,Technology,0.90,0.87,1.66,2.09,3.48%,0.94%,18.39%,-0.03%
"XLP","NYSE",85.84,0.60%,3475,11972.16,0.01,0.43%,1.72%,1.90%,-1.32%,10.50%,5.17%,Consumer Staples,0.93,-0.44,-8.37,-11.92,1.05%,1.82%,4.07%,0.40%
"XLRE","NYSE",45.36,0.35%,16,5135.74,0.00,0.13%,2.73%,1.38%,9.40%,12.41%,9.48%,Real Estate,2.82,9.74,5.09,6.13,0.30%,1.36%,6.13%,0.35%
"XLU","NYSE",43.89,0.53%,10423,20654.14,0.01,-1.72%,-3.24%,-3.98%,1.88%,2.81%,2.52%,Utilities,0.51,1.03,2.47,6.74,-2.69%,-2.26%,-2.09%,0.70%
"XLV","NYSE",165.30,0.69%,3949,10699.52,0.01,1.09%,1.85%,13.69%,5.94%,6.78%,26.66%,Healthcare,-0.28,-0.53,1.01,5.14,1.99%,4.93%,8.14%,-0.60%
"XLY","NYSE",118.80,0.13%,2601,8174.19,0.01,5.70%,3.04%,-0.89%,-1.08%,-0.51%,6.33%,Consumer Discretionary,3.08,2.32,-3.01,-1.41,3.40%,2.36%,1.44%,0.10%
