"Ticker","Exchange","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Sector/Theme","Net Flows % (1 Month)","Net Flows % (3 Month)","Net Flows % (YTD)","Net Flows % (1 Year)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"XLB","NYSE",53.23,-0.82%,7594049,11561.41,0.66,1.55%,2.88%,3.64%,0.43%,17.38%,15.53%,Materials,-1.46,14.38,37.76,37.18,1.24%,2.98%,6.90%,0.02%
"XLC","NYSE",111.41,-1.07%,4425636,6263.19,0.71,0.66%,1.74%,-4.51%,-4.55%,-5.36%,0.20%,Communication Services,-1.48,-8.01,-13.26,-10.88,0.01%,1.26%,-2.30%,-0.55%
"XLE","NYSE",62.29,-0.22%,29525739,31270.10,0.94,-2.29%,6.21%,9.38%,13.15%,39.32%,39.63%,Energy,-2.52,-5.77,6.50,4.34,1.94%,7.41%,14.78%,0.10%
"XLF","NYSE",57.88,-0.65%,26078297,33969.67,0.77,1.63%,2.12%,12.89%,10.25%,5.68%,7.62%,Financials,-5.34,-0.65,-0.49,-2.70,0.18%,2.70%,8.52%,-0.05%
"XLI","NYSE",178.80,-0.85%,5464693,7069.07,0.77,-0.54%,1.21%,2.88%,1.19%,15.27%,16.75%,Industrials,2.78,5.99,12.42,18.94,-2.36%,-1.72%,5.12%,-0.93%
"XLK","NYSE",188.61,3.16%,8129604,10635.82,0.76,3.01%,13.23%,0.94%,33.76%,31.01%,42.64%,Technology,-0.43,-0.06,1.00,1.30,1.93%,3.19%,18.52%,1.15%
"XLP","NYSE",85.08,-1.38%,8491586,11372.66,0.75,-0.28%,-2.61%,0.77%,-4.25%,9.53%,5.34%,Consumer Staples,0.08,-3.16,-9.28,-13.62,-0.55%,0.29%,2.40%,-0.27%
"XLRE","NYSE",44.66,-0.95%,4637801,5170.57,0.90,-0.93%,-2.83%,0.56%,2.36%,10.68%,5.85%,Real Estate,-1.57,4.21,2.88,4.17,-0.63%,-0.47%,3.91%,-0.29%
"XLU","NYSE",43.18,-0.76%,16028186,19904.53,0.81,-1.35%,-3.85%,-3.25%,-8.48%,1.15%,1.27%,Utilities,0.06,3.21,1.45,3.92,-1.24%,-3.45%,-3.45%,-0.09%
"XLV","NYSE",171.58,-1.13%,7090823,10287.84,0.69,-0.47%,3.21%,13.72%,9.00%,10.84%,25.27%,Healthcare,-0.33,-0.15,0.28,4.47,1.63%,5.05%,10.87%,-0.22%
"XLY","NYSE",115.88,-1.09%,5224288,7554.02,0.69,-0.69%,3.83%,-5.06%,-1.00%,-2.96%,-0.85%,Consumer Discretionary,0.49,2.14,-4.07,-2.66,-1.73%,-0.23%,-0.97%,-0.57%
