"Ticker","Exchange","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Sector/Theme","Net Flows % (1 Month)","Net Flows % (3 Month)","Net Flows % (YTD)","Net Flows % (1 Year)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"XLB","NYSE",53.54,2.14%,14441736,11474.22,1.26,1.90%,6.46%,7.04%,1.10%,18.06%,18.46%,Materials,-0.20,14.82,39.39,38.56,2.51%,3.80%,7.99%,0.89%
"XLC","NYSE",111.40,0.65%,5055227,6324.47,0.80,-1.37%,5.71%,-4.05%,-4.62%,-5.37%,1.52%,Communication Services,-1.54,-7.84,-12.87,-11.19,0.73%,1.27%,-2.32%,0.34%
"XLE","NYSE",63.64,-0.17%,27781450,32156.22,0.86,2.79%,7.17%,7.63%,15.96%,42.34%,47.35%,Energy,-1.26,-4.70,8.27,5.85,5.56%,10.67%,18.07%,-0.41%
"XLF","NYSE",57.48,0.93%,27255526,34174.55,0.80,-1.17%,2.96%,11.12%,9.51%,4.95%,9.07%,Financials,-2.24,1.68,0.76,-0.24,-0.13%,2.67%,8.00%,0.28%
"XLI","NYSE",180.25,0.27%,5470792,7131.54,0.77,-3.36%,-0.93%,5.70%,1.70%,16.20%,19.62%,Industrials,1.77,7.32,12.20,18.93,-1.68%,-0.85%,6.30%,-0.39%
"XLK","NYSE",183.31,0.11%,5778307,10992.60,0.53,-3.53%,2.72%,2.64%,30.12%,27.33%,41.60%,Technology,-0.19,-0.35,0.93,1.30,0.30%,0.15%,15.73%,-0.60%
"XLP","NYSE",85.99,0.79%,11193871,11489.11,0.97,-0.12%,3.34%,1.57%,-2.16%,10.70%,4.27%,Consumer Staples,3.75,-1.84,-7.48,-12.52,0.51%,1.44%,3.76%,0.46%
"XLRE","NYSE",45.08,0.00%,3967763,5207.81,0.76,-0.42%,0.29%,1.30%,3.49%,11.72%,8.16%,Real Estate,-0.80,5.01,3.10,4.00,0.02%,0.47%,5.09%,-0.27%
"XLU","NYSE",42.77,-2.28%,22045011,19902.40,1.11,-3.48%,-7.40%,-4.96%,-7.68%,0.19%,-0.05%,Utilities,-0.16,1.82,1.04,3.18,-3.01%,-4.58%,-4.42%,-2.57%
"XLV","NYSE",174.62,1.29%,10166023,10348.61,0.98,4.33%,8.16%,17.87%,11.35%,12.80%,27.42%,Healthcare,-0.69,0.71,1.43,6.23,4.51%,7.99%,13.25%,1.58%
"XLY","NYSE",118.02,1.15%,6561373,7654.28,0.86,-0.15%,8.51%,-0.57%,0.49%,-1.16%,4.34%,Consumer Discretionary,0.57,3.35,-3.22,-0.89,1.03%,1.60%,0.83%,0.49%
