"Ticker","Exchange","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Sector/Theme","Net Flows % (1 Month)","Net Flows % (3 Month)","Net Flows % (YTD)","Net Flows % (1 Year)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"XLB","NYSE",52.69,-0.92%,12112565,11589.57,1.05,-1.66%,4.48%,3.48%,-1.05%,16.19%,14.20%,Materials,0.35,14.52,37.47,36.59,-0.20%,1.85%,5.61%,-0.88%
"XLC","NYSE",111.46,-1.35%,3316963,6230.26,0.53,-0.77%,2.97%,-3.59%,-5.44%,-5.32%,0.06%,Communication Services,-0.28,-7.27,-12.96,-10.91,-0.16%,1.20%,-2.24%,-0.91%
"XLE","NYSE",63.96,2.04%,27089258,30572.36,0.89,1.35%,7.41%,11.62%,12.13%,43.06%,41.52%,Energy,-1.07,-5.09,6.96,4.48,3.97%,9.60%,17.47%,0.25%
"XLF","NYSE",57.71,-0.67%,25167876,33429.28,0.75,-0.88%,1.35%,12.21%,12.50%,5.37%,6.89%,Financials,-6.55,-1.51,-2.42,-4.64,-0.25%,2.10%,8.11%,-0.26%
"XLI","NYSE",175.13,-1.13%,7361990,7031.82,1.05,-2.16%,-2.62%,1.58%,-2.11%,12.90%,15.21%,Industrials,0.80,5.14,11.00,18.10,-4.09%,-3.65%,2.83%,-0.55%
"XLK","NYSE",186.50,0.44%,4782391,10494.79,0.46,3.58%,6.36%,-4.73%,33.65%,29.54%,42.12%,Technology,-0.95,-0.39,0.82,1.07,0.28%,2.09%,16.90%,0.39%
"XLP","NYSE",84.98,-0.55%,7012360,11320.57,0.62,-2.82%,-0.08%,3.60%,-4.20%,9.40%,5.20%,Consumer Staples,-2.33,-4.30,-9.10,-11.82,-0.70%,0.09%,2.18%,-0.43%
"XLRE","NYSE",44.11,-0.83%,7404799,5200.03,1.42,-2.69%,-2.13%,1.94%,0.43%,9.32%,4.25%,Real Estate,-1.63,4.10,2.95,3.85,-1.67%,-1.73%,2.56%,-0.43%
"XLU","NYSE",42.23,-1.17%,31618208,19906.80,1.59,-2.29%,-4.78%,-2.02%,-10.85%,-1.08%,0.17%,Utilities,-0.29,2.57,1.39,4.60,-2.99%,-5.39%,-5.52%,0.55%
"XLV","NYSE",170.54,-0.36%,7312161,10155.96,0.72,-2.38%,4.92%,15.35%,7.58%,10.17%,24.09%,Healthcare,0.15,0.85,0.80,4.52,0.52%,3.88%,10.04%,0.17%
"XLY","NYSE",116.59,-0.53%,4912721,7382.58,0.67,-1.45%,0.43%,-1.35%,1.01%,-2.36%,0.62%,Consumer Discretionary,0.92,-0.49,-3.92,-1.78,-1.10%,0.36%,-0.34%,0.03%
