"Ticker","Exchange","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Sector/Theme","Net Flows % (1 Month)","Net Flows % (3 Month)","Net Flows % (YTD)","Net Flows % (1 Year)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"XLB","NYSE",52.58,-1.24%,9842958,11814.37,0.83,-0.11%,3.83%,0.84%,-0.62%,15.94%,17.76%,Materials,-0.91,14.93,38.54,38.42,1.98%,2.40%,6.72%,-1.63%
"XLC","NYSE",110.27,-0.90%,5534139,6387.54,0.87,-0.54%,-1.06%,-4.82%,-6.22%,-6.33%,0.02%,Communication Services,-1.41,-6.63,-12.50,-21.97,0.40%,0.18%,-3.43%,-0.93%
"XLE","NYSE",61.03,0.16%,22575034,33493.37,0.67,6.49%,7.16%,6.01%,13.90%,36.50%,44.18%,Energy,-0.11,-6.33,9.25,5.77,3.89%,7.37%,14.64%,0.93%
"XLF","NYSE",57.92,0.21%,18416106,34941.68,0.53,-0.14%,3.10%,12.29%,8.16%,5.75%,10.41%,Financials,5.24,3.75,5.10,2.47,1.56%,4.97%,9.19%,0.16%
"XLI","NYSE",185.88,0.10%,4051868,7418.04,0.55,-0.25%,3.01%,6.61%,6.88%,19.83%,22.37%,Industrials,0.55,4.64,12.37,19.06,2.06%,3.00%,10.27%,-0.69%
"XLK","NYSE",188.86,1.49%,5881197,11913.28,0.49,1.59%,2.85%,7.80%,32.49%,31.18%,40.83%,Technology,0.49,-0.02,1.39,1.68,5.14%,3.15%,20.21%,-0.32%
"XLP","NYSE",85.08,0.46%,6432741,11737.39,0.55,-0.29%,1.99%,0.76%,-2.38%,9.53%,2.97%,Consumer Staples,0.82,-1.58,-8.75,-13.95,-0.05%,0.79%,3.02%,1.18%
"XLRE","NYSE",44.49,0.93%,4723390,5135.46,0.92,-1.57%,0.02%,-0.20%,3.85%,10.26%,8.30%,Real Estate,1.60,7.65,5.21,5.72,-1.53%,-0.62%,4.01%,0.66%
"XLU","NYSE",43.84,0.48%,15971945,20657.33,0.77,0.41%,-4.05%,-2.99%,-0.81%,2.69%,1.62%,Utilities,-0.24,2.06,2.02,4.76,-1.90%,-2.21%,-2.12%,0.18%
"XLV","NYSE",168.44,0.26%,7135839,10595.41,0.67,2.61%,6.41%,15.49%,8.44%,8.81%,28.39%,Healthcare,1.53,2.03,2.06,6.42,2.95%,5.95%,9.88%,1.21%
"XLY","NYSE",117.89,-1.13%,4478465,7982.40,0.56,-0.63%,1.72%,-0.34%,-0.37%,-1.27%,3.99%,Consumer Discretionary,2.05,4.24,-2.59,-0.05,2.17%,1.69%,0.66%,-1.20%
