"Ticker","Exchange","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Sector/Theme","Net Flows % (1 Month)","Net Flows % (3 Month)","Net Flows % (YTD)","Net Flows % (1 Year)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"XLB","NYSE",49.71,-0.56%,10586019,11065.56,0.96,-1.54%,-5.17%,-3.70%,5.81%,9.61%,9.46%,Materials,-2.13,0.46,38.77,33.82,-4.13%,-3.93%,-1.42%,-0.84%
"XLC","NYSE",114.75,3.56%,8393891,5631.40,1.49,-0.28%,3.68%,7.38%,2.25%,-2.52%,-3.90%,Communication Services,0.07,-4.49,-12.57,-11.12,2.04%,3.15%,0.66%,2.80%
"XLE","NYSE",62.46,-2.88%,36086246,29434.26,1.23,-3.21%,-2.02%,15.54%,5.31%,39.70%,41.12%,Energy,-2.19,-4.93,5.68,4.90,-2.48%,1.85%,11.91%,-1.12%
"XLF","NYSE",55.90,0.07%,30093381,31568.46,0.95,-1.98%,-1.84%,4.10%,13.90%,2.06%,3.04%,Financials,-3.56,-1.79,-2.34,-6.52,-2.44%,-2.24%,4.08%,-0.27%
"XLI","NYSE",169.98,0.14%,8548791,6797.75,1.26,0.03%,-5.45%,-6.50%,5.14%,9.58%,11.01%,Industrials,-3.57,-0.64,9.66,16.70,-2.01%,-4.90%,-1.01%,-0.22%
"XLK","NYSE",194.85,2.77%,9031173,8273.28,1.09,5.74%,6.42%,1.41%,44.02%,35.34%,39.72%,Technology,-0.41,-7.14,0.47,0.67,4.79%,6.30%,19.77%,1.60%
"XLP","NYSE",81.92,-1.06%,8530706,10555.23,0.81,-2.96%,-3.98%,-0.32%,0.78%,5.46%,3.20%,Consumer Staples,-2.78,2.11,-10.91,-13.32,-3.03%,-3.48%,-2.00%,-0.21%
"XLRE","NYSE",42.59,0.14%,5175298,5125.39,1.01,-1.23%,-5.52%,-3.25%,4.93%,5.55%,1.77%,Real Estate,-3.14,1.43,0.16,-1.42,-2.74%,-4.43%,-1.35%,0.57%
"XLU","NYSE",40.66,-1.07%,20870280,20031.96,1.04,-2.77%,-7.11%,-9.08%,-8.94%,-4.76%,-4.27%,Utilities,0.01,2.04,1.33,5.68,-4.19%,-7.01%,-8.71%,-0.27%
"XLV","NYSE",169.01,0.37%,7160283,9239.44,0.77,0.75%,-1.96%,12.63%,16.29%,9.18%,23.10%,Healthcare,-1.18,1.24,0.84,4.46,-0.59%,1.25%,8.35%,1.01%
"XLY","NYSE",112.23,1.08%,4894372,7091.67,0.69,-0.55%,-3.81%,-2.36%,4.17%,-6.01%,-7.01%,Consumer Discretionary,-0.76,1.67,-3.95,-4.31,-1.72%,-2.64%,-3.92%,0.62%
