"Ticker","Exchange","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Sector/Theme","Net Flows % (1 Month)","Net Flows % (3 Month)","Net Flows % (YTD)","Net Flows % (1 Year)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"XLB","NYSE",50.71,0.69%,8946108,11202.14,0.80,-0.10%,-2.07%,-2.52%,4.60%,11.82%,11.61%,Materials,-1.98,2.45,39.59,33.76,-2.79%,-2.06%,0.67%,-0.37%
"XLC","NYSE",112.35,-0.58%,4247206,5788.39,0.73,0.76%,1.69%,2.88%,-1.15%,-4.56%,-5.45%,Communication Services,-1.10,-6.12,-13.07,-11.16,0.06%,1.05%,-1.46%,-1.28%
"XLE","NYSE",64.48,0.70%,35294713,29644.35,1.19,-0.69%,1.26%,17.94%,10.35%,44.22%,43.30%,Energy,-0.41,-3.00,7.59,6.19,0.63%,5.73%,15.90%,1.54%
"XLF","NYSE",55.88,-0.09%,28850114,31920.85,0.90,-1.74%,-3.39%,3.39%,14.11%,2.03%,3.33%,Financials,-2.93,1.44,0.28,-4.58,-2.70%,-2.26%,4.11%,-0.69%
"XLI","NYSE",169.01,0.18%,5840674,6872.37,0.85,-0.90%,-7.93%,-5.90%,2.32%,8.95%,11.82%,Industrials,-3.07,1.00,10.01,15.98,-3.14%,-5.69%,-1.48%,-1.46%
"XLK","NYSE",188.06,2.25%,7382707,8465.48,0.87,1.53%,1.31%,1.22%,36.31%,30.62%,38.57%,Technology,-0.54,-1.04,0.41,0.69,1.63%,2.75%,15.94%,0.41%
"XLP","NYSE",83.49,0.19%,7592533,10717.16,0.71,0.48%,-2.44%,-0.23%,1.03%,7.48%,4.05%,Consumer Staples,-1.66,0.98,-9.98,-16.30,-1.56%,-1.69%,-0.08%,-0.02%
"XLRE","NYSE",42.94,0.30%,4347175,5230.55,0.83,-0.26%,-3.79%,-2.34%,2.19%,6.42%,2.17%,Real Estate,-3.99,2.27,0.82,-3.12,-2.50%,-3.80%,-0.50%,-0.36%
"XLU","NYSE",41.69,0.90%,20468827,20277.49,1.01,-1.95%,-5.29%,-6.23%,-10.79%,-2.34%,-1.15%,Utilities,0.89,2.54,2.55,6.08,-2.31%,-5.03%,-6.46%,0.46%
"XLV","NYSE",168.81,0.62%,5359334,9312.36,0.58,1.90%,-0.54%,12.01%,14.73%,9.05%,23.04%,Healthcare,-1.02,1.19,1.10,3.54,-0.99%,1.31%,8.31%,0.22%
"XLY","NYSE",111.39,1.10%,4378930,7216.56,0.61,-0.51%,-4.27%,-3.55%,0.74%,-6.72%,-7.78%,Consumer Discretionary,-1.78,1.42,-4.53,-5.74,-2.94%,-3.55%,-4.70%,-0.58%
