"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"KRMN","NYSE","Karman Holdings Inc","Industrials","Aerospace & Defense",6039.56,45.57,-3.90%,2079979,3508.22,0.59,-14.66%,-3.49%,-20.75%,-48.28%,-37.72%,-17.82%,5.62%,58.33%,106.03%,58.18%,52.47%,11.58%,89.40%,12.72%,-17.93%,-11.22%,-36.88%,-2.44%
"LUNR","NASD","Intuitive Machines Inc","Industrials","Aerospace & Defense",2662.55,15.37,-5.01%,5779811,11662.96,0.50,-16.10%,25.47%,-64.93%,-6.74%,-5.30%,72.70%,5.15%,8.81%,-33.24%,309.77%,,12.34%,78.84%,23.54%,-7.84%,-7.25%,-21.73%,-3.94%
"CRCL","NYSE","Circle Internet Group Inc","Financial","Capital Markets",22122.74,87.14,-7.53%,14595991,13921.30,1.05,-0.95%,35.65%,-22.88%,4.43%,9.89%,-33.45%,7.69%,336.77%,108.51%,6.57%,,5.42%,44.62%,12.79%,14.59%,23.75%,2.71%,-5.91%
"GLXY","NASD","Galaxy Digital Inc","Financial","Capital Markets",9072.54,23.21,-8.22%,4816680,7215.30,0.67,-1.82%,7.85%,-21.53%,12.72%,3.80%,-5.30%,7.12%,-17.43%,-191.71%,-73.19%,,3.54%,77.62%,14.61%,5.93%,-2.94%,-7.70%,-5.90%
"IREN","NASD","IREN Ltd","Financial","Capital Markets",12650.60,35.45,-12.53%,89337875,44907.03,1.99,-15.35%,-7.34%,-44.21%,-13.43%,-6.14%,53.86%,6.24%,50.85%,-802.55%,2.30%,23.22%,21.48%,63.40%,30.61%,-13.69%,-14.82%,-22.83%,-5.83%
"SMCI","NASD","Super Micro Computer Inc","Technology","Computer Hardware",23986.05,37.08,-3.59%,28945909,58928.09,0.49,-0.43%,33.72%,-19.55%,14.48%,26.68%,-15.67%,5.28%,19.51%,418.57%,93.16%,18.32%,23.68%,72.63%,16.19%,5.43%,18.81%,18.32%,-2.46%
"UMAC","AMEX","Unusual Machines Inc","Technology","Computer Hardware",1197.96,23.98,-8.82%,5945068,6036.40,0.98,-12.58%,16.92%,-24.54%,75.68%,88.23%,135.79%,7.74%,63.51%,49.95%,687.32%,31.29%,14.90%,60.70%,18.57%,-9.98%,5.84%,41.33%,-7.13%
"VELO","NASD","Velo3D Inc","Technology","Computer Hardware",381.61,11.87,-8.06%,1060096,2984.27,0.36,-10.72%,22.31%,-50.56%,16.60%,-13.61%,159.74%,5.32%,75.64%,60.11%,52.25%,55.56%,20.65%,37.82%,37.11%,-12.59%,-14.35%,-13.08%,-6.02%
"NEO","NASD","Neogenomics Inc","Healthcare","Diagnostics & Research",2318.98,18.05,-3.17%,1723864,2818.27,0.61,6.30%,13.66%,71.58%,83.62%,53.49%,150.35%,5.55%,52.27%,104.85%,11.21%,57.44%,9.84%,113.65%,12.60%,8.94%,19.73%,57.21%,-1.69%
"OUST","NASD","Ouster Inc","Technology","Electronic Components",2496.52,34.62,-5.25%,2263035,4107.08,0.55,-9.89%,-2.56%,-24.82%,82.69%,59.98%,12.18%,5.11%,-715.68%,27.46%,55.86%,,9.49%,50.22%,9.08%,-17.39%,-17.95%,16.61%,-3.62%
