"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"KRMN","NYSE","Karman Holdings Inc","Industrials","Aerospace & Defense",8208.67,61.94,-0.35%,2811299,3633.73,0.77,14.72%,37.25%,5.30%,-36.45%,-15.35%,32.63%,8.94%,58.87%,106.03%,58.18%,52.47%,20.41%,81.56%,12.10%,21.83%,23.38%,-16.22%,1.14%
"LUNR","NASD","Intuitive Machines Inc","Industrials","Aerospace & Defense",3576.50,16.48,4.44%,8144554,13222.69,0.62,18.05%,8.78%,-49.17%,-15.27%,1.54%,62.36%,8.61%,45.99%,-135.53%,198.65%,,28.05%,87.38%,27.02%,18.86%,-16.53%,-14.30%,4.57%
"RDW","NYSE","Redwire Corp","Industrials","Aerospace & Defense",3377.40,13.51,2.97%,16931146,36580.48,0.46,27.09%,40.88%,11.10%,33.89%,77.76%,53.17%,8.29%,66.94%,86.71%,89.56%,59.63%,8.15%,50.95%,18.42%,37.47%,10.30%,33.17%,1.81%
"ASST","NASD","Strive Inc","Financial","Asset Management",1063.73,12.62,1.45%,2925259,4136.26,0.71,1.61%,6.68%,-29.69%,24.40%,-14.50%,-85.22%,5.31%,84.83%,-10.31%,-19.20%,,60.71%,46.19%,30.01%,4.08%,-3.66%,-17.51%,0.48%
"CRCL","NYSE","Circle Internet Group Inc","Financial","Capital Markets",18065.81,71.16,6.13%,14226472,14422.61,0.99,12.51%,12.95%,-45.99%,18.40%,-10.26%,-55.85%,7.15%,338.62%,108.51%,6.57%,,6.31%,41.39%,14.25%,10.56%,-0.29%,-18.60%,3.12%
"IREN","NASD","IREN Ltd","Financial","Capital Markets",14185.09,39.75,2.61%,39037283,46980.38,0.83,-2.69%,1.98%,-27.92%,-13.87%,5.24%,121.20%,8.05%,-277.50%,-802.55%,2.30%,77.06%,13.09%,54.23%,30.42%,4.76%,-13.95%,-16.04%,-1.12%
"AAOI","NASD","Applied Optoelectronics Inc","Technology","Communication Equipment",11360.19,134.33,1.14%,9003172,12234.86,0.74,2.05%,20.07%,-27.35%,180.38%,285.34%,543.96%,12.60%,384.62%,-74.24%,86.42%,,4.91%,67.27%,12.43%,22.06%,-1.96%,43.81%,0.27%
"UMAC","AMEX","Unusual Machines Inc","Technology","Computer Hardware",1297.37,25.97,-4.31%,5419916,5960.07,0.91,-2.62%,50.81%,69.30%,86.43%,103.85%,160.74%,10.80%,64.05%,49.95%,687.32%,31.29%,65.62%,64.94%,19.91%,21.37%,15.29%,61.82%,-5.25%
"VELO","NASD","Velo3D Inc","Technology","Computer Hardware",407.97,13.69,5.71%,2094988,3526.94,0.59,0.00%,13.52%,-5.39%,-0.07%,-0.36%,132.03%,11.24%,78.98%,85.25%,48.24%,53.34%,7.42%,33.42%,40.18%,22.49%,-14.35%,4.54%,3.99%
"SN","NYSE","SharkNinja Inc","Consumer Cyclical","Furnishings, Fixtures & Appliances",26438.78,187.68,0.81%,1828091,2091.37,0.87,11.59%,25.30%,74.60%,56.99%,67.72%,63.40%,5.38%,22.95%,-6.77%,22.19%,16.96%,5.42%,64.72%,9.74%,15.55%,26.86%,56.57%,-0.17%
"CDE","NYSE","Coeur Mining Inc","Basic Materials","Gold",19099.03,18.58,2.37%,34918505,33979.01,1.03,14.62%,19.18%,-6.16%,-19.32%,4.21%,60.03%,5.42%,33.66%,7.09%,124.47%,26.60%,30.27%,83.24%,5.47%,18.01%,13.24%,0.22%,2.82%
"EQX","AMEX","Equinox Gold Corp","Basic Materials","Gold",13612.58,11.66,0.60%,10498912,13931.59,0.75,21.71%,23.39%,-21.53%,-24.92%,-16.95%,75.34%,6.18%,70.21%,459.24%,60.83%,38.39%,3.43%,43.97%,3.85%,20.82%,15.88%,-11.47%,1.04%
"SSRM","NASD","SSR Mining Inc","Basic Materials","Gold",6518.98,31.97,1.82%,2045554,3204.89,0.64,20.28%,14.63%,-7.97%,23.44%,45.85%,105.46%,5.37%,103.01%,11.13%,9.46%,26.71%,4.01%,75.23%,4.34%,16.55%,13.23%,19.21%,2.17%
"ALHC","NASD","Alignment Healthcare Inc","Healthcare","Healthcare Plans",2738.15,13.20,-4.21%,4513868,6340.09,0.71,-2.37%,-35.23%,-23.08%,-36.42%,-33.16%,-9.65%,5.81%,,127.27%,31.55%,,9.02%,109.88%,12.63%,-24.51%,-31.00%,-31.23%,-4.69%
"PENG","NASD","Penguin Solutions Inc","Technology","Information Technology Services",2937.74,57.33,3.90%,1223449,3822.82,0.32,-0.88%,-25.75%,31.67%,201.74%,193.10%,145.31%,7.93%,37.62%,,47.64%,28.14%,8.29%,121.39%,19.79%,2.03%,-8.93%,69.91%,1.13%
"LFST","NASD","LifeStance Health Group Inc","Healthcare","Medical Care Facilities",4393.64,11.50,-3.36%,5814795,3871.88,1.50,12.09%,5.70%,49.93%,68.87%,63.35%,151.64%,7.31%,677.67%,722.45%,26.08%,168.58%,10.35%,58.19%,4.11%,4.73%,14.91%,50.99%,-2.46%
"WRBY","NYSE","Warby Parker Inc","Healthcare","Medical Instruments & Supplies",3074.76,25.04,-5.19%,2217910,3279.07,0.68,-16.31%,-8.65%,-13.03%,3.73%,14.92%,7.84%,7.58%,20.05%,358.04%,9.81%,38.77%,9.93%,97.22%,17.70%,-4.87%,-5.72%,3.30%,-5.04%
